i,j,x,y,z
0,0,-0.850707, 9.26926, 1.32301
0,1,-1.11864, 9.15702, 1.2525
0,2,-1.60364, 8.7921, 1.15064
0,3,-2.73337, 7.75472, 1.0063
0,4,-8.6468, 1.23959, 0.483006
0,5,-8.97935, 0.606076, 0.481699
0,6,-8.82438, 0.362878, 0.595865
0,7,-8.07004, 0.223867, 0.778947
0,8,-6.48585, 0.115048, 0.523953
0,9,-4.54065, 0.0298655, 0.359836
1,0,-1.18313, 9.13486, 1.23204
1,1,-1.41314, 8.99415, 1.18023
1,2,-2.06306, 8.49863, 1.05187
1,3,-3.30689, 7.36848, 0.889436
1,4,-9.08534, 1.43517, 0.34562
1,5,-9.50004, 0.608878, 0.389512
1,6,-9.4393, 0.184671, 0.493834
1,7,-8.85847, 0.0634629, 0.531368
1,8,-7.5346, 0.0376235, 0.432408
1,9,-5.52542, 0.00954835, 0.320614
2,0,-1.85813, 8.7876, 1.02806
2,1,-2.31493, 8.459, 0.971792
2,2,-3.13351, 7.79595, 0.824194
2,3,-4.44116, 6.56021, 0.723662
2,4,-9.17743, 1.72796, 0.243567
2,5,-9.67049, 0.743874, 0.344646
2,6,-9.68535, 0.189286, 0.407901
2,7,-9.22501, -0.019517, 0.412269
2,8,-8.16316, 0.000235606, 0.391173
2,9,-6.03602, -0.0194646, 0.316991
3,0,-2.96682, 8.11046, 0.689124
3,1,-3.7451, 7.5427, 0.601964
3,2,-4.54854, 6.83777, 0.466283
3,3,-5.6396, 5.72865, 0.437171
3,4,-8.98368, 2.18657, 0.112728
3,5,-9.52301, 1.02229, 0.218403
3,6,-9.62614, 0.322876, 0.284896
3,7,-9.16761, 0.0686926, 0.275763
3,8,-8.03042, -0.0257531, 0.267947
3,9,-5.93554, -0.0317237, 0.259565
4,0,-4.98804, 5.65431, -0.111869
4,1,-6.15975, 5.36444, -0.158152
4,2,-7.07735, 4.70206, -0.155994
4,3,-7.94553, 3.67587, -0.0353795
4,4,-8.79316, 2.29882, 0.0275168
4,5,-9.24887, 1.11694, 0.156169
4,6,-9.22488, 0.389799, 0.252754
4,7,-8.62406, 0.118791, 0.19444
4,8,-7.11386, -0.0632102, 0.159614
4,9,-5.06959, -0.0869692, 0.149264
5,0,-4.77539, 5.26081, -0.153517
5,1,-5.97143, 5.11712, -0.205524
5,2,-6.82857, 4.61097, -0.190955
5,3,-7.7086, 3.62714, -0.0851296
5,4,-8.47127, 2.38648, 0.0244796
5,5,-8.76536, 1.28118, 0.132889
5,6,-8.52692, 0.498804, 0.342545
5,7,-7.45876, 0.15405, 0.227855
5,8,-5.79346, -0.0334221, 0.136001
5,9,-3.93158, -0.0439161, 0.119166
6,0,-4.19022, 4.29257, -0.179118
6,1,-5.50774, 4.52039, -0.180777
6,2,-6.3235, 4.2293, -0.25094
6,3,-7.05067, 3.41375, -0.125061
6,4,-7.62623, 2.35789, -0.0793208
6,5,-7.46714, 1.37358, 0.0497284
6,6,-6.84267, 0.60104, 0.161683
6,7,-5.60587, 0.19653, 0.171431
6,8,-3.93255, -0.00704651, 0.0860192
6,9,-2.43702, -0.00574763, 0.0639328
7,0,-3.19815, 3.12979, -0.155776
7,1,-4.39073, 3.38438, -0.176512
7,2,-5.13154, 3.27146, -0.205712
7,3,-5.70439, 2.79556, -0.12499
7,4,-5.88182, 2.04955, -0.0863234
7,5,-5.47498, 1.22553, 0.00125179
7,6,-4.63018, 0.553703, 0.0824429
7,7,-3.44356, 0.169228, 0.104599
7,8,-2.05475, 0.022999, 0.0746542
7,9,-1.09354, 0.0286594, 0.0695939
8,0,-1.9339, 1.86243, -0.100234
8,1,-2.80601, 2.09807, -0.109703
8,2,-3.319, 2.10163, -0.129926
8,3,-3.67153, 1.88272, -0.0785503
8,4,-3.57266, 1.44945, -0.0356538
8,5,-3.09307, 0.892708, 0.0213636
8,6,-2.40211, 0.398979, 0.0702549
8,7,-1.58939, 0.125743, 0.100775
8,8,-0.735415, 0.0229183, 0.0803181
8,9,-0.307448, 0.00232633, 0.0853169
9,0,-0.781787, 0.668323, -0.0396444
9,1,-1.20694, 0.817793, -0.0549849
9,2,-1.35831, 0.848227, -0.0630567
9,3,-1.37947, 0.802892, -0.062003
9,4,-1.27941, 0.692386, -0.0554524
9,5,-0.958077, 0.433529, -0.052007
9,6,-0.606018, 0.194995, -0.011427
9,7,-0.290636, 0.0659595, 0.00674987
9,8,0.0086, 0.0017, 0.0135
9,9,0.0164, 0.015, 0.0147
