i,j,x,y,z
0,0,-2.239, 8.90407, 0.662553
0,1,-1.9403, 8.96855, 0.804267
0,2,-1.94187, 8.83081, 0.88005
0,3,-2.59438, 8.11405, 0.86771
0,4,-8.6468, 1.23959, 0.483006
0,5,-9.03167, 0.554974, 0.47463
0,6,-9.05367, 0.230173, 0.52294
0,7,-8.53021, 0.0662153, 0.646021
0,8,-7.41544, -0.0536912, 0.422868
0,9,-5.88172, -0.119348, 0.293388
1,0,-1.96498, 8.96007, 0.796439
1,1,-1.95397, 8.92321, 0.82967
1,2,-2.17666, 8.65835, 0.845321
1,3,-3.00379, 7.82161, 0.794345
1,4,-9.08534, 1.43517, 0.34562
1,5,-9.50769, 0.571221, 0.43556
1,6,-9.60508, 0.119897, 0.519513
1,7,-9.27804, -0.00726086, 0.540285
1,8,-8.64124, -0.075642, 0.461355
1,9,-7.32334, -0.0904902, 0.386813
2,0,-2.08145, 8.82834, 0.812816
2,1,-2.32367, 8.63522, 0.798579
2,2,-2.85354, 8.16443, 0.736959
2,3,-3.89773, 7.14532, 0.68614
2,4,-9.23671, 1.69993, 0.274248
2,5,-9.71699, 0.666031, 0.465333
2,6,-9.88182, 0.1759, 0.537236
2,7,-9.68255, 0.033655, 0.5535
2,8,-9.2706, 0.0193844, 0.531326
2,9,-8.42518, -0.0458455, 0.470774
3,0,-2.82864, 8.3496, 0.642708
3,1,-3.35525, 7.95644, 0.587776
3,2,-4.09148, 7.28201, 0.527186
3,3,-5.17462, 6.20112, 0.473675
3,4,-9.1261, 2.08214, 0.207251
3,5,-9.65076, 0.942386, 0.469443
3,6,-9.90462, 0.401671, 0.577809
3,7,-9.78503, 0.251214, 0.628113
3,8,-9.47271, 0.189892, 0.640945
3,9,-8.82712, 0.126563, 0.548797
4,0,-5.08892, 5.83148, -0.0704617
4,1,-6.11709, 5.56039, -0.115188
4,2,-7.0738, 4.77775, 0.00271433
4,3,-7.99257, 3.74771, 0.126087
4,4,-8.95854, 2.35856, 0.254972
4,5,-9.45063, 1.32101, 0.54401
4,6,-9.77653, 0.68493, 0.699717
4,7,-9.71512, 0.481913, 0.755014
4,8,-9.38702, 0.412135, 0.815688
4,9,-8.70845, 0.34075, 0.753273
5,0,-4.94888, 5.62301, -0.0829441
5,1,-5.95311, 5.45478, -0.139471
5,2,-6.88744, 4.75697, 0.00895116
5,3,-7.85365, 3.74325, 0.140593
5,4,-8.79388, 2.46269, 0.325947
5,5,-9.2624, 1.53573, 0.605513
5,6,-9.59907, 0.86496, 0.786036
5,7,-9.53018, 0.589827, 0.843879
5,8,-9.14297, 0.442562, 0.856347
5,9,-8.27597, 0.428136, 0.724946
6,0,-4.56803, 5.13353, -0.0651138
6,1,-5.63554, 5.10199, -0.119701
6,2,-6.57976, 4.56977, -0.0221017
6,3,-7.49745, 3.67239, 0.154748
6,4,-8.39459, 2.51319, 0.340993
6,5,-8.87014, 1.68582, 0.670778
6,6,-9.15074, 1.07957, 0.724934
6,7,-8.98056, 0.669419, 0.825186
6,8,-8.44346, 0.475021, 0.881944
6,9,-7.06971, 0.369784, 0.667688
7,0,-3.82578, 4.01798, -0.095511
7,1,-4.89373, 4.25303, -0.139306
7,2,-5.93637, 4.11754, -0.0368432
7,3,-6.82989, 3.427, 0.173518
7,4,-7.52648, 2.42192, 0.346233
7,5,-8.10252, 1.69805, 0.660972
7,6,-8.30056, 1.1264, 0.75745
7,7,-7.67843, 0.718933, 0.755818
7,8,-6.80476, 0.515179, 0.73953
7,9,-5.37927, 0.340929, 0.591169
8,0,-2.7141, 2.76376, -0.0745747
8,1,-3.61535, 3.07655, -0.0970487
8,2,-4.57961, 3.08282, 0.0256206
8,3,-5.4485, 2.75316, 0.152916
8,4,-5.99167, 2.06612, 0.2996
8,5,-6.39062, 1.49687, 0.490684
8,6,-6.31955, 0.964363, 0.567559
8,7,-5.65704, 0.610936, 0.553807
8,8,-4.75465, 0.429673, 0.502926
8,9,-3.47864, 0.22006, 0.368671
9,0,-1.54297, 1.4866, -0.0317792
9,1,-2.07244, 1.72731, -0.0513293
9,2,-2.76838, 1.83523, 0.055469
9,3,-3.44136, 1.77533, 0.114957
9,4,-3.75203, 1.43634, 0.177461
9,5,-3.94139, 1.12519, 0.273907
9,6,-3.63655, 0.715553, 0.331831
9,7,-3.06357, 0.443862, 0.310515
9,8,-2.44865, 0.307654, 0.276531
9,9,-1.56999, 0.143138, 0.154827
