i,j,x,y,z
0,0,-0.759186, 9.28557, 1.08539
0,1,-1.57546, 8.73128, 0.957382
0,2,-2.87379, 7.6273, 0.816183
0,3,-4.80421, 5.79039, 0.670954
0,4,-8.27242, 1.52361, 0.366245
0,5,-8.394, 0.875884, 0.250351
0,6,-7.82866, 0.572343, 0.226613
0,7,-5.97805, 0.270548, 0.20212
0,8,-3.82094, 0.165817, 0.0985085
0,9,-1.75225, 0.056171, 0.0537336
1,0,-1.95604, 8.61469, 0.858491
1,1,-2.74905, 8.01591, 0.773896
1,2,-4.08462, 6.83104, 0.620971
1,3,-5.85802, 5.05519, 0.501836
1,4,-8.78781, 1.69656, 0.309351
1,5,-8.99223, 0.991464, 0.236809
1,6,-8.58011, 0.405509, 0.287002
1,7,-6.88517, 0.182759, 0.236829
1,8,-4.57957, 0.0989457, 0.125351
1,9,-2.15496, 0.0381519, 0.0744841
2,0,-3.11472, 7.84238, 0.63668
2,1,-3.98071, 7.20704, 0.563217
2,2,-5.12675, 6.14296, 0.400258
2,3,-6.60566, 4.54776, 0.335944
2,4,-8.84918, 1.81501, 0.187848
2,5,-9.08763, 1.06684, 0.173989
2,6,-8.68895, 0.453475, 0.254047
2,7,-7.03045, 0.123557, 0.243836
2,8,-4.72544, 0.0441224, 0.130566
2,9,-2.22325, 0.00883214, 0.0835536
3,0,-3.79066, 7.17488, 0.479161
3,1,-4.8052, 6.53376, 0.425208
3,2,-5.89486, 5.49537, 0.219978
3,3,-7.15014, 4.07993, 0.19435
3,4,-8.73325, 1.84429, 0.134173
3,5,-8.90471, 0.980701, 0.111891
3,6,-8.51607, 0.384499, 0.180959
3,7,-6.79178, 0.0741586, 0.222133
3,8,-4.53362, 0.0125394, 0.121289
3,9,-2.13023, -0.00296011, 0.0883672
4,0,-4.11548, 4.59267, 0.148714
4,1,-5.41528, 4.35808, 0.13019
4,2,-6.77318, 3.83343, 0.0314128
4,3,-7.77702, 2.86944, -0.00158964
4,4,-8.24812, 1.69652, 0.0381569
4,5,-8.17635, 0.87703, 0.0663486
4,6,-7.51853, 0.357394, 0.186423
4,7,-5.72249, 0.0183911, 0.213327
4,8,-3.684, -0.057641, 0.124904
4,9,-1.67789, -0.0624619, 0.0823368
5,0,-3.3896, 3.29552, 0.0592338
5,1,-4.59457, 3.37816, 0.0320674
5,2,-5.82021, 3.0889, -0.0385168
5,3,-6.9075, 2.52966, -0.0908527
5,4,-6.94316, 1.59681, -0.0260854
5,5,-6.64832, 0.95513, 0.00480744
5,6,-5.83426, 0.441254, 0.0902405
5,7,-4.23734, 0.0417439, 0.115407
5,8,-2.64989, -0.025975, 0.0683747
5,9,-1.18213, -0.0145678, 0.0561265
6,0,-2.31231, 1.97059, -0.023218
6,1,-3.24355, 2.16796, -0.0343936
6,2,-4.182, 2.0811, -0.0785261
6,3,-4.94689, 1.78922, -0.0835964
6,4,-4.94157, 1.18405, -0.0726989
6,5,-4.59764, 0.786974, -0.0497163
6,6,-3.83709, 0.386707, 0.00492366
6,7,-2.58602, 0.033771, 0.0726888
6,8,-1.59137, -0.041929, 0.032896
6,9,-0.702445, -0.0188408, 0.0236923
7,0,-1.18302, 0.836232, -0.0239022
7,1,-1.73663, 0.945276, -0.0527646
7,2,-2.26279, 0.950903, -0.0748547
7,3,-2.67655, 0.872949, -0.0793407
7,4,-2.61809, 0.596753, -0.0742756
7,5,-2.41374, 0.45083, -0.0593388
7,6,-1.91088, 0.244253, -0.0267802
7,7,-1.12027, -0.00725052, 0.00747663
7,8,-0.65745, -0.0120193, 0.0118095
7,9,-0.28108, 0.00783552, 0.017441
8,0,-0.281968, 0.112112, -0.0135759
8,1,-0.389626, 0.15282, -0.018684
8,2,-0.472233, 0.17878, -0.0276275
8,3,-0.514129, 0.196309, -0.0419037
8,4,-0.475942, 0.17802, -0.0223973
8,5,-0.3831, 0.161074, -0.0163806
8,6,-0.28575, 0.119578, -0.0159031
8,7,0.0097, 0.0047, 0.0123
8,8,0.0117, 0.0166, 0.0077
8,9,0.0133, 0.0012, 0.0195
9,0,0.0149, 0.0136, 0.002
9,1,0.007, 0.0173, 0.0072
9,2,0.0003, 0.002, 0.0086
9,3,0.0118, 0.0025, 0.0122
9,4,0.0138, 0.0056, 0.0128
9,5,0.011, 0.0138, 0.0066
9,6,0.0089, 0.0048, 0.0144
9,7,0.0185, 0.0122, 0.0191
9,8,0.0086, 0.0017, 0.0135
9,9,0.0164, 0.015, 0.0147
