i,j,x,y,z
0,0,-2.09966, 8.88958, 1.0875
0,1,-1.92481, 8.9444, 1.02948
0,2,-1.92349, 8.84872, 1.00583
0,3,-2.4814, 8.2345, 0.949231
0,4,-8.6468, 1.23959, 0.483006
0,5,-9.14207, 0.52458, 0.417674
0,6,-9.37382, 0.250521, 0.419961
0,7,-9.11584, 0.12835, 0.466042
0,8,-8.59701, 0.0693889, 0.217736
0,9,-7.28814, 0.0410594, 0.183804
1,0,-1.94116, 8.93878, 1.02429
1,1,-1.93224, 8.91744, 1.00889
1,2,-2.11043, 8.71059, 0.965358
1,3,-2.8406, 7.97519, 0.880358
1,4,-9.08534, 1.43517, 0.34562
1,5,-9.58706, 0.542145, 0.384484
1,6,-9.85262, 0.158815, 0.42495
1,7,-9.70557, 0.0779641, 0.401971
1,8,-9.38529, 0.0742745, 0.311454
1,9,-8.63867, 0.142744, 0.269279
2,0,-2.03139, 8.84682, 0.953859
2,1,-2.22715, 8.69223, 0.928248
2,2,-2.6908, 8.28559, 0.846156
2,3,-3.65814, 7.35128, 0.769184
2,4,-9.23671, 1.69993, 0.274248
2,5,-9.77374, 0.638336, 0.422191
2,6,-10.0666, 0.207909, 0.459964
2,7,-9.9736, 0.104837, 0.449539
2,8,-9.72762, 0.12592, 0.414881
2,9,-9.09348, 0.0957708, 0.369479
3,0,-2.68053, 8.43474, 0.757971
3,1,-3.14284, 8.09114, 0.702719
3,2,-3.82941, 7.47211, 0.628674
3,3,-4.87898, 6.44145, 0.554973
3,4,-9.1261, 2.08214, 0.207251
3,5,-9.69553, 0.913133, 0.436815
3,6,-10.0474, 0.411274, 0.517751
3,7,-9.98886, 0.283832, 0.547966
3,8,-9.76105, 0.24297, 0.54912
3,9,-9.2143, 0.195516, 0.470006
4,0,-5.1666, 5.89094, -0.0862656
4,1,-6.14638, 5.63859, -0.129815
4,2,-7.05413, 4.8889, -0.0166789
4,3,-7.93941, 3.88047, 0.105192
4,4,-8.98042, 2.43211, 0.214782
4,5,-9.61354, 1.2135, 0.495929
4,6,-10.0214, 0.615429, 0.614739
4,7,-10.0117, 0.430726, 0.651224
4,8,-9.74876, 0.373542, 0.701634
4,9,-9.14399, 0.320752, 0.657593
5,0,-5.07649, 5.72819, -0.105873
5,1,-6.01227, 5.58543, -0.160288
5,2,-6.87154, 4.92627, -0.0207809
5,3,-7.78646, 3.93104, 0.110253
5,4,-8.83468, 2.55303, 0.267279
5,5,-9.5037, 1.36907, 0.533131
5,6,-9.87681, 0.72559, 0.668583
5,7,-9.8657, 0.462137, 0.700449
5,8,-9.53174, 0.332222, 0.716554
5,9,-8.71111, 0.334149, 0.626763
6,0,-4.79254, 5.3373, -0.100054
6,1,-5.76853, 5.35099, -0.154704
6,2,-6.58967, 4.83368, -0.0616301
6,3,-7.43639, 3.92198, 0.114222
6,4,-8.48108, 2.61942, 0.26844
6,5,-9.22177, 1.45906, 0.570743
6,6,-9.60911, 0.854487, 0.572923
6,7,-9.59789, 0.465088, 0.616407
6,8,-9.1667, 0.301152, 0.675115
6,9,-7.86816, 0.248371, 0.54753
7,0,-4.19085, 4.406, -0.133615
7,1,-5.24951, 4.81118, -0.189975
7,2,-6.03079, 4.49279, -0.0824711
7,3,-6.81696, 3.72438, 0.126966
7,4,-7.70785, 2.54594, 0.267868
7,5,-8.58778, 1.44904, 0.552262
7,6,-9.00283, 0.858645, 0.572793
7,7,-8.92737, 0.434755, 0.479363
7,8,-8.2751, 0.250903, 0.516285
7,9,-6.63801, 0.203431, 0.470711
8,0,-3.13638, 3.22033, -0.108506
8,1,-4.00741, 3.58529, -0.134956
8,2,-4.80288, 3.50535, -0.0189985
8,3,-5.53913, 3.0708, 0.112525
8,4,-6.30811, 2.21513, 0.231009
8,5,-7.03843, 1.29267, 0.412161
8,6,-7.26717, 0.759191, 0.442744
8,7,-7.00963, 0.419543, 0.405066
8,8,-6.29397, 0.265836, 0.379947
8,9,-4.89766, 0.124521, 0.300186
9,0,-1.92273, 1.89801, -0.0584959
9,1,-2.45068, 2.16444, -0.0793939
9,2,-3.05742, 2.22084, 0.0222932
9,3,-3.62521, 2.07509, 0.0860753
9,4,-4.19082, 1.6077, 0.130514
9,5,-4.68758, 0.997494, 0.232989
9,6,-4.66984, 0.595116, 0.271934
9,7,-4.37017, 0.338092, 0.247179
9,8,-3.8427, 0.217573, 0.223808
9,9,-2.85489, 0.0852662, 0.128888
