i,j,x,y,z
0,0,-0.920917, 9.18662, 1.20806
0,1,-1.097, 9.13191, 1.19218
0,2,-1.51131, 8.83435, 1.12684
0,3,-2.55663, 7.88921, 1.00553
0,4,-8.6468, 1.23959, 0.483006
0,5,-9.03167, 0.554974, 0.47463
0,6,-8.91482, 0.303754, 0.576744
0,7,-8.28083, 0.153504, 0.731865
0,8,-6.94239, 0.0444163, 0.500054
0,9,-5.12794, -0.0198031, 0.357462
1,0,-1.14601, 9.11507, 1.17663
1,1,-1.33446, 9.00665, 1.14392
1,2,-1.91381, 8.57887, 1.0444
1,3,-3.08717, 7.53086, 0.899888
1,4,-9.08534, 1.43517, 0.34562
1,5,-9.52883, 0.553806, 0.386774
1,6,-9.48919, 0.133659, 0.480987
1,7,-9.01077, -0.000553567, 0.506518
1,8,-8.0369, -0.0570503, 0.413443
1,9,-6.10513, -0.0475543, 0.322791
2,0,-1.72567, 8.83056, 1.02358
2,1,-2.12977, 8.54489, 0.975734
2,2,-2.89903, 7.93615, 0.843509
2,3,-4.17024, 6.75806, 0.745349
2,4,-9.23671, 1.69993, 0.274248
2,5,-9.74699, 0.690783, 0.380965
2,6,-9.78164, 0.175458, 0.444481
2,7,-9.40844, -0.0181374, 0.449128
2,8,-8.53833, -0.0134826, 0.426988
2,9,-6.65177, -0.0288948, 0.356865
3,0,-2.86376, 8.19802, 0.710549
3,1,-3.53912, 7.70424, 0.634256
3,2,-4.40821, 6.92595, 0.550117
3,3,-5.47115, 5.85707, 0.529775
3,4,-9.08072, 2.12535, 0.247638
3,5,-9.61932, 1.00443, 0.366972
3,6,-9.74174, 0.393339, 0.432993
3,7,-9.39009, 0.163373, 0.419519
3,8,-8.44377, 0.0585078, 0.391001
3,9,-6.51813, -0.0123566, 0.321625
4,0,-5.01984, 5.80843, -0.0431727
4,1,-6.08522, 5.51808, -0.0839567
4,2,-7.02476, 4.76935, -0.0072464
4,3,-7.84588, 3.78919, 0.122815
4,4,-8.86912, 2.29274, 0.24607
4,5,-9.34026, 1.22378, 0.38945
4,6,-9.40838, 0.603413, 0.479062
4,7,-9.03385, 0.274973, 0.421744
4,8,-7.75182, 0.0844673, 0.347583
4,9,-5.74433, -0.0368155, 0.239646
5,0,-4.84113, 5.57731, -0.0444713
5,1,-5.8906, 5.38076, -0.0930039
5,2,-6.7986, 4.72241, 0.00509049
5,3,-7.62728, 3.77614, 0.132329
5,4,-8.60759, 2.38648, 0.317428
5,5,-8.94164, 1.46892, 0.460683
5,6,-8.88319, 0.801041, 0.617978
5,7,-8.29674, 0.397523, 0.538246
5,8,-6.6239, 0.163908, 0.359214
5,9,-4.52351, 0.0258394, 0.212521
6,0,-4.39479, 5.03383, -0.0127018
6,1,-5.50426, 4.94931, -0.0479396
6,2,-6.4061, 4.43581, -0.0107496
6,3,-7.10946, 3.64241, 0.141872
6,4,-7.95518, 2.41202, 0.28901
6,5,-8.04727, 1.61684, 0.523793
6,6,-7.58551, 0.929502, 0.501058
6,7,-6.57255, 0.408675, 0.441508
6,8,-4.94886, 0.177273, 0.300886
6,9,-3.08064, 0.0542343, 0.152079
7,0,-3.56516, 3.80633, -0.039505
7,1,-4.6229, 3.94008, -0.0537889
7,2,-5.51463, 3.67601, 0.0256164
7,3,-6.16486, 3.25292, 0.16249
7,4,-6.581, 2.24113, 0.24331
7,5,-6.36628, 1.50667, 0.346601
7,6,-5.6766, 0.882247, 0.375964
7,7,-4.46729, 0.350512, 0.328042
7,8,-3.05157, 0.173763, 0.249525
7,9,-1.66462, 0.0727999, 0.137015
8,0,-2.39263, 2.47459, -0.0229191
8,1,-3.24284, 2.68201, -0.0225822
8,2,-3.99339, 2.64216, 0.0468164
8,3,-4.42397, 2.41223, 0.123735
8,4,-4.556, 1.74069, 0.198792
8,5,-4.16854, 1.1996, 0.25697
8,6,-3.51754, 0.701904, 0.281857
8,7,-2.50303, 0.266239, 0.264049
8,8,-1.56985, 0.139611, 0.211507
8,9,-0.743404, 0.0346361, 0.132414
9,0,-1.22974, 1.19135, 0.0097803
9,1,-1.69967, 1.35528, 0.00218474
9,2,-2.12215, 1.40531, 0.0579031
9,3,-2.23049, 1.33334, 0.0775875
9,4,-2.08661, 1.00898, 0.082892
9,5,-1.73056, 0.724378, 0.0847375
9,6,-1.28134, 0.441475, 0.105999
9,7,-0.649829, 0.146625, 0.0871003
9,8,-0.2711, 0.064424, 0.0738316
9,9,0.0164, 0.015, 0.0147
