146 2
346 32 
348 31 
347 31 
347 30 
347 29 
347 29 
347 29 
347 29 
347 29 
347 29 
304 250 
305 252 
305 253 
304 253 
303 253 
301 252 
300 248 
299 247 
299 245 
298 241 
298 241 
298 241 
298 241 
298 241 
298 241 
292 219 
291 215 
292 211 
292 208 
292 208 
295 204 
295 203 
297 200 
296 198 
296 198 
296 198 
297 190 
298 187 
298 185 
300 182 
299 180 
299 177 
299 174 
299 174 
301 168 
302 167 
302 163 
302 161 
300 157 
299 154 
299 154 
299 154 
299 154 
295 138 
295 134 
294 131 
293 126 
291 124 
291 124 
290 118 
292 114 
292 114 
287 110 
285 108 
285 106 
286 104 
287 101 
289 100 
289 99 
289 98 
291 95 
290 94 
291 91 
290 91 
292 88 
291 87 
291 85 
291 82 
290 81 
290 78 
291 75 
290 73 
291 71 
291 69 
293 67 
294 66 
293 65 
295 64 
297 63 
299 62 
300 61 
301 60 
303 58 
303 57 
302 55 
302 53 
301 52 
303 50 
303 49 
304 48 
304 47 
306 45 
304 43 
306 43 
305 42 
306 42 
307 41 
308 41 
308 41 
308 41 
309 40 
309 40 
310 38 
309 38 
309 37 
310 35 
309 35 
310 34 
309 34 
312 32 
311 33 
311 33 
311 32 
311 31 
311 31 
311 31 
310 31 
311 31 
311 31 
313 30 
313 29 
312 30 
311 30 
312 30 
313 30 
311 31 
313 30 
313 31 
313 31 
313 31 
313 31 
313 31 
311 32 
312 31 
310 31 
311 30 
