i,j,x,y
0,0,56.175, 35.1421
0,1,56.3815, 35.5844
0,2,49.8045, 31.6802
0,3,39.6665, 25.3616
0,4,18.0342, 12.6725
0,5,0.0097, 0.0013
0,6,0.0066, 0.016
0,7,0.0027, 0.0081
0,8,0.0142, 0.0179
0,9,0.011, 0.0002
1,0,142.299, 88.7358
1,1,144.816, 90.9851
1,2,130.135, 83.2556
1,3,106.375, 68.9496
1,4,58.883, 39.6974
1,5,19.1716, 15.5349
1,6,12.9451, 10.302
1,7,6.68702, 5.31895
1,8,5.04159, 4.02326
1,9,0.003, 0.0101
2,0,253.731, 157.995
2,1,262.334, 164.612
2,2,232.524, 148.246
2,3,194.156, 125.007
2,4,126.973, 83.6601
2,5,65.0185, 45.3266
2,6,39.6636, 28.3882
2,7,15.7529, 12.5381
2,8,11.5307, 9.17498
2,9,0.0058, 0.0183
3,0,353.83, 219.189
3,1,367.563, 232.06
3,2,312.489, 198.765
3,3,264.435, 169.994
3,4,186.13, 122.065
3,5,116.744, 79.7749
3,6,75.2883, 52.3742
3,7,31.0463, 23.7919
3,8,19.1004, 14.4457
3,9,0.0187, 0.0121
4,0,405.721, 261
4,1,418.186, 262.235
4,2,361.771, 232.556
4,3,314.731, 205.52
4,4,232.034, 155.907
4,5,161.436, 112.814
4,6,106.653, 75.2262
4,7,43.401, 33.314
4,8,26.8477, 20.4003
4,9,0.0034, 0.0047
5,0,399.122, 268.187
5,1,414.003, 275.039
5,2,365.18, 243.652
5,3,327.744, 220.196
5,4,243.305, 169.934
5,5,175.947, 126.448
5,6,121.357, 86.0855
5,7,53.5092, 41.0579
5,8,33.6786, 25.6763
5,9,0.0024, 0.0009
6,0,354.206, 267.1
6,1,353.433, 267.565
6,2,320.31, 241.089
6,3,294.357, 220.9
6,4,231.182, 176.707
6,5,177.21, 135.348
6,6,126.498, 93.632
6,7,57.6063, 46.7363
6,8,35.0335, 26.6781
6,9,0.0077, 0.0182
7,0,290.076, 252.072
7,1,284.815, 253.314
7,2,269.364, 231.391
7,3,254.509, 213.029
7,4,207.527, 170.459
7,5,168.782, 134.881
7,6,121.725, 92.48
7,7,55.8683, 46.393
7,8,33.6759, 25.6689
7,9,0.0191, 0.0131
8,0,214.642, 229.97
8,1,211.608, 234.333
8,2,203.46, 215.502
8,3,200.987, 195.805
8,4,176.072, 161.354
8,5,151.182, 127.334
8,6,105.972, 82.9855
8,7,46.6752, 40.2627
8,8,26.8456, 20.4064
8,9,0.0118, 0.0078
9,0,146.413, 196.475
9,1,155.391, 205.008
9,2,158.084, 193.389
9,3,154.751, 172.74
9,4,133.467, 141.979
9,5,117.037, 107.604
9,6,78.8567, 65.2475
9,7,35.2143, 31.763
9,8,19.0985, 14.4528
9,9,0.0017, 0.0167
