i,j,x,y
0,0,288.485, 157.253
0,1,359.348, 195.309
0,2,405.633, 218.475
0,3,385.922, 213.816
0,4,333.501, 189.702
0,5,267.711, 156.488
0,6,187.483, 119.312
0,7,130.855, 83.8961
0,8,70.8402, 48.9416
0,9,28.9088, 22.804
1,0,364.921, 200.479
1,1,431.723, 237.805
1,2,461.39, 256.261
1,3,454.496, 257.428
1,4,399.461, 226.049
1,5,323.953, 188.869
1,6,232.608, 144.739
1,7,162.263, 104.987
1,8,86.5312, 60.14
1,9,32.0967, 25.3328
2,0,426.973, 234.356
2,1,474.932, 263.356
2,2,493.83, 277.605
2,3,484.465, 277.665
2,4,432.414, 252.836
2,5,373.291, 217.802
2,6,274.349, 170.564
2,7,187.881, 122.145
2,8,99.3446, 69.367
2,9,36.2904, 28.6915
3,0,450.937, 253.957
3,1,490.938, 278.372
3,2,501.178, 285.815
3,3,489.979, 283.509
3,4,434.279, 256.359
3,5,384.46, 233.971
3,6,293.102, 184.674
3,7,204.244, 132.364
3,8,109.336, 76.6888
3,9,42.8175, 33.9098
4,0,458.628, 272.362
4,1,492.387, 287.138
4,2,491.516, 289.082
4,3,478.773, 285.166
4,4,412.929, 254.729
4,5,356.445, 226.449
4,6,283.219, 185.977
4,7,201.624, 137.06
4,8,113.505, 84.4187
4,9,47.0826, 40.1343
5,0,429.708, 271.016
5,1,456.46, 287.835
5,2,448.727, 282.962
5,3,418.567, 274.471
5,4,349.067, 247.811
5,5,290.971, 215.882
5,6,233.015, 182.841
5,7,176.056, 146.68
5,8,110.76, 101.122
5,9,48.6525, 55.5908
6,0,359.695, 269.761
6,1,375.932, 278.34
6,2,363.029, 267.048
6,3,326.696, 251.419
6,4,265.694, 221.933
6,5,223.495, 197.833
6,6,182.85, 173.214
6,7,143.767, 145.394
6,8,97.1289, 107.092
6,9,49.5467, 64.0737
7,0,285.216, 253.343
7,1,292.711, 263.367
7,2,278.685, 247.361
7,3,245.666, 229.372
7,4,197.762, 200.667
7,5,168.632, 181.826
7,6,142.113, 164.95
7,7,115.108, 144.449
7,8,82.4654, 107.283
7,9,48.6049, 69.008
8,0,213.396, 232.502
8,1,219.641, 245.237
8,2,212.3, 231.407
8,3,195.358, 217.909
8,4,166.63, 197.294
8,5,146.555, 178.984
8,6,121.439, 167.846
8,7,96.7093, 147.358
8,8,73.0666, 105.678
8,9,43.6949, 67.6473
9,0,148.6, 200.474
9,1,159.351, 213.776
9,2,162.274, 204.794
9,3,153.895, 191.221
9,4,135.224, 176.603
9,5,123.022, 162.566
9,6,103.48, 148.365
9,7,77.7907, 121.956
9,8,58.4476, 89.7787
9,9,33.19, 57.2262
