i,j,x,y
0,0,0.0009, 0.0034
0,1,0.0184, 0.0139
0,2,0.0111, 0.0068
0,3,0.0197, 0.0009
0,4,0.0083, 0.0183
0,5,0.0097, 0.0013
0,6,0.0066, 0.016
0,7,0.0027, 0.0081
0,8,0.0142, 0.0179
0,9,0.011, 0.0002
1,0,5.97705, 5.17482
1,1,7.27315, 6.27891
1,2,7.81867, 6.76429
1,3,7.27353, 6.28899
1,4,5.96899, 5.16522
1,5,4.49466, 3.89305
1,6,0.0132, 0.0195
1,7,0.0006, 0.0021
1,8,0.0041, 0.018
1,9,0.003, 0.0101
2,0,74.6064, 50.3175
2,1,80.8166, 54.633
2,2,78.364, 53.0537
2,3,67.8495, 45.8646
2,4,45.3515, 30.769
2,5,21.562, 14.2893
2,6,0.0198, 0.0131
2,7,0.0022, 0.0147
2,8,0.0103, 0.0146
2,9,0.0058, 0.0183
3,0,146.737, 99.5137
3,1,157.305, 106.632
3,2,150.782, 102.168
3,3,128.289, 86.6697
3,4,79.9822, 53.8862
3,5,40.2704, 26.3099
3,6,0.0112, 0.0102
3,7,0.001, 0.0178
3,8,0.0022, 0.0076
3,9,0.0187, 0.0121
4,0,214.066, 151.595
4,1,227.425, 159.872
4,2,214.263, 150.206
4,3,176.556, 123.924
4,4,101.404, 72.7213
4,5,49.1533, 31.8663
4,6,0.0106, 0.0023
4,7,0.0085, 0.0149
4,8,0.0056, 0.0062
4,9,0.0034, 0.0047
5,0,268.858, 197.513
5,1,287.618, 208.517
5,2,270.499, 191.341
5,3,207.999, 151.791
5,4,114.539, 87.2609
5,5,53.9839, 34.7639
5,6,0.0104, 0.0161
5,7,0.0194, 0.0012
5,8,0.0123, 0.0172
5,9,0.0024, 0.0009
6,0,274.627, 212.8
6,1,274.556, 211.243
6,2,264.021, 196.387
6,3,206.959, 156.683
6,4,111.633, 88.442
6,5,52.4908, 33.649
6,6,0.0053, 0.0103
6,7,0.0026, 0.0153
6,8,0.0116, 0.0165
6,9,0.0077, 0.0182
7,0,250.116, 209.331
7,1,235.384, 205.411
7,2,218.189, 180.645
7,3,180.494, 146.307
7,4,95.3076, 80.7122
7,5,45.349, 29.0078
7,6,0.0163, 0.011
7,7,0.0082, 0.0161
7,8,0.0089, 0.0079
7,9,0.0191, 0.0131
8,0,202.744, 185.796
8,1,189.967, 185.409
8,2,173.455, 158.355
8,3,144.756, 126.498
8,4,70.9769, 65.6708
8,5,32.6168, 20.1868
8,6,0.0072, 0.0154
8,7,0.0191, 0.0133
8,8,0.003, 0.0134
8,9,0.0118, 0.0078
9,0,114.475, 123.309
9,1,108.621, 122.831
9,2,94.6376, 105.611
9,3,76.7821, 82.5223
9,4,26.4807, 36.3957
9,5,13.0965, 8.4806
9,6,0.0021, 0.0174
9,7,0.0084, 0.0171
9,8,0, 0.0156
9,9,0.0017, 0.0167
