i,j,x,y
0,0,196.959, 103.06
0,1,215.301, 113.346
0,2,213.961, 114.001
0,3,193.668, 104.671
0,4,139.654, 77.6152
0,5,83.349, 46.5446
0,6,35.7116, 21.5526
0,7,0.0027, 0.0081
0,8,0.0142, 0.0179
0,9,0.011, 0.0002
1,0,298.118, 158.547
1,1,328.692, 175.198
1,2,326.738, 177.02
1,3,299.285, 165.599
1,4,225.039, 127.112
1,5,142.92, 82.9486
1,6,76.2804, 46.5533
1,7,22.9018, 13.8368
1,8,5.04159, 4.02326
1,9,0.003, 0.0101
2,0,394.069, 210.777
2,1,422.891, 226.2
2,2,416.724, 226.357
2,3,386.033, 217.531
2,4,299.606, 171.77
2,5,200.547, 117.732
2,6,112.66, 69.3996
2,7,36.9097, 23.5531
2,8,11.5307, 9.17498
2,9,0.0058, 0.0183
3,0,433.514, 241.452
3,1,458.845, 255.771
3,2,445.703, 248.46
3,3,412.53, 234.847
3,4,336.134, 195.573
3,5,243.873, 146.531
3,6,151.035, 95.3677
3,7,61.4527, 41.3303
3,8,25.0175, 19.1807
3,9,5.05574, 4.01754
4,0,451.619, 266.18
4,1,470.808, 270.073
4,2,445.539, 257.007
4,3,411.009, 240.129
4,4,356.006, 210.63
4,5,266.74, 164.967
4,6,174.429, 113.063
4,7,76.7684, 52.9552
4,8,34.7651, 26.75
4,9,6.68971, 5.32144
5,0,429.708, 271.016
5,1,448.664, 277.422
5,2,421.384, 259.299
5,3,388.26, 240.758
5,4,324.393, 206.518
5,5,254.279, 167.763
5,6,177.881, 121.781
5,7,86.8702, 61.4921
5,8,43.4748, 33.5478
5,9,8.14475, 6.47559
6,0,359.695, 269.761
6,1,366.98, 271.54
6,2,338.604, 248.483
6,3,312.668, 228.312
6,4,264.353, 194.115
6,5,217.157, 159.528
6,6,164.613, 121.621
6,7,91.2571, 69.0463
6,8,48.7254, 38.3549
6,9,8.75872, 6.9762
7,0,285.216, 253.343
7,1,285.854, 256.078
7,2,267.605, 234.444
7,3,250.693, 215.549
7,4,214.914, 180.267
7,5,184.067, 149.465
7,6,145.889, 114.027
7,7,84.9147, 66.3877
7,8,47.4379, 37.6187
7,9,8.16063, 6.48719
8,0,213.396, 232.502
8,1,209.913, 237.923
8,2,198.828, 219.175
8,3,193.469, 203.524
8,4,173.483, 169.635
8,5,153.594, 138.59
8,6,117.914, 100.537
8,7,61.9068, 53.5487
8,8,39.9975, 32.0568
8,9,6.69777, 5.32442
9,0,148.6, 200.474
9,1,158.028, 210.412
9,2,160.457, 198.861
9,3,158.053, 180.507
9,4,140.716, 152.858
9,5,127.971, 123.608
9,6,95.4208, 85.8577
9,7,49.8226, 44.7517
9,8,31.1328, 25.2867
9,9,5.03926, 4.022
