5919 3
-1.7932587 9.085999 1.0606384 
-2.0135193 8.971085 1.0127411 
-2.3199768 8.856155 1.0821838 
-2.6120758 8.762787 1.2497711 
-2.8251648 8.659836 1.3647003 
-2.8850098 8.640671 1.4006042 
-2.8802185 8.645462 1.470047 
-2.7700958 8.743622 1.4532776 
-2.6934814 8.793915 1.4652557 
-2.5665894 8.95192 1.4532776 
-2.5210876 9.074036 1.4844055 
-2.5163116 9.097977 1.5083466 
-2.4732056 9.160217 1.5442657 
-2.5713654 9.074036 1.553833 
-2.7653046 9.028534 1.6591797 
-2.817978 8.985443 1.5801697 
-2.858673 8.95192 1.5753784 
-3.0119019 8.837006 1.6136932 
-2.9736023 8.846573 1.446106 
-3.0047302 8.753204 1.3790588 
-3.059784 8.6311035 1.2378082 
-3.1004944 8.542511 1.1851349 
-3.1124573 8.379715 1.074997 
-3.1890717 8.257599 1.06781 
-3.3303375 8.188171 0.9002228 
-3.4811707 8.078033 0.885849 
-3.643982 7.991852 0.99838257 
-3.837906 7.886505 1.0223236 
-3.8714294 7.9248047 1.0151367 
-3.861847 7.989456 0.93852234 
-3.861847 8.018188 1.0773926 
-3.902542 8.250427 1.1276703 
-3.9863434 8.32225 1.2785034 
-4.074936 8.398865 1.3311768 
-4.1611176 8.343796 1.3000488 
-4.3981476 8.228882 1.529892 
-4.479553 8.046921 1.5346832 
-4.56575 7.929596 1.5993347 
-4.577713 7.850586 1.3503265 
-4.517853 7.776367 1.1755524 
-4.6423645 7.752426 1.1372528 
-4.7405243 7.721298 0.89782715 
-4.6830597 7.7668 0.802063 
-4.7261505 7.759613 0.60095215 
-4.826706 7.7811584 0.3902588 
-4.809952 7.8889008 0.2849121 
-4.752487 7.814682 0.05267334 
-4.620804 7.7979126 -0.20111084 
-4.3670197 7.632721 -0.32081604 
-4.158722 7.481888 -0.4405365 
-4.1132355 7.424423 -0.5243225 
-4.1204224 7.3526 -0.64164734 
-4.220978 7.2759857 -0.73501587 
-4.323929 7.2089386 -0.93852234 
-4.3813934 7.0628967 -1.1372375 
-4.577713 6.916855 -1.2114716 
-4.632782 6.854599 -1.4604645 
-4.771637 6.7420807 -1.5993195 
-4.9943085 6.8761444 -1.7980499 
-5.228943 6.751648 -1.9201508 
-5.5641174 6.677429 -1.9584503 
-5.88974 6.574478 -2.130844 
-6.2752075 6.4140778 -2.0973206 
-6.5242004 6.265625 -2.1045074 
-6.72052 6.1722565 -2.111679 
-6.8569946 6.217743 -2.3606873 
-7.084442 6.296753 -2.3606873 
-7.3358307 6.4691315 -2.4684143 
-7.618347 6.5673065 -2.6479797 
-7.637497 6.679825 -2.5905304 
-7.577652 6.6989746 -2.6240387 
-7.4100494 6.7061615 -2.6384125 
-7.297531 6.617584 -2.466034 
-7.2831573 6.5289917 -2.3606873 
-7.388504 6.5361786 -2.1882935 
-7.587219 6.471527 -1.9704285 
-7.807495 6.392517 -1.6160889 
-7.833832 6.279999 -1.3383636 
-7.8098907 6.2823944 -0.9864044 
-7.735672 6.1961975 -0.6105194 
-7.637497 6.1100006 -0.28012085 
-7.52977 6.200989 0.16281128 
-7.4699097 6.3182983 0.43574524 
-7.400482 6.277603 0.6967163 
-7.27359 6.1794434 0.9313507 
-7.2520447 6.1076202 1.0797882 
-7.242462 6.22493 1.2952576 
-7.3908997 6.1004333 1.5634155 
-7.2879486 5.913681 1.5873566 
-7.005432 5.537796 1.7884674 
-6.9862823 5.398926 1.9991608 
-7.0150146 5.240906 2.1212616 
-7.000641 5.123596 2.0781708 
-6.995865 5.075714 1.9895782 
-6.9384003 4.9990997 1.8962097 
-6.6750336 4.8650208 1.529892 
-6.6032104 4.469986 1.3527222 
-6.6391144 4.4651947 0.94810486 
-6.7660217 4.027054 0.90740967 
-6.974304 3.7900238 0.50756836 
-7.139511 3.782837 0.28730774 
-7.2759857 3.873825 -0.0095825195 
-7.340622 3.9145203 -0.24659729 
-7.3262634 3.9145203 -0.45010376 
-7.261612 4.1515503 -0.6296692 
-7.3358307 4.103668 -0.6799469 
-7.462723 4.0725403 -0.5386963 
-7.7667847 3.9432526 -0.23942566 
-7.994232 3.7804413 -0.2059021 
-8.149857 3.7205963 0.01675415 
-8.26239 3.660736 0.14364624 
-8.329422 3.5721588 0.41419983 
-8.51857 3.5362396 0.6943207 
-8.700531 3.394989 1.06781 
-8.767563 3.447647 1.1635895 
-8.956711 3.4668121 1.414978 
-9.10994 3.4332886 1.632843 
-9.291901 3.5458221 1.7956543 
-9.658203 3.4811707 2.1236572 
-9.856934 3.2896423 2.4732056 
-9.914383 3.2201996 2.6312256 
-10.017334 3.0693665 2.9496613 
-9.976639 2.8323517 2.9185333 
-10.031708 2.6144714 3.0142975 
-9.938339 2.343933 2.913742 
-9.753983 2.2481537 2.676712 
-9.557648 2.1452026 2.2888641 
-9.430756 1.9632568 1.9321289 
-9.275131 1.8722687 1.474823 
-9.234436 1.8004456 1.063034 
-9.23204 1.766922 0.81163025 
-9.325409 1.632843 0.45968628 
-9.385269 1.493988 0.12449646 
-9.406815 1.4891968 0.03112793 
-9.500198 1.2832947 -0.16281128 
-9.445129 1.0654297 -0.27053833 
-9.509766 1.039093 -0.2753296 
-9.521744 1.0103607 -0.06463623 
-9.701309 0.90740967 0.06225586 
-9.768341 0.89782715 -0.08857727 
-10.103531 0.9313507 -0.11013794 
-10.407593 0.97683716 -0.22026062 
-10.630249 0.9576874 -0.3615265 
-10.776306 1.0893707 -0.29927063 
-11.058823 1.3287811 -0.06942749 
-11.310211 1.3958282 0.08380127 
-11.520905 1.4389191 0.29927063 
-11.688492 1.470047 0.31604004 
-11.827362 1.4796143 0.4333496 
-11.9518585 1.4173737 0.55545044 
-12.064377 1.4676514 0.7110748 
-12.188889 1.3335724 0.5626373 
-12.143387 1.2354126 0.6751709 
-12.095505 1.1157074 0.79248047 
-12.136215 0.9528961 0.7254486 
-12.236771 1.0055695 0.6655884 
-12.330139 0.9935913 0.39505005 
-12.277466 1.0462646 0.22265625 
-12.279861 1.2785034 0.09815979 
-12.33493 1.3000488 -0.08140564 
-12.253525 1.1970978 -0.04788208 
-12.064377 1.0869751 0.0023956299 
-12.004532 0.9864197 -0.0047912598 
-11.980591 0.81881714 -0.15802002 
-11.889603 0.6607971 -0.19871521 
-11.690887 0.4812317 -0.38786316 
-11.446686 0.31604004 -0.3615265 
-11.348511 0.36392212 -0.03591919 
-11.214447 0.35673523 0.11013794 
-11.054031 0.26815796 0.20350647 
-10.903198 0.22505188 0.33758545 
-10.826584 0.13887024 0.45010376 
-10.79306 0.12210083 0.5482788 
-10.824188 0.06225586 0.63446045 
-10.843338 0.02633667 0.70150757 
-10.81221 0.014373779 0.72784424 
-10.797852 0.02394104 0.74220276 
-10.769119 0.019165039 0.8930359 
-10.649414 0.17956543 0.8714905 
-10.599136 0.32800293 0.8643036 
-10.534485 0.33039856 0.95529175 
-10.512939 0.3902588 0.9002228 
-10.409988 0.36392212 0.9744415 
-10.33577 0.29689026 0.9720459 
-10.204086 0.33998108 0.964859 
-10.101135 0.292099 0.83317566 
-10.096344 0.23703003 0.81881714 
-10.041275 0.10055542 0.6871338 
-10.055649 0.07421875 0.6320648 
-10.005371 -0.05984497 0.5698242 
-9.976639 -0.1771698 0.47406006 
-9.955093 -0.29447937 0.2561798 
-9.789886 -0.35194397 0.13407898 
-9.617508 -0.45968628 0.09336853 
-9.526535 -0.48362732 -0.06463623 
-9.433151 -0.4955902 -0.08857727 
-9.392456 -0.5243225 -0.20111084 
-9.42598 -0.52671814 -0.3423767 
-9.416397 -0.5410919 -0.57221985 
-9.378082 -0.5626373 -0.44532776 
-9.394852 -0.6224823 -0.4333496 
-9.478638 -0.6296692 -0.35194397 
-9.502594 -0.6296692 -0.3256073 
-9.509766 -0.50038147 -0.11730957 
-9.50737 -0.34954834 -0.11730957 
-9.466675 -0.2561798 -0.0909729 
-9.418793 -0.1771698 0.07661438 
-9.406815 -0.16040039 0.19871521 
-9.349365 -0.10055542 0.24421692 
-9.351746 -0.0909729 0.2561798 
-9.368515 -0.06463623 0.30166626 
-9.485825 -0.08618164 0.2561798 
-9.569626 -0.0287323 0.22744751 
-9.643845 -0.05744934 0.09336853 
-9.794678 -0.09815979 0.22026062 
-9.919174 -0.11251831 0.15083313 
-9.959885 -0.10295105 0.19154358 
-10.046066 -0.07661438 0.15562439 
-10.09874 -0.05506897 0.15322876 
-10.134659 -0.11251831 0.20829773 
-10.192123 -0.12928772 0.14126587 
-10.199295 -0.13645935 0.18914795 
-10.216064 -0.17477417 0.08859253 
-10.182541 -0.21307373 0.11730957 
-10.326187 -0.12689209 0.15802002 
-10.347733 -0.0622406 0.23703003 
-10.433929 -0.0622406 0.23223877 
-10.498581 -0.01914978 0.296875 
-10.565613 -0.05027771 0.25138855 
-10.65181 -0.11491394 0.30645752 
-10.673355 -0.16279602 0.37828064 
-10.702087 -0.10534668 0.3830719 
-10.826584 -0.1771698 0.39265442 
-10.953476 -0.26574707 0.39744568 
-10.960663 -0.31362915 0.42855835 
-10.898407 -0.32800293 0.46687317 
-10.857712 0.0047912598 0.45010376 
-10.8289795 0.33518982 0.4333496 
-10.884048 0.16760254 0.3902588 
-10.850525 -0.04788208 0.48602295 
-10.869675 -0.08618164 0.68473816 
-10.943893 -0.08618164 0.64404297 
-0.07421875 9.540894 0.96965027 
-0.11253357 9.555267 0.92655945 
-0.1149292 9.514557 1.0845795 
-0.10055542 9.48822 1.0343018 
-0.07901001 9.543289 1.1109161 
-0.03352356 9.543289 1.0151367 
0.07421875 9.540894 0.9217682 
0.17956543 9.543289 0.8523407 
0.23942566 9.557663 0.8236084 
0.32321167 9.533722 0.6943207 
0.37348938 9.531326 0.65122986 
0.39505005 9.550476 0.5602417 
0.45968628 9.674973 0.51475525 
0.4477234 9.689331 0.5027771 
0.41659546 9.701309 0.45729065 
0.37828064 9.727646 0.5027771 
0.32800293 9.8090515 0.55067444 
0.3136444 9.782715 0.61291504 
0.32321167 9.787506 0.64164734 
0.33998108 9.82341 0.60572815 
0.39982605 9.799469 0.6607971 
0.45489502 9.8090515 0.6775665 
0.38546753 9.751587 0.7398071 
0.34477234 9.775528 0.69911194 
0.36392212 9.7444 0.6799469 
0.3615265 9.775528 0.6775665 
0.37109375 9.737228 0.70150757 
0.32081604 9.746796 0.7852936 
0.32800293 9.7444 0.8643036 
0.292099 9.720459 0.9217682 
0.36392212 9.684555 1.0223236 
0.33998108 9.631882 1.0510559 
0.32800293 9.54808 1.0917511 
0.296875 9.591171 1.1611938 
0.23703003 9.607941 1.2378082 
0.20111084 9.686951 1.312027 
0.10295105 9.758774 1.2928772 
0.07421875 9.787506 1.4293365 
0.07421875 9.811447 1.4868011 
0.04788208 9.844955 1.4915924 
0.03591919 9.88327 1.4724426 
-0.07182312 9.935944 1.3934326 
-0.15083313 9.983826 1.3958282 
-0.20829773 9.995804 1.359909 
-0.28012085 9.919189 1.3048401 
-0.34477234 9.871292 1.1851349 
-0.36871338 9.765961 1.177948 
-0.44532776 9.749191 1.1994934 
-0.4812317 9.715668 1.233017 
-0.4189911 9.753983 1.3455353 
-0.38546753 9.718063 1.3096313 
-0.38786316 9.734833 1.3455353 
-0.35673523 9.7061 1.3694916 
-0.42616272 9.658218 1.371872 
-0.5051727 9.670181 1.4891968 
-0.38786316 9.555267 1.4772186 
-0.4046173 9.40683 1.5083466 
-0.55545044 9.332596 1.5825653 
-0.65122986 9.222473 1.5682068 
-0.6775665 9.119522 1.687912 
-0.5961609 8.8441925 1.8363495 
-0.8140259 9.016571 1.924942 
-0.8666992 9.1410675 1.8243866 
-0.89064026 9.234436 1.7836761 
-1.0558472 9.370911 1.6663666 
-1.2138672 9.416397 1.6472168 
-1.2617493 9.449921 1.5227203 
-1.2521667 9.457108 1.4724426 
-1.3814545 9.533722 1.4580688 
-1.3790588 9.442734 1.4389191 
-1.4891968 9.416397 1.3383636 
-1.4844055 9.325424 1.3096313 
-1.4460907 9.351761 1.1875305 
-1.498764 9.382874 1.1947021 
-1.5753784 9.560059 1.043869 
-1.7214355 9.672577 0.92655945 
-1.8531189 9.837784 0.71347046 
-1.9105682 9.742004 0.54348755 
-1.869873 9.595963 0.4980011 
-1.8866272 9.435547 0.4692688 
-1.8770599 9.203308 0.4980011 
-1.924942 8.966293 0.533905 
-1.901001 8.7651825 0.5746155 
-2.0302887 8.63829 0.5195465 
-2.1140747 8.492233 0.5817871 
-2.106903 8.458725 0.5626373 
-2.0494385 8.415619 0.59376526 
-1.960846 8.568848 0.5817871 
-2.3056183 8.6311035 0.66319275 
-2.4564514 8.796295 0.7398071 
-2.6024933 8.990234 0.69911194 
-2.4253235 9.100372 0.9744415 
-2.5474243 9.277542 0.8738861 
-2.9041595 9.313446 1.0797882 
-3.0502167 9.323029 1.1276703 
-2.9496613 9.306259 1.1372528 
-2.9664154 9.229645 1.1611938 
-2.7724915 9.157822 1.0821838 
-2.8395233 9.028534 1.0103607 
-2.920929 8.916016 0.9313507 
-3.0957031 8.762787 0.8307953 
-3.1555634 8.528152 0.78289795 
-3.138794 8.396469 0.6775665 
-2.5570068 8.018188 0.6871338 
-2.8371277 8.16423 0.5315094 
-3.0047302 8.068466 0.59376526 
-3.6631317 8.248032 0.35194397 
-4.0964813 8.281555 0.06225586 
-4.153946 8.276764 0.04309082 
-3.9480438 8.197754 0.04548645 
-3.746933 8.109161 -0.16041565 
-3.727768 8.113953 -0.27053833 
-3.447647 7.8769226 -0.12928772 
-3.526657 7.905655 -0.4620819 
-3.454834 7.618347 -0.14125061 
-2.6982727 7.3190765 0.16998291 
-4.158722 7.618347 -0.0287323 
-4.261673 7.3693542 0.3208313 
-4.4172974 7.4459686 0.14364624 
-4.383789 7.8529816 0.28730774 
-4.4364624 7.6710205 0.3136444 
-4.3981476 7.2879486 0.2849121 
-4.4101257 7.079666 0.38067627 
-4.4532166 6.861786 0.6033325 
-4.639969 6.8234863 0.296875 
-4.9799347 6.7301025 0.26576233 
-5.1930237 6.763626 0.04788208 
-5.221756 6.8498077 -0.11730957 
-5.178665 6.8450317 -0.17477417 
-5.2433014 6.866577 0.0 
-5.4539948 6.8761444 -0.1484375 
-5.6862335 6.8522034 -0.28730774 
-5.9974823 6.775589 -0.2681427 
-6.14592 6.5529327 -0.0143585205 
-6.3302765 6.4092865 0.0023956299 
-6.3398438 6.265625 0.13887024 
-6.1267548 6.1339417 0.29449463 
-6.447586 6.14592 0.3327942 
-6.600815 6.1004333 0.3327942 
-6.4332275 5.9879 0.4812317 
-6.30394 6.040573 0.39505005 
-6.4284363 5.975937 0.39265442 
-6.5481415 5.937622 0.0023956299 
-6.5553284 5.877762 -0.22505188 
-6.5313873 5.8681946 -0.3471527 
-6.5529327 5.8322754 -0.45489502 
-6.423645 5.8921356 -0.46687317 
-6.6510925 5.901718 -0.45729065 
-6.792343 5.8681946 -0.38786316 
-6.8450165 5.7460938 -0.14125061 
-6.79953 5.5904694 0.5674286 
-6.933609 5.3773804 0.7757263 
-7.2089386 4.9751587 0.5913696 
-7.52977 4.6303864 0.5195465 
-7.800308 4.4484253 0.5674286 
-7.8769226 4.3502655 0.6201019 
-7.879318 4.1180267 0.67037964 
-7.7883453 4.01268 0.8547363 
-7.8936768 3.8355103 0.40940857 
-7.7093353 3.699051 0.1484375 
-6.9384003 3.6415863 0.1197052 
-7.721298 3.8522797 -0.35673523 
-8.477875 3.8522797 -0.44293213 
-8.544907 3.6966553 -0.55784607 
-8.523361 3.7445374 -0.2346344 
-8.429977 3.8163605 -0.20111084 
-8.444351 3.9935303 -0.18675232 
-8.504211 4.1084595 -0.09576416 
-7.5130005 3.7301636 0.24659729 
-8.860947 3.9695892 -0.12449646 
-10.230423 3.8211517 -0.6607971 
-10.244797 3.5170898 -0.76374817 
-10.050858 3.2417603 -1.1755524 
-9.90242 3.071762 -1.5418701 
-9.701309 3.0693665 -1.6974945 
-9.579208 3.055008 -1.6591797 
-9.610321 3.0334625 -1.5203247 
-9.689331 2.932907 -1.4365234 
-9.84256 2.8203735 -1.3814545 
-10.132263 2.841919 -1.1564026 
-10.292679 2.7916412 -1.0319061 
-10.47702 2.6384125 -0.9026184 
-10.479416 2.3966064 -0.7254486 
-10.508148 2.2433777 -0.55784607 
-10.544067 2.0877533 -0.5482788 
-10.594345 1.8555145 -0.41659546 
-10.553635 1.7262268 -0.41419983 
-10.534485 1.7333984 -0.3902588 
-10.400406 1.8890228 -0.25138855 
-10.405197 2.1212616 -0.27293396 
-10.362106 2.1452026 0.01914978 
-10.49379 2.1092987 0.10295105 
-10.498581 1.948883 0.13647461 
-10.469849 1.9297333 0.25378418 
-10.412384 1.845932 0.45489502 
-10.450684 1.7190399 0.48362732 
-10.465057 1.6136932 0.5530548 
-10.460266 1.4485016 0.6799469 
-10.381256 1.2641449 0.57221985 
-10.340561 1.0821838 0.65122986 
-10.311829 0.82839966 0.4812317 
-10.247177 0.61531067 0.39744568 
-10.146622 0.47166443 0.26576233 
-10.151413 0.39265442 0.2633667 
-10.129868 0.3327942 0.22984314 
-10.096344 0.38546753 0.3327942 
-10.137054 0.40940857 0.35913086 
-10.122681 0.4189911 0.5123596 
-10.172958 0.4285736 0.40701294 
-10.144226 0.34716797 0.52433777 
-10.072403 0.32562256 0.48362732 
-10.002975 0.22267151 0.48362732 
-10.002975 0.13887024 0.52671814 
-9.938339 0.13887024 0.5171509 
-9.943115 -0.0023956299 0.52194214 
-9.928757 -0.03829956 0.41659546 
-9.907211 -0.03829956 0.44293213 
-9.876083 -0.05506897 0.25857544 
-9.880875 -0.0909729 0.31124878 
-9.775528 -0.16519165 0.31843567 
-9.792282 -0.24899292 0.39744568 
-9.92157 -0.37348938 0.36631775 
-10.046066 -0.43574524 0.33758545 
-10.084381 -0.6105194 0.37828064 
-10.199295 -0.70388794 0.32800293 
-10.374069 -0.67755127 0.43574524 
-10.455475 -0.6871338 0.60572815 
-10.563217 -0.70628357 0.509964 
-10.675751 -0.7398071 0.509964 
-10.924744 -0.37828064 0.45729065 
-10.915161 -0.6512146 0.53630066 
-10.941498 -0.86909485 0.64164734 
-11.1258545 -0.7661438 0.5626373 
-11.202469 -0.9145813 0.38786316 
-11.279083 -0.9505005 0.17237854 
-11.214447 -0.88345337 0.10534668 
-10.9127655 -0.9289398 0.08140564 
-10.797852 -0.93133545 0.05267334 
-10.702087 -1.0079498 0.09576416 
-10.647018 -1.1947021 0.03112793 
-10.687714 -1.3838501 -0.04788208 
-10.7332 -1.4580688 -0.07421875 
-10.848129 -1.3000488 -0.18914795 
-10.682922 -1.6065063 -0.2346344 
-10.718842 -1.6807251 -0.39265442 
-10.934326 -1.6735382 -0.5530548 
-11.037277 -1.7621307 -0.6105194 
-11.121063 -1.7645264 -0.75416565 
-11.106705 -1.6495972 -0.6392517 
-11.154587 -1.6352386 -0.5698242 
-11.183319 -1.5059509 -0.32321167 
-11.26712 -1.4939728 -0.06463623 
-11.3628845 -1.5658112 0.16998291 
-11.312607 -1.5921478 0.3423767 
-11.300629 -1.5586243 0.5458832 
-11.32457 -1.498764 0.60095215 
-11.2838745 -1.4341278 0.60572815 
-11.331757 -1.3862457 0.67277527 
-11.374847 -1.1492157 0.70150757 
-11.051636 -1.3287811 0.72065735 
-10.929535 -1.6256561 0.8523407 
-10.900803 -1.6136932 0.885849 
-10.903198 -1.7310028 0.7158661 
-10.807434 -1.7166443 0.723053 
-10.656586 -1.7501526 0.76374817 
-10.515335 -1.7070618 0.87628174 
-10.488998 -1.687912 0.85713196 
-10.455475 -1.6472015 0.85713196 
-10.505753 -1.6184692 0.87628174 
-10.486603 -1.6280518 0.79008484 
-10.472244 -1.6280518 0.73501587 
-10.534485 -1.6543884 0.5961609 
-10.654205 -1.4149628 0.39982605 
-10.577591 -1.5418549 0.26576233 
-10.718842 -1.663971 0.28251648 
-10.87207 -1.7310028 0.03352356 
-10.953476 -1.7070618 -0.1484375 
-10.936707 -1.6783295 -0.19871521 
-10.936707 -1.8243713 -0.07182312 
-10.817001 -1.8650818 0.1149292 
-10.905594 -1.7573395 0.17237854 
-10.9917755 -1.6663666 0.25138855 
-11.118668 -1.6711426 0.2753296 
-11.190506 -1.4436951 0.21308899 
-11.116272 -1.177948 0.15802002 
-11.216843 -0.9624634 0.13647461 
-11.2838745 -0.7565613 0.09576416 
-11.315002 -0.79008484 0.02633667 
-0.35673523 9.586395 1.3383636 
-0.3615265 9.737228 1.5514374 
-0.37109375 9.742004 1.6448212 
-0.2849121 9.770737 1.6831207 
-0.16281128 9.837784 1.5155334 
-0.0909729 9.861725 1.3431549 
-0.05506897 9.909607 1.2186432 
-0.1149292 9.9431305 0.9528961 
-0.17956543 9.907211 0.8236084 
-0.28251648 9.940735 0.79248047 
-0.34954834 9.821014 0.79966736 
-0.36871338 9.813843 0.74220276 
-0.33518982 9.715668 0.83317566 
-0.3256073 9.694122 0.87867737 
-0.292099 9.696518 0.9145813 
-0.18435669 9.684555 0.9289551 
-0.18675232 9.679764 0.9816284 
-0.16998291 9.720459 1.0103607 
-0.14364624 9.684555 1.0079651 
-0.12928772 9.794678 1.043869 
-0.16041565 9.768341 1.0414734 
-0.18435669 9.780319 1.1085205 
-0.2059021 9.737228 1.1396484 
-0.19154358 9.792282 1.3479309 
-0.16281128 9.789902 1.2258301 
-0.10295105 9.8641205 1.3168182 
-0.0574646 9.892853 1.2665405 
-0.07661438 9.952698 1.2425842 
-0.07182312 9.995804 1.2425842 
-0.07182312 10.074799 1.201889 
-0.06225586 10.132263 1.1611938 
-0.0287323 10.211273 1.0127411 
-0.0071868896 10.168182 0.89782715 
0.01675415 10.113113 0.93852234 
0.05506897 10.058044 0.8930359 
0.05986023 10.036499 0.89782715 
0.07661438 9.969467 0.9098053 
0.03831482 9.928757 0.881073 
0.14125061 9.888062 0.79008484 
0.17477417 9.825806 0.76135254 
0.15083313 9.82341 0.7398071 
0.09336853 9.789902 0.7805176 
0.0909729 9.732437 0.8379669 
0.2059021 9.660614 0.7757263 
0.0909729 9.78511 0.74938965 
-0.05027771 9.806656 0.826004 
-0.14364624 9.794678 0.86190796 
-0.15802002 9.7061 0.92655945 
-0.16041565 9.710892 0.9792328 
-0.2059021 9.619904 0.9361267 
-0.26097107 9.6510315 1.0941467 
-0.06225586 9.378098 1.1587982 
0.53630066 8.475479 1.2641449 
0.34954834 8.640671 1.3766632 
0.01914978 8.9830475 1.5083466 
-0.23223877 9.313446 1.5706024 
-0.3136444 9.615112 1.5634155 
-0.3471527 9.756378 1.6208801 
-0.292099 9.844955 1.6112976 
-0.3327942 9.938339 1.6065063 
-0.39743042 9.950302 1.577774 
-0.4333496 9.895233 1.5466614 
-0.47883606 9.773132 1.4796143 
-0.58418274 9.751587 1.2378082 
-0.7398071 9.698914 1.1994934 
-0.826004 9.610336 1.1037292 
-0.87628174 9.643845 0.98402405 
-1.06781 9.722855 0.9169769 
-1.1180878 9.732437 0.8643036 
-0.99598694 9.715668 0.9792328 
-1.1204834 9.7444 0.7374115 
-1.2042847 9.658218 0.885849 
-1.1875305 9.62709 0.9911957 
-1.1204834 9.564835 0.9528961 
-1.2689209 9.56723 0.85713196 
-1.3191986 9.464279 0.92655945 
-1.2138672 9.344574 0.8164215 
-1.1061249 9.174591 0.6105194 
-1.3383636 9.026138 0.32321167 
-1.4221497 8.966293 0.20350647 
-1.5083466 8.851364 -0.011962891 
-1.572998 8.801086 -0.25857544 
-1.7621307 8.748413 -0.3830719 
-1.8602905 8.748413 -0.49320984 
-1.984787 8.750809 -0.5315094 
-2.0446472 8.762787 -0.5530548 
-2.039856 8.805878 -0.43574524 
-2.0757751 8.700531 -0.4908142 
-2.2098541 8.7556 -0.4405365 
-2.3367462 8.786728 -0.3327942 
-2.3199768 8.753204 -0.24180603 
-2.4157562 8.7651825 -0.1197052 
-2.4181366 8.698135 -0.16998291 
-2.5115204 8.664627 0.0071868896 
-2.5043335 8.61673 0.16760254 
-2.6479797 8.609558 0.22744751 
-2.8203735 8.583221 0.3902588 
-2.8299408 8.588013 0.78289795 
-2.9496613 8.7556 0.65600586 
-3.1363983 8.841797 0.8236084 
-3.186676 8.839401 0.92655945 
-3.3303375 8.896851 1.019928 
-3.5218658 8.870529 0.9911957 
-3.672699 8.726868 1.043869 
-3.7349548 8.549698 1.335968 
-3.9073334 8.544907 0.9433136 
-3.9528198 8.413223 0.8379669 
-3.9073334 8.188171 0.7805176 
-3.8929749 7.965515 0.9289551 
-3.9217072 7.934387 0.55067444 
-3.8809967 7.8122864 0.5530548 
-3.916916 7.6470795 0.44532776 
-4.036621 7.615967 0.35673523 
-4.03183 7.584839 0.33518982 
-4.1611176 7.594406 0.21069336 
-4.0940857 7.6829987 -0.04309082 
-4.2904053 7.680603 -0.09336853 
-4.4220886 7.771576 -0.18196106 
-4.4532166 7.881714 -0.09815979 
-4.537018 7.9080505 -0.13168335 
-4.651932 7.831436 -0.11013794 
-4.7979736 7.7691956 -0.14604187 
-4.9272614 7.632721 -0.09336853 
-4.967972 7.5920105 -0.16519165 
-4.9943085 7.534561 -0.12689209 
-5.1331635 7.481888 0.11253357 
-4.953598 7.582443 -0.12928772 
-5.0350037 7.474701 -0.02394104 
-5.166687 7.4699097 -0.0071868896 
-5.221756 7.376541 0.16998291 
-5.2265472 7.079666 0.79966736 
-5.3271027 7.108383 0.62249756 
-5.3630066 6.995865 0.881073 
-5.4922943 6.933609 0.79966736 
-5.4420166 6.8282623 0.9002228 
-5.427658 6.727707 0.9864197 
-5.6742554 6.5122375 1.2306213 
-6.351822 6.416458 1.1348572 
-6.380554 6.538574 0.9289551 
-6.5409546 6.6319427 0.87867737 
-6.5720825 6.6415253 0.8164215 
-6.768402 6.691803 0.63446045 
-6.9048767 6.739685 0.18435669 
-7.0461426 6.789963 -0.15562439 
-7.170639 6.818695 -0.22744751 
-6.95755 6.6941986 -0.3950348 
-6.490677 6.6271515 -0.52194214 
-5.9783173 6.4763184 -0.5674286 
-5.5928497 6.325485 -0.81881714 
-5.2552795 6.143524 -1.2258301 
-4.9272614 5.999878 -1.6711578 
-5.0373993 5.6814423 -1.8267822 
-5.755661 5.240906 -1.4628601 
-6.0573273 4.869812 -1.1516113 
-6.497864 4.7572784 -0.84036255 
-6.9599457 4.608841 -0.43574524 
-7.2209167 4.4651947 -0.07661438 
-7.2400665 4.3502655 0.18435669 
-7.244858 4.244919 0.40701294 
-7.2209167 4.2305603 0.47644043 
-7.290344 4.256897 0.53630066 
-7.316681 4.390976 0.35194397 
-7.37175 4.5466003 0.23223877 
-7.3908997 4.4532166 -0.09576416 
-7.4411774 4.299988 -0.34954834 
-7.5968018 4.1563416 -0.58418274 
-7.7428436 4.0390167 -0.6655884 
-7.833832 4.0533905 -0.86190796 
-7.850586 3.9791718 -0.9073944 
-8.039734 3.9719849 -0.74938965 
-8.240845 3.8953705 -0.67037964 
-8.513779 3.8426971 -0.3902588 
-8.882492 3.6822815 -0.33998108 
-9.102753 3.6655273 -0.4524994 
-9.265564 3.6463776 -0.52194214 
-9.342178 3.7134094 -0.6512146 
-9.198517 3.7517242 -0.6751709 
-9.10994 3.7373505 -0.65600586 
-9.129089 3.7588959 -0.5626373 
-9.136276 3.6727142 -0.296875 
-9.1410675 3.6176453 0.0023956299 
-9.136276 3.533844 0.2059021 
-9.097961 3.3423157 0.5171509 
-9.040512 3.2345734 0.64404297 
-8.760391 3.3423157 0.78289795 
-8.686157 3.1962585 0.79008484 
-8.705322 2.5594025 0.95529175 
-8.839386 1.9512787 0.746994 
-8.829819 1.6232758 0.4405365 
-9.03093 1.3934326 -0.04309082 
-9.248795 1.1851349 -0.28012085 
-9.244019 0.9888153 -0.56503296 
-8.947128 0.73023987 -0.73501587 
-9.038116 0.94091797 -0.5195465 
-9.1698 1.015152 -0.34954834 
