x,y,r,g,b
0,0,0.0914085, 0.0896473, 0.0970184
0,1,0.166617, 0.192936, 0.199534
0,2,0.325129, 0.395801, 0.398156
0,3,0.457467, 0.574779, 0.577574
0,4,0.579752, 0.729413, 0.727912
0,5,0.652854, 0.824925, 0.829514
0,6,0.689369, 0.86556, 0.873301
0,7,0.694365, 0.856904, 0.872466
0,8,0.675689, 0.803865, 0.829604
0,9,0.598061, 0.679935, 0.71454
1,0,0.20093, 0.196327, 0.258794
1,1,0.334445, 0.367254, 0.427246
1,2,0.499397, 0.564602, 0.619202
1,3,0.609426, 0.728616, 0.769441
1,4,0.695994, 0.847742, 0.875117
1,5,0.741045, 0.923067, 0.937979
1,6,0.766844, 0.960985, 0.964697
1,7,0.776935, 0.955362, 0.96478
1,8,0.775879, 0.922869, 0.944481
1,9,0.746177, 0.831001, 0.86404
2,0,0.339793, 0.317903, 0.417107
2,1,0.507308, 0.514069, 0.61921
2,2,0.648903, 0.681335, 0.780312
2,3,0.721113, 0.799022, 0.876816
2,4,0.76692, 0.887279, 0.940052
2,5,0.796411, 0.938609, 0.966322
2,6,0.825061, 0.984317, 0.985889
2,7,0.838542, 0.981414, 0.986261
2,8,0.84943, 0.966203, 0.977644
2,9,0.841631, 0.910279, 0.939639
3,0,0.468697, 0.425033, 0.549213
3,1,0.635556, 0.612773, 0.758335
3,2,0.740682, 0.732339, 0.884974
3,3,0.795014, 0.816417, 0.931466
3,4,0.829839, 0.881434, 0.960872
3,5,0.850715, 0.930242, 0.976552
3,6,0.880594, 0.984925, 0.99108
3,7,0.889614, 0.989876, 0.990885
3,8,0.901329, 0.980843, 0.985609
3,9,0.901681, 0.953799, 0.964764
4,0,0.56641, 0.504319, 0.646081
4,1,0.724285, 0.670281, 0.851881
4,2,0.811856, 0.758816, 0.93783
4,3,0.856683, 0.824889, 0.962351
4,4,0.884458, 0.882057, 0.972133
4,5,0.900337, 0.925627, 0.975593
4,6,0.925215, 0.984844, 0.980275
4,7,0.926702, 0.992464, 0.976502
4,8,0.934044, 0.988077, 0.970418
4,9,0.932639, 0.969948, 0.954978
5,0,0.641061, 0.550449, 0.695954
5,1,0.801133, 0.698237, 0.878409
5,2,0.881342, 0.769614, 0.955227
5,3,0.912128, 0.833511, 0.969421
5,4,0.932422, 0.877592, 0.96763
5,5,0.956456, 0.918976, 0.961121
5,6,0.978233, 0.979166, 0.952954
5,7,0.976539, 0.992336, 0.941398
5,8,0.977181, 0.990251, 0.931894
5,9,0.965865, 0.974727, 0.919267
6,0,0.681339, 0.562096, 0.697738
6,1,0.851441, 0.70199, 0.879731
6,2,0.92413, 0.776394, 0.955084
6,3,0.948142, 0.831009, 0.963661
6,4,0.962116, 0.884964, 0.956887
6,5,0.978935, 0.923709, 0.939987
6,6,0.983728, 0.97423, 0.912783
6,7,0.976305, 0.988199, 0.890352
6,8,0.965466, 0.991112, 0.8754
6,9,0.94805, 0.97575, 0.865053
7,0,0.675102, 0.543472, 0.661088
7,1,0.86628, 0.690293, 0.851929
7,2,0.946419, 0.773264, 0.939136
7,3,0.969193, 0.832509, 0.944845
7,4,0.979113, 0.884298, 0.935241
7,5,0.990091, 0.931839, 0.919737
7,6,0.983909, 0.971912, 0.888003
7,7,0.972521, 0.984042, 0.849092
7,8,0.950726, 0.98798, 0.827407
7,9,0.917085, 0.968021, 0.796474
8,0,0.622664, 0.48725, 0.564861
8,1,0.842259, 0.649455, 0.776203
8,2,0.950259, 0.74876, 0.886058
8,3,0.980316, 0.816288, 0.909098
8,4,0.989152, 0.872469, 0.901428
8,5,0.989211, 0.921999, 0.889154
8,6,0.977558, 0.962583, 0.842593
8,7,0.959202, 0.974638, 0.810531
8,8,0.924872, 0.978414, 0.782821
8,9,0.86371, 0.946622, 0.74276
9,0,0.502532, 0.396929, 0.449531
9,1,0.739652, 0.554444, 0.658388
9,2,0.879197, 0.686233, 0.795037
9,3,0.949006, 0.777371, 0.841193
9,4,0.970259, 0.83751, 0.844812
9,5,0.972042, 0.892375, 0.834982
9,6,0.958892, 0.938596, 0.80241
9,7,0.9329, 0.95121, 0.772745
9,8,0.874816, 0.948651, 0.737115
9,9,0.795085, 0.891734, 0.67861
