x,y,r,g,b
0,0,0.0914085, 0.0896473, 0.0970184
0,1,0.166617, 0.192936, 0.199534
0,2,0.340754, 0.423451, 0.425698
0,3,0.481027, 0.622707, 0.625186
0,4,0.594072, 0.774176, 0.772924
0,5,0.655677, 0.862308, 0.865911
0,6,0.693783, 0.898281, 0.904124
0,7,0.703676, 0.887037, 0.899299
0,8,0.695298, 0.838407, 0.85959
0,9,0.631914, 0.719022, 0.749388
1,0,0.20093, 0.196327, 0.258794
1,1,0.334445, 0.367254, 0.427246
1,2,0.507629, 0.586067, 0.637969
1,3,0.616442, 0.762149, 0.797911
1,4,0.690194, 0.87699, 0.899071
1,5,0.718683, 0.945693, 0.956162
1,6,0.744525, 0.973578, 0.976061
1,7,0.768416, 0.966341, 0.97339
1,8,0.782734, 0.9393, 0.956247
1,9,0.772605, 0.859496, 0.886931
2,0,0.339793, 0.317903, 0.417107
2,1,0.507308, 0.514069, 0.61921
2,2,0.649687, 0.695897, 0.790337
2,3,0.721741, 0.826548, 0.893634
2,4,0.764109, 0.911802, 0.952991
2,5,0.784036, 0.955441, 0.97543
2,6,0.813207, 0.989077, 0.990139
2,7,0.834821, 0.986767, 0.990138
2,8,0.856649, 0.975657, 0.983801
2,9,0.871742, 0.935539, 0.95654
3,0,0.512713, 0.445034, 0.586546
3,1,0.669922, 0.617806, 0.781091
3,2,0.762008, 0.735647, 0.899605
3,3,0.806674, 0.826042, 0.944672
3,4,0.835175, 0.891461, 0.970428
3,5,0.846414, 0.939848, 0.98255
3,6,0.871855, 0.989161, 0.993463
3,7,0.885645, 0.992619, 0.993325
3,8,0.901398, 0.985968, 0.989389
3,9,0.912663, 0.964366, 0.972767
4,0,0.633296, 0.529318, 0.700649
4,1,0.774901, 0.669492, 0.878988
4,2,0.842597, 0.747871, 0.950667
4,3,0.872646, 0.817429, 0.971573
4,4,0.892765, 0.87865, 0.979829
4,5,0.901443, 0.927983, 0.98243
4,6,0.920708, 0.989309, 0.986181
4,7,0.925984, 0.994546, 0.983668
4,8,0.932811, 0.99109, 0.978302
4,9,0.937763, 0.975959, 0.964087
5,0,0.717054, 0.574981, 0.760293
5,1,0.854853, 0.689485, 0.911149
5,2,0.914038, 0.740821, 0.967391
5,3,0.935104, 0.80293, 0.977244
5,4,0.950117, 0.85967, 0.975967
5,5,0.968355, 0.916662, 0.963573
5,6,0.985373, 0.985986, 0.957902
5,7,0.984538, 0.994709, 0.94967
5,8,0.983063, 0.99261, 0.935582
5,9,0.972719, 0.979748, 0.921693
6,0,0.761279, 0.588244, 0.773551
6,1,0.906188, 0.688637, 0.923981
6,2,0.953086, 0.7337, 0.972069
6,3,0.963956, 0.791686, 0.974649
6,4,0.973143, 0.861529, 0.961335
6,5,0.984935, 0.918425, 0.936067
6,6,0.98817, 0.981434, 0.908915
6,7,0.983251, 0.991505, 0.889706
6,8,0.97441, 0.993216, 0.872303
6,9,0.958555, 0.980544, 0.860142
7,0,0.750604, 0.572034, 0.739857
7,1,0.90796, 0.682664, 0.898116
7,2,0.965955, 0.73341, 0.961378
7,3,0.978095, 0.792546, 0.961018
7,4,0.984765, 0.859957, 0.942235
7,5,0.992578, 0.922724, 0.912734
7,6,0.987828, 0.978945, 0.87479
7,7,0.980248, 0.988407, 0.839649
7,8,0.964435, 0.99111, 0.818478
7,9,0.935626, 0.975033, 0.794749
8,0,0.691766, 0.520072, 0.644577
8,1,0.878787, 0.653311, 0.828126
8,2,0.962522, 0.727938, 0.914474
8,3,0.984688, 0.788847, 0.930133
8,4,0.991562, 0.855393, 0.911261
8,5,0.991701, 0.917119, 0.881211
8,6,0.982923, 0.971695, 0.826653
8,7,0.971342, 0.982069, 0.794018
8,8,0.950013, 0.985396, 0.767001
8,9,0.895966, 0.95911, 0.744147
9,0,0.568094, 0.432462, 0.522093
9,1,0.780698, 0.572099, 0.712295
9,2,0.899033, 0.682883, 0.828807
9,3,0.956375, 0.760955, 0.864452
9,4,0.97483, 0.826075, 0.853493
9,5,0.976816, 0.891369, 0.824944
9,6,0.966363, 0.949846, 0.777003
9,7,0.951444, 0.964617, 0.742798
9,8,0.903848, 0.960422, 0.72049
9,9,0.830429, 0.910326, 0.676424
