x,y,r,g,b
0,0,0.0914085, 0.0896473, 0.0970184
0,1,0.166617, 0.192936, 0.199534
0,2,0.325129, 0.395801, 0.398156
0,3,0.457467, 0.574779, 0.577574
0,4,0.575457, 0.715989, 0.714413
0,5,0.651126, 0.802038, 0.80723
0,6,0.694135, 0.838341, 0.847661
0,7,0.702273, 0.817293, 0.837193
0,8,0.67839, 0.74947, 0.782384
0,9,0.584203, 0.614852, 0.656516
1,0,0.177772, 0.172939, 0.221936
1,1,0.316607, 0.351181, 0.396485
1,2,0.491101, 0.559553, 0.60029
1,3,0.607142, 0.731143, 0.760176
1,4,0.698554, 0.845337, 0.864545
1,5,0.751992, 0.91199, 0.929078
1,6,0.791527, 0.95168, 0.956301
1,7,0.824543, 0.936635, 0.950095
1,8,0.823034, 0.890197, 0.921084
1,9,0.765802, 0.78988, 0.831007
2,0,0.286781, 0.275675, 0.346518
2,1,0.468269, 0.492569, 0.565465
2,2,0.628665, 0.683418, 0.750615
2,3,0.710656, 0.813802, 0.86324
2,4,0.766561, 0.900845, 0.93202
2,5,0.806696, 0.939901, 0.960918
2,6,0.857506, 0.981322, 0.983215
2,7,0.88664, 0.976512, 0.98271
2,8,0.900563, 0.95706, 0.971691
2,9,0.877456, 0.892181, 0.927531
3,0,0.413277, 0.381103, 0.467213
3,1,0.602528, 0.600327, 0.702062
3,2,0.727619, 0.74658, 0.860498
3,3,0.789961, 0.840735, 0.920548
3,4,0.835156, 0.901592, 0.954925
3,5,0.862804, 0.935032, 0.973285
3,6,0.906758, 0.982464, 0.989695
3,7,0.922896, 0.987876, 0.989106
3,8,0.9361, 0.97666, 0.982525
3,9,0.928883, 0.944663, 0.957843
4,0,0.517213, 0.466515, 0.563561
4,1,0.708301, 0.671971, 0.793831
4,2,0.808936, 0.787631, 0.91884
4,3,0.858633, 0.858996, 0.954484
4,4,0.894864, 0.908775, 0.967572
4,5,0.911828, 0.934234, 0.97267
4,6,0.945853, 0.982915, 0.977724
4,7,0.949737, 0.991347, 0.972657
4,8,0.956939, 0.985976, 0.96492
4,9,0.950881, 0.964498, 0.94672
5,0,0.606614, 0.525645, 0.630903
5,1,0.794883, 0.708246, 0.84097
5,2,0.880127, 0.804857, 0.936127
5,3,0.918347, 0.867581, 0.961032
5,4,0.938144, 0.902981, 0.961407
5,5,0.951755, 0.929014, 0.956936
5,6,0.976113, 0.977142, 0.948254
5,7,0.973814, 0.991527, 0.93441
5,8,0.973897, 0.988935, 0.921795
5,9,0.961068, 0.971213, 0.907726
6,0,0.657909, 0.545298, 0.649033
6,1,0.852266, 0.709716, 0.854129
6,2,0.933753, 0.794264, 0.942629
6,3,0.958354, 0.853036, 0.954778
6,4,0.970037, 0.90472, 0.948104
6,5,0.976095, 0.931085, 0.931636
6,6,0.981654, 0.970867, 0.901075
6,7,0.972881, 0.98657, 0.873959
6,8,0.959063, 0.989606, 0.851798
6,9,0.935392, 0.969974, 0.831775
7,0,0.656664, 0.529858, 0.623542
7,1,0.867568, 0.693592, 0.831957
7,2,0.954918, 0.777958, 0.927262
7,3,0.97859, 0.841325, 0.933551
7,4,0.986568, 0.892839, 0.92136
7,5,0.988389, 0.9344, 0.904602
7,6,0.981303, 0.967234, 0.868836
7,7,0.96824, 0.981624, 0.824856
7,8,0.94239, 0.986077, 0.797775
7,9,0.905228, 0.963537, 0.767157
8,0,0.607474, 0.480036, 0.547338
8,1,0.834454, 0.648631, 0.765109
8,2,0.944874, 0.739989, 0.873578
8,3,0.977672, 0.808462, 0.896376
8,4,0.987272, 0.863693, 0.882796
8,5,0.986413, 0.912435, 0.85776
8,6,0.973464, 0.955629, 0.812726
8,7,0.953197, 0.970962, 0.782094
8,8,0.914805, 0.975619, 0.753465
8,9,0.85189, 0.942046, 0.720373
9,0,0.502532, 0.396929, 0.449531
9,1,0.739652, 0.554444, 0.658388
9,2,0.873231, 0.670659, 0.784881
9,3,0.945116, 0.760126, 0.828914
9,4,0.966895, 0.818606, 0.826763
9,5,0.96814, 0.876941, 0.81124
9,6,0.952856, 0.929505, 0.772824
9,7,0.924882, 0.945412, 0.745298
9,8,0.862141, 0.943512, 0.710385
9,9,0.784114, 0.885963, 0.661372
