x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.10096, 0.130739, 0.120333
0,2,0.275406, 0.356387, 0.339604
0,3,0.418301, 0.541065, 0.525622
0,4,0.558543, 0.699417, 0.682215
0,5,0.648196, 0.789847, 0.784478
0,6,0.698208, 0.815085, 0.825754
0,7,0.706519, 0.796022, 0.818252
0,8,0.679355, 0.730054, 0.765529
0,9,0.58013, 0.595723, 0.639463
1,0,0.109048, 0.103535, 0.138465
1,1,0.22278, 0.265652, 0.29202
1,2,0.426064, 0.51471, 0.532815
1,3,0.571024, 0.717377, 0.724027
1,4,0.690637, 0.851848, 0.852935
1,5,0.762284, 0.921682, 0.927153
1,6,0.815598, 0.937539, 0.943542
1,7,0.842958, 0.92547, 0.94134
1,8,0.836754, 0.880692, 0.914276
1,9,0.771171, 0.778629, 0.821968
2,0,0.197425, 0.184019, 0.240513
2,1,0.36288, 0.396513, 0.449107
2,2,0.565354, 0.652298, 0.69214
2,3,0.684972, 0.824371, 0.846542
2,4,0.760776, 0.926229, 0.936518
2,5,0.817999, 0.960565, 0.967801
2,6,0.87345, 0.976941, 0.979302
2,7,0.908976, 0.972865, 0.980068
2,8,0.918814, 0.953797, 0.969566
2,9,0.887985, 0.886862, 0.923972
3,0,0.316913, 0.289541, 0.351391
3,1,0.497571, 0.510772, 0.585793
3,2,0.680413, 0.732839, 0.801654
3,3,0.765034, 0.856277, 0.906844
3,4,0.824803, 0.926553, 0.957707
3,5,0.867692, 0.957941, 0.980366
3,6,0.913349, 0.978024, 0.987197
3,7,0.937513, 0.986036, 0.98747
3,8,0.951876, 0.975355, 0.981563
3,9,0.939493, 0.94247, 0.956182
4,0,0.439385, 0.394574, 0.467661
4,1,0.636191, 0.606393, 0.713829
4,2,0.769264, 0.760177, 0.890768
4,3,0.833613, 0.847591, 0.944239
4,4,0.880049, 0.909962, 0.962819
4,5,0.913066, 0.945094, 0.971385
4,6,0.944672, 0.976345, 0.969033
4,7,0.95542, 0.98938, 0.965886
4,8,0.966095, 0.984482, 0.961009
4,9,0.958223, 0.962401, 0.943543
5,0,0.54573, 0.470375, 0.553123
5,1,0.745693, 0.653451, 0.779088
5,2,0.854825, 0.766428, 0.907897
5,3,0.896047, 0.821668, 0.951377
5,4,0.928923, 0.880535, 0.958166
5,5,0.948922, 0.9228, 0.957181
5,6,0.964398, 0.965953, 0.944909
5,7,0.96576, 0.989138, 0.933612
5,8,0.970243, 0.987469, 0.925356
5,9,0.958356, 0.969226, 0.911569
6,0,0.609267, 0.504625, 0.583384
6,1,0.813061, 0.658837, 0.793277
6,2,0.913337, 0.748394, 0.898909
6,3,0.947861, 0.779331, 0.940231
6,4,0.96251, 0.843059, 0.929182
6,5,0.971377, 0.895297, 0.918866
6,6,0.968292, 0.949194, 0.888841
6,7,0.959991, 0.980435, 0.865591
6,8,0.949242, 0.987296, 0.852983
6,9,0.92745, 0.96635, 0.835892
7,0,0.615135, 0.498856, 0.577996
7,1,0.830986, 0.647569, 0.785464
7,2,0.934731, 0.724939, 0.894411
7,3,0.962617, 0.756907, 0.922119
7,4,0.974261, 0.813657, 0.907296
7,5,0.975211, 0.870747, 0.886221
7,6,0.962274, 0.933077, 0.844591
7,7,0.949156, 0.970843, 0.801231
7,8,0.925001, 0.982108, 0.788539
7,9,0.891075, 0.958185, 0.764509
8,0,0.572202, 0.452733, 0.506649
8,1,0.807046, 0.616181, 0.72615
8,2,0.930349, 0.699578, 0.839921
8,3,0.966319, 0.732945, 0.883445
8,4,0.979006, 0.78778, 0.870413
8,5,0.974989, 0.847309, 0.846507
8,6,0.948128, 0.912598, 0.804193
8,7,0.925636, 0.954091, 0.759947
8,8,0.887353, 0.967995, 0.736811
8,9,0.828151, 0.932856, 0.712565
9,0,0.482493, 0.386069, 0.427354
9,1,0.718589, 0.53492, 0.630725
9,2,0.85555, 0.642416, 0.754779
9,3,0.926662, 0.694897, 0.810428
9,4,0.951942, 0.74803, 0.812018
9,5,0.948994, 0.811184, 0.802127
9,6,0.918593, 0.877903, 0.765366
9,7,0.887643, 0.918488, 0.720691
9,8,0.822385, 0.927393, 0.68836
9,9,0.751682, 0.868903, 0.647233
