x,y,r,g,b
0,0,0.0682173, 0.066385, 0.0606133
0,1,0.141751, 0.16938, 0.159725
0,2,0.306789, 0.381263, 0.365829
0,3,0.447083, 0.570237, 0.556589
0,4,0.571802, 0.718007, 0.702927
0,5,0.65068, 0.80611, 0.80149
0,6,0.694135, 0.838341, 0.847661
0,7,0.702273, 0.817293, 0.837193
0,8,0.67839, 0.74947, 0.782384
0,9,0.584203, 0.614852, 0.656516
1,0,0.149255, 0.14414, 0.176549
1,1,0.289421, 0.326685, 0.349604
1,2,0.47582, 0.550253, 0.565455
1,3,0.602563, 0.736212, 0.741593
1,4,0.700455, 0.855811, 0.856691
1,5,0.755462, 0.921919, 0.926256
1,6,0.791527, 0.95168, 0.956301
1,7,0.824543, 0.936635, 0.950095
1,8,0.823034, 0.890197, 0.921084
1,9,0.765802, 0.78988, 0.831007
2,0,0.235074, 0.222746, 0.2747
2,1,0.422767, 0.451007, 0.495168
2,2,0.604551, 0.67035, 0.700502
2,3,0.700651, 0.822071, 0.839188
2,4,0.763201, 0.915141, 0.923214
2,5,0.806223, 0.951705, 0.957409
2,6,0.853271, 0.980793, 0.982743
2,7,0.88664, 0.976512, 0.98271
2,8,0.900563, 0.95706, 0.971691
2,9,0.877456, 0.892181, 0.927531
3,0,0.366665, 0.330268, 0.397413
3,1,0.556795, 0.554049, 0.628457
3,2,0.711864, 0.738406, 0.805112
3,3,0.780862, 0.847211, 0.896483
3,4,0.829692, 0.911742, 0.944566
3,5,0.859436, 0.944007, 0.96889
3,6,0.899161, 0.981102, 0.988929
3,7,0.920618, 0.987543, 0.98881
3,8,0.9361, 0.97666, 0.982525
3,9,0.928883, 0.944663, 0.957843
4,0,0.481069, 0.423705, 0.50631
4,1,0.678589, 0.633082, 0.74201
4,2,0.798747, 0.769913, 0.890507
4,3,0.853634, 0.854134, 0.937646
4,4,0.894141, 0.912352, 0.957855
4,5,0.911954, 0.939279, 0.96689
4,6,0.939948, 0.981128, 0.97536
4,7,0.947748, 0.991038, 0.971594
4,8,0.956939, 0.985976, 0.96492
4,9,0.950881, 0.964498, 0.94672
5,0,0.581848, 0.491539, 0.588442
5,1,0.777445, 0.670852, 0.804571
5,2,0.875414, 0.77443, 0.914649
5,3,0.913904, 0.837599, 0.941931
5,4,0.940081, 0.89131, 0.946859
5,5,0.955623, 0.926885, 0.945844
5,6,0.973005, 0.974174, 0.941363
5,7,0.97256, 0.991155, 0.931194
5,8,0.973897, 0.988935, 0.921795
5,9,0.961068, 0.971213, 0.907726
6,0,0.640581, 0.517592, 0.616778
6,1,0.842874, 0.672905, 0.826262
6,2,0.937245, 0.758698, 0.926845
6,3,0.964813, 0.819925, 0.938163
6,4,0.975721, 0.880956, 0.925156
6,5,0.982191, 0.924994, 0.913397
6,6,0.9792, 0.966885, 0.887218
6,7,0.971475, 0.985901, 0.867232
6,8,0.959063, 0.989606, 0.851798
6,9,0.935392, 0.969974, 0.831775
7,0,0.642847, 0.510923, 0.608389
7,1,0.852964, 0.659657, 0.813397
7,2,0.947791, 0.742222, 0.915664
7,3,0.974209, 0.807479, 0.919502
7,4,0.983661, 0.868016, 0.903206
7,5,0.986455, 0.922623, 0.887392
7,6,0.979157, 0.96338, 0.853046
7,7,0.966708, 0.980758, 0.816184
7,8,0.94239, 0.986077, 0.797775
7,9,0.905228, 0.963537, 0.767157
8,0,0.595756, 0.464503, 0.53382
8,1,0.820903, 0.619778, 0.745848
8,2,0.938859, 0.71121, 0.859642
8,3,0.974776, 0.782588, 0.88244
8,4,0.985612, 0.844545, 0.866352
8,5,0.984886, 0.901934, 0.840626
8,6,0.971164, 0.951722, 0.795945
8,7,0.951349, 0.969831, 0.77334
8,8,0.914805, 0.975619, 0.753465
8,9,0.85189, 0.942046, 0.720373
9,0,0.502532, 0.396929, 0.449531
9,1,0.73189, 0.541138, 0.648193
9,2,0.868155, 0.657407, 0.776239
9,3,0.942433, 0.748231, 0.820444
9,4,0.965167, 0.8089, 0.817496
9,5,0.966603, 0.870863, 0.80189
9,6,0.950994, 0.9267, 0.763695
9,7,0.922663, 0.943808, 0.737704
9,8,0.862141, 0.943512, 0.710385
9,9,0.784114, 0.885963, 0.661372
