x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.10096, 0.130739, 0.120333
0,2,0.275406, 0.356387, 0.339604
0,3,0.418301, 0.541065, 0.525622
0,4,0.558543, 0.699417, 0.682215
0,5,0.648196, 0.789847, 0.784478
0,6,0.698208, 0.815085, 0.825754
0,7,0.706519, 0.796022, 0.818252
0,8,0.679355, 0.730054, 0.765529
0,9,0.58013, 0.595723, 0.639463
1,0,0.109048, 0.103535, 0.138465
1,1,0.245338, 0.286964, 0.312566
1,2,0.448291, 0.533498, 0.550901
1,3,0.591324, 0.730735, 0.737069
1,4,0.706381, 0.859361, 0.860392
1,5,0.773512, 0.925349, 0.930561
1,6,0.822713, 0.939924, 0.945693
1,7,0.847492, 0.927607, 0.943016
1,8,0.836754, 0.880692, 0.914276
1,9,0.771171, 0.778629, 0.821968
2,0,0.197425, 0.184019, 0.240513
2,1,0.387559, 0.419886, 0.47044
2,2,0.589285, 0.671431, 0.709074
2,3,0.707642, 0.836978, 0.857548
2,4,0.779917, 0.932076, 0.941538
2,5,0.831065, 0.963339, 0.970054
2,6,0.880379, 0.978158, 0.980389
2,7,0.912469, 0.973879, 0.980803
2,8,0.918814, 0.953797, 0.969566
2,9,0.887985, 0.886862, 0.923972
3,0,0.343375, 0.304146, 0.376515
3,1,0.544011, 0.540944, 0.624062
3,2,0.718503, 0.748887, 0.825249
3,3,0.799487, 0.863154, 0.920415
3,4,0.852734, 0.926883, 0.964328
3,5,0.884868, 0.954648, 0.982803
3,6,0.919532, 0.979538, 0.988049
3,7,0.94043, 0.986651, 0.988017
3,8,0.951876, 0.975355, 0.981563
3,9,0.939493, 0.94247, 0.956182
4,0,0.470268, 0.409553, 0.496983
4,1,0.679568, 0.630521, 0.747925
4,2,0.804699, 0.772407, 0.907462
4,3,0.868851, 0.859462, 0.955907
4,4,0.91247, 0.920082, 0.972681
4,5,0.930267, 0.945134, 0.976913
4,6,0.951588, 0.979229, 0.972848
4,7,0.959606, 0.990304, 0.969068
4,8,0.967372, 0.985045, 0.962483
4,9,0.959408, 0.963465, 0.945155
5,0,0.578452, 0.484498, 0.585312
5,1,0.782994, 0.671094, 0.811471
5,2,0.882147, 0.771435, 0.925162
5,3,0.919695, 0.832373, 0.962316
5,4,0.945338, 0.888443, 0.967731
5,5,0.959379, 0.925593, 0.965913
5,6,0.969475, 0.970802, 0.952846
5,7,0.969622, 0.990284, 0.94121
5,8,0.97183, 0.988106, 0.92942
5,9,0.959933, 0.970381, 0.914961
6,0,0.640581, 0.517592, 0.616778
6,1,0.842874, 0.672905, 0.826262
6,2,0.93417, 0.746733, 0.923252
6,3,0.959518, 0.792191, 0.953628
6,4,0.970367, 0.853803, 0.944214
6,5,0.977228, 0.903143, 0.93584
6,6,0.973655, 0.957893, 0.908081
6,7,0.965433, 0.983025, 0.884205
6,8,0.952834, 0.988141, 0.863524
6,9,0.930844, 0.967899, 0.843628
7,0,0.642847, 0.510923, 0.608389
7,1,0.852964, 0.659657, 0.813397
7,2,0.945036, 0.728407, 0.911181
7,3,0.969559, 0.771552, 0.936788
7,4,0.978969, 0.827949, 0.924747
7,5,0.980143, 0.884197, 0.909606
7,6,0.970724, 0.948244, 0.880117
7,7,0.956724, 0.975119, 0.831259
7,8,0.930947, 0.983465, 0.80545
7,9,0.896585, 0.960268, 0.776481
8,0,0.595756, 0.464503, 0.53382
8,1,0.820903, 0.619778, 0.745848
8,2,0.935865, 0.69688, 0.852703
8,3,0.970116, 0.740961, 0.896872
8,4,0.981473, 0.796793, 0.886279
8,5,0.978339, 0.856909, 0.867783
8,6,0.95456, 0.923523, 0.828826
8,7,0.933324, 0.958797, 0.784999
8,8,0.895413, 0.970234, 0.755739
8,9,0.836255, 0.935993, 0.726151
9,0,0.502532, 0.396929, 0.449531
9,1,0.73189, 0.541138, 0.648193
9,2,0.862874, 0.64362, 0.767248
9,3,0.932766, 0.705377, 0.826341
9,4,0.956264, 0.758873, 0.82919
9,5,0.953953, 0.820828, 0.821648
9,6,0.925054, 0.887633, 0.784138
9,7,0.895682, 0.924301, 0.740782
9,8,0.832131, 0.931345, 0.705502
9,9,0.761277, 0.87395, 0.66088
