x,y,r,g,b
0,0,0.0914085, 0.0896473, 0.0970184
0,1,0.166617, 0.192936, 0.199534
0,2,0.340754, 0.423451, 0.425698
0,3,0.481027, 0.622707, 0.625186
0,4,0.59737, 0.784482, 0.783287
0,5,0.656843, 0.877751, 0.880947
0,6,0.68917, 0.915005, 0.919877
0,7,0.695585, 0.911081, 0.92071
0,8,0.689006, 0.872894, 0.889528
0,9,0.637573, 0.76551, 0.790834
1,0,0.20093, 0.196327, 0.258794
1,1,0.334445, 0.367254, 0.427246
1,2,0.507629, 0.586067, 0.637969
1,3,0.616442, 0.762149, 0.797911
1,4,0.688999, 0.883019, 0.904009
1,5,0.712149, 0.952304, 0.961475
1,6,0.729342, 0.978494, 0.980497
1,7,0.737898, 0.976073, 0.981021
1,8,0.74795, 0.957089, 0.968987
1,9,0.751991, 0.886471, 0.908601
2,0,0.339793, 0.317903, 0.417107
2,1,0.507308, 0.514069, 0.61921
2,2,0.649687, 0.695897, 0.790337
2,3,0.721741, 0.826548, 0.893634
2,4,0.759612, 0.915799, 0.9551
2,5,0.776002, 0.961437, 0.978674
2,6,0.79455, 0.991033, 0.991886
2,7,0.804476, 0.989834, 0.99236
2,8,0.821231, 0.981576, 0.987654
2,9,0.842445, 0.948502, 0.965214
3,0,0.512713, 0.445034, 0.586546
3,1,0.669922, 0.617806, 0.781091
3,2,0.762008, 0.735647, 0.899605
3,3,0.806674, 0.826042, 0.944672
3,4,0.828858, 0.895476, 0.971495
3,5,0.835577, 0.947115, 0.984571
3,6,0.853118, 0.990806, 0.994389
3,7,0.860997, 0.993918, 0.99448
3,8,0.874221, 0.988712, 0.991413
3,9,0.888385, 0.97067, 0.977542
4,0,0.633296, 0.529318, 0.700649
4,1,0.774901, 0.669492, 0.878988
4,2,0.842597, 0.747871, 0.950667
4,3,0.872646, 0.817429, 0.971573
4,4,0.886459, 0.881996, 0.980362
4,5,0.890534, 0.935582, 0.984203
4,6,0.905018, 0.990725, 0.988054
4,7,0.908624, 0.995376, 0.986525
4,8,0.915484, 0.99272, 0.982567
4,9,0.921412, 0.980015, 0.970232
5,0,0.727582, 0.57838, 0.769206
5,1,0.86146, 0.688408, 0.915176
5,2,0.918236, 0.737123, 0.968953
5,3,0.938033, 0.796654, 0.978242
5,4,0.951943, 0.852438, 0.976827
5,5,0.970679, 0.914104, 0.96626
5,6,0.986443, 0.987007, 0.961128
5,7,0.986341, 0.995244, 0.95582
5,8,0.986219, 0.993875, 0.948138
5,9,0.975995, 0.982148, 0.93133
6,0,0.782398, 0.595152, 0.781146
6,1,0.916673, 0.68608, 0.917192
6,2,0.95878, 0.725303, 0.958954
6,3,0.967915, 0.777486, 0.962136
6,4,0.97544, 0.844159, 0.952247
6,5,0.98644, 0.906253, 0.933542
6,6,0.979952, 0.983124, 0.908323
6,7,0.972965, 0.992528, 0.892181
6,8,0.963198, 0.994169, 0.877916
6,9,0.948056, 0.983262, 0.864134
7,0,0.780436, 0.583319, 0.753165
7,1,0.923077, 0.679897, 0.891435
7,2,0.972345, 0.720376, 0.942517
7,3,0.981566, 0.771534, 0.943893
7,4,0.986475, 0.836664, 0.931238
7,5,0.993322, 0.904974, 0.910286
7,6,0.976386, 0.980727, 0.873391
7,7,0.964685, 0.989679, 0.840972
7,8,0.945958, 0.992241, 0.820921
7,9,0.918573, 0.978468, 0.797888
8,0,0.735801, 0.540987, 0.671944
8,1,0.904603, 0.656036, 0.830549
8,2,0.973392, 0.709482, 0.898149
8,3,0.987761, 0.762466, 0.91065
8,4,0.992628, 0.828248, 0.900405
8,5,0.992564, 0.89627, 0.879871
8,6,0.968968, 0.973919, 0.82543
8,7,0.951035, 0.983982, 0.793745
8,8,0.922954, 0.987399, 0.76689
8,9,0.871432, 0.965683, 0.744631
9,0,0.629855, 0.465934, 0.564311
9,1,0.827578, 0.592264, 0.732353
9,2,0.928821, 0.677852, 0.813587
9,3,0.965529, 0.740564, 0.851834
9,4,0.978294, 0.803131, 0.848212
9,5,0.978879, 0.870412, 0.824675
9,6,0.95152, 0.952275, 0.771518
9,7,0.929041, 0.967315, 0.736771
9,8,0.874198, 0.965231, 0.713697
9,9,0.797872, 0.927884, 0.67436
