x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.0781541, 0.0956951, 0.084869
0,2,0.232006, 0.284984, 0.266337
0,3,0.378255, 0.46703, 0.449091
0,4,0.501125, 0.609091, 0.586702
0,5,0.575004, 0.694528, 0.686712
0,6,0.61247, 0.719977, 0.736164
0,7,0.603921, 0.691999, 0.725621
0,8,0.562042, 0.614714, 0.665403
0,9,0.449052, 0.469525, 0.526952
1,0,0.0865689, 0.0808335, 0.103733
1,1,0.177541, 0.208208, 0.21986
1,2,0.360257, 0.42189, 0.424321
1,3,0.512423, 0.634061, 0.6233
1,4,0.638257, 0.777177, 0.761463
1,5,0.716387, 0.859495, 0.856765
1,6,0.738725, 0.875542, 0.887599
1,7,0.745745, 0.847721, 0.880372
1,8,0.714728, 0.772473, 0.836778
1,9,0.629711, 0.641799, 0.712048
2,0,0.170056, 0.155867, 0.196211
2,1,0.301446, 0.322337, 0.355739
2,2,0.488528, 0.554543, 0.574406
2,3,0.628871, 0.755393, 0.755179
2,4,0.721773, 0.88121, 0.870241
2,5,0.769045, 0.933486, 0.9275
2,6,0.794897, 0.941183, 0.947373
2,7,0.814597, 0.920305, 0.941993
2,8,0.809631, 0.874689, 0.918056
2,9,0.771952, 0.769655, 0.845553
3,0,0.267747, 0.248104, 0.280109
3,1,0.422382, 0.438285, 0.474533
3,2,0.600327, 0.659185, 0.682394
3,3,0.705147, 0.822509, 0.826767
3,4,0.774417, 0.915695, 0.904533
3,5,0.812929, 0.95608, 0.948382
3,6,0.842651, 0.963292, 0.961697
3,7,0.870635, 0.953964, 0.958943
3,8,0.880605, 0.923881, 0.943602
3,9,0.85351, 0.860787, 0.894313
4,0,0.369475, 0.346555, 0.373659
4,1,0.561748, 0.552504, 0.602847
4,2,0.708462, 0.725154, 0.791473
4,3,0.784258, 0.838031, 0.881836
4,4,0.827095, 0.909293, 0.927813
4,5,0.861753, 0.947559, 0.949611
4,6,0.890988, 0.960737, 0.959045
4,7,0.915059, 0.966785, 0.960432
4,8,0.922015, 0.95485, 0.949534
4,9,0.893142, 0.90399, 0.907451
5,0,0.466617, 0.424715, 0.449051
5,1,0.682786, 0.618769, 0.676774
5,2,0.806804, 0.753259, 0.824285
5,3,0.852697, 0.827279, 0.888774
5,4,0.878763, 0.877187, 0.922122
5,5,0.908758, 0.926136, 0.930524
5,6,0.929453, 0.957789, 0.946427
5,7,0.938856, 0.968351, 0.942758
5,8,0.941963, 0.965981, 0.928162
5,9,0.917285, 0.922643, 0.88964
6,0,0.531813, 0.464176, 0.479207
6,1,0.750083, 0.638191, 0.700758
6,2,0.869679, 0.748027, 0.816084
6,3,0.915147, 0.796773, 0.875037
6,4,0.933822, 0.838743, 0.908533
6,5,0.943963, 0.897621, 0.907528
6,6,0.950563, 0.941631, 0.919349
6,7,0.949203, 0.961567, 0.913757
6,8,0.941975, 0.967152, 0.882035
6,9,0.907736, 0.923242, 0.84999
7,0,0.534537, 0.457618, 0.474125
7,1,0.764472, 0.624167, 0.689786
7,2,0.891269, 0.723189, 0.804522
7,3,0.944593, 0.761116, 0.85875
7,4,0.961015, 0.797958, 0.894769
7,5,0.958005, 0.869386, 0.88738
7,6,0.952399, 0.915902, 0.886997
7,7,0.938648, 0.940873, 0.868506
7,8,0.924028, 0.956512, 0.830707
7,9,0.876256, 0.906147, 0.802298
8,0,0.49468, 0.413996, 0.417219
8,1,0.732181, 0.586288, 0.636316
8,2,0.882499, 0.68365, 0.756806
8,3,0.935006, 0.743015, 0.815652
8,4,0.956852, 0.771484, 0.866048
8,5,0.949759, 0.840312, 0.856455
8,6,0.934759, 0.887055, 0.84791
8,7,0.908072, 0.910762, 0.820891
8,8,0.880492, 0.927837, 0.772074
8,9,0.814993, 0.854954, 0.739565
9,0,0.407926, 0.345656, 0.344826
9,1,0.641874, 0.49906, 0.547888
9,2,0.794147, 0.622354, 0.680205
9,3,0.886985, 0.697306, 0.757147
9,4,0.910898, 0.732257, 0.810017
9,5,0.911709, 0.799722, 0.810487
9,6,0.891793, 0.839848, 0.800599
9,7,0.848326, 0.853192, 0.765296
9,8,0.778232, 0.858904, 0.697745
9,9,0.699441, 0.74822, 0.629824
