x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.0781541, 0.0956951, 0.084869
0,2,0.159812, 0.194469, 0.173458
0,3,0.272734, 0.321169, 0.298311
0,4,0.396288, 0.455203, 0.423978
0,5,0.472175, 0.539995, 0.510595
0,6,0.519854, 0.585026, 0.569744
0,7,0.515166, 0.570956, 0.5624
0,8,0.458313, 0.487871, 0.486256
0,9,0.352637, 0.380185, 0.382077
1,0,0.0865689, 0.0808335, 0.103733
1,1,0.177541, 0.208208, 0.21986
1,2,0.294961, 0.333622, 0.336425
1,3,0.427683, 0.503588, 0.48898
1,4,0.556297, 0.639061, 0.613562
1,5,0.637801, 0.721922, 0.697603
1,6,0.688697, 0.781952, 0.759342
1,7,0.700359, 0.768267, 0.755705
1,8,0.634382, 0.670757, 0.668724
1,9,0.515952, 0.543525, 0.548611
2,0,0.170056, 0.155867, 0.196211
2,1,0.301446, 0.322337, 0.355739
2,2,0.442363, 0.481947, 0.505053
2,3,0.573653, 0.647695, 0.647388
2,4,0.676565, 0.778716, 0.758204
2,5,0.745529, 0.837289, 0.803767
2,6,0.784478, 0.868593, 0.840909
2,7,0.784141, 0.860714, 0.845828
2,8,0.743599, 0.803359, 0.803127
2,9,0.650047, 0.676397, 0.694201
3,0,0.267747, 0.248104, 0.280109
3,1,0.422382, 0.438285, 0.474533
3,2,0.576322, 0.607293, 0.634046
3,3,0.674646, 0.739023, 0.745294
3,4,0.744963, 0.832, 0.809623
3,5,0.792451, 0.878461, 0.852338
3,6,0.826936, 0.902233, 0.87534
3,7,0.831572, 0.897797, 0.882031
3,8,0.826105, 0.846191, 0.856895
3,9,0.759496, 0.774077, 0.790143
4,0,0.350632, 0.336994, 0.354942
4,1,0.530485, 0.544389, 0.574522
4,2,0.675275, 0.694664, 0.743709
4,3,0.758033, 0.787073, 0.815225
4,4,0.796023, 0.855623, 0.849666
4,5,0.820055, 0.891942, 0.872525
4,6,0.84792, 0.910686, 0.881503
4,7,0.854339, 0.907234, 0.887381
4,8,0.859959, 0.879119, 0.876226
4,9,0.802754, 0.814493, 0.828502
5,0,0.398591, 0.393884, 0.393349
5,1,0.60311, 0.606869, 0.615358
5,2,0.755116, 0.761433, 0.775889
5,3,0.815324, 0.827858, 0.831592
5,4,0.837633, 0.862538, 0.853794
5,5,0.853237, 0.889307, 0.867187
5,6,0.869592, 0.904756, 0.875579
5,7,0.86762, 0.904828, 0.884486
5,8,0.873406, 0.887603, 0.873053
5,9,0.824667, 0.822459, 0.831098
6,0,0.41437, 0.40239, 0.382978
6,1,0.629282, 0.609602, 0.60953
6,2,0.789318, 0.775783, 0.755873
6,3,0.85193, 0.83626, 0.820983
6,4,0.874715, 0.85943, 0.850592
6,5,0.884156, 0.873705, 0.867047
6,6,0.888236, 0.883889, 0.871688
6,7,0.877562, 0.885969, 0.880289
6,8,0.871737, 0.886637, 0.862434
6,9,0.814079, 0.812479, 0.810103
7,0,0.381417, 0.373827, 0.348991
7,1,0.603091, 0.572893, 0.563692
7,2,0.778084, 0.752734, 0.729606
7,3,0.858459, 0.823751, 0.788728
7,4,0.890959, 0.842722, 0.829587
7,5,0.899451, 0.862009, 0.858328
7,6,0.895442, 0.868328, 0.858022
7,7,0.8633, 0.865864, 0.852195
7,8,0.82977, 0.874121, 0.821385
7,9,0.760146, 0.78934, 0.763544
8,0,0.306536, 0.301267, 0.256861
8,1,0.512726, 0.490186, 0.453027
8,2,0.701374, 0.661385, 0.620968
8,3,0.825917, 0.774677, 0.716475
8,4,0.881382, 0.807013, 0.788734
8,5,0.898855, 0.838876, 0.825375
8,6,0.889944, 0.84813, 0.827968
8,7,0.850116, 0.83578, 0.820769
8,8,0.791563, 0.832787, 0.77868
8,9,0.700425, 0.724309, 0.70755
9,0,0.202745, 0.214439, 0.171375
9,1,0.387397, 0.346707, 0.327222
9,2,0.564685, 0.517275, 0.490372
9,3,0.70427, 0.636922, 0.61055
9,4,0.805417, 0.716617, 0.719924
9,5,0.842643, 0.778067, 0.767965
9,6,0.841501, 0.7953, 0.778597
9,7,0.798127, 0.77706, 0.759531
9,8,0.702769, 0.748431, 0.682699
9,9,0.590754, 0.610205, 0.580708
