x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.10096, 0.130739, 0.120333
0,2,0.275406, 0.356387, 0.339604
0,3,0.418301, 0.541065, 0.525622
0,4,0.558543, 0.699417, 0.682215
0,5,0.634037, 0.781405, 0.77582
0,6,0.680639, 0.804343, 0.815635
0,7,0.683761, 0.780229, 0.804188
0,8,0.651428, 0.706557, 0.745131
0,9,0.547539, 0.564345, 0.611488
1,0,0.109048, 0.103535, 0.138465
1,1,0.22278, 0.265652, 0.29202
1,2,0.426064, 0.51471, 0.532815
1,3,0.571024, 0.717377, 0.724027
1,4,0.690637, 0.851848, 0.852935
1,5,0.750497, 0.917832, 0.923575
1,6,0.801328, 0.932757, 0.939226
1,7,0.824691, 0.916863, 0.93459
1,8,0.813268, 0.863566, 0.902012
1,9,0.744501, 0.752832, 0.801244
2,0,0.197425, 0.184019, 0.240513
2,1,0.36288, 0.396513, 0.449107
2,2,0.565354, 0.652298, 0.69214
2,3,0.684972, 0.824371, 0.846542
2,4,0.760776, 0.926229, 0.936518
2,5,0.808261, 0.958497, 0.966123
2,6,0.862481, 0.975013, 0.977581
2,7,0.895945, 0.969082, 0.977328
2,8,0.898892, 0.942567, 0.962254
2,9,0.871916, 0.87063, 0.913112
3,0,0.296497, 0.278273, 0.332007
3,1,0.477332, 0.504507, 0.569115
3,2,0.664549, 0.736167, 0.791828
3,3,0.752446, 0.866514, 0.901886
3,4,0.816129, 0.939527, 0.955651
3,5,0.85559, 0.968266, 0.978648
3,6,0.903922, 0.986458, 0.985897
3,7,0.930315, 0.984519, 0.98612
3,8,0.945055, 0.971933, 0.979039
3,9,0.932527, 0.935852, 0.95117
4,0,0.416798, 0.383619, 0.446215
4,1,0.615, 0.602912, 0.697173
4,2,0.751389, 0.767505, 0.882347
4,3,0.819163, 0.863456, 0.939455
4,4,0.866956, 0.926072, 0.96958
4,5,0.900557, 0.957482, 0.982165
4,6,0.936199, 0.987037, 0.982618
4,7,0.949501, 0.988073, 0.9807
4,8,0.961439, 0.982427, 0.973663
4,9,0.953276, 0.957962, 0.951302
5,0,0.523159, 0.460634, 0.530921
5,1,0.725984, 0.652474, 0.761977
5,2,0.837947, 0.778184, 0.897232
5,3,0.881144, 0.844201, 0.944484
5,4,0.91756, 0.900308, 0.966558
5,5,0.940163, 0.936158, 0.971457
5,6,0.958268, 0.97735, 0.963625
5,7,0.961056, 0.987742, 0.954901
5,8,0.966338, 0.985903, 0.942659
5,9,0.95384, 0.965918, 0.922273
6,0,0.588299, 0.495943, 0.561023
6,1,0.796816, 0.658211, 0.775303
6,2,0.900937, 0.760321, 0.884421
6,3,0.935155, 0.807487, 0.925631
6,4,0.955149, 0.859799, 0.934078
6,5,0.966626, 0.906556, 0.933259
6,6,0.971737, 0.957068, 0.91772
6,7,0.965982, 0.97689, 0.903704
6,8,0.957231, 0.985275, 0.885272
6,9,0.93565, 0.961916, 0.858962
7,0,0.59602, 0.490533, 0.557032
7,1,0.817913, 0.646135, 0.768849
7,2,0.927208, 0.731838, 0.882168
7,3,0.95735, 0.770066, 0.91099
7,4,0.969878, 0.819803, 0.911063
7,5,0.97112, 0.874601, 0.898183
7,6,0.966524, 0.933829, 0.872034
7,7,0.952589, 0.961795, 0.844689
7,8,0.933609, 0.978158, 0.817192
7,9,0.900486, 0.950741, 0.782474
8,0,0.554976, 0.444126, 0.486777
8,1,0.795834, 0.613272, 0.710214
8,2,0.925007, 0.70219, 0.827544
8,3,0.963464, 0.738793, 0.873349
8,4,0.976377, 0.785919, 0.871378
8,5,0.971609, 0.845407, 0.852465
8,6,0.953516, 0.907697, 0.820488
8,7,0.934392, 0.94359, 0.781914
8,8,0.898665, 0.960312, 0.75436
8,9,0.836406, 0.917389, 0.723453
9,0,0.467034, 0.37769, 0.410244
9,1,0.707271, 0.52963, 0.615861
9,2,0.848407, 0.641242, 0.742618
9,3,0.92277, 0.696451, 0.800282
9,4,0.947605, 0.741481, 0.808894
9,5,0.943938, 0.805631, 0.802453
9,6,0.922857, 0.867845, 0.771735
9,7,0.896428, 0.903806, 0.730665
9,8,0.82929, 0.91065, 0.693588
9,9,0.754934, 0.827095, 0.641202
