i,j,x,y
0,0,347.677, 271.316
0,1,340.285, 252.559
0,2,335.879, 238.804
0,3,333.343, 231.151
0,4,430.896, 346.644
0,5,475.424, 318.005
0,6,510.137, 286.521
0,7,537.356, 260.738
0,8,552.919, 246.599
0,9,559.902, 235.067
1,0,340.285, 252.559
1,1,338.309, 246.306
1,2,335.042, 236.355
1,3,333.213, 230.575
1,4,434.951, 337.609
1,5,482.502, 301.453
1,6,513.103, 269.072
1,7,535.074, 245.426
1,8,545.327, 230.565
1,9,548.504, 219.425
2,0,335.879, 238.804
2,1,335.042, 236.355
2,2,333.569, 231.953
2,3,333.234, 229.811
2,4,432.342, 319.525
2,5,481.232, 277.716
2,6,502.368, 246.116
2,7,513.867, 222.057
2,8,524.46, 209.408
2,9,521.95, 193.588
3,0,333.343, 231.151
3,1,333.213, 230.575
3,2,333.234, 229.811
3,3,333.977, 230.233
3,4,406.814, 299.053
3,5,454.512, 258.099
3,6,473.086, 227.031
3,7,482.696, 202.58
3,8,492.433, 185.818
3,9,490.767, 167.408
4,0,256.029, 399.004
4,1,248.849, 383.207
4,2,276.448, 356.351
4,3,313.151, 315.969
4,4,360.144, 274.788
4,5,413.249, 241.516
4,6,442.459, 208.139
4,7,456.531, 190.904
4,8,458.024, 162.566
4,9,453.836, 137.421
5,0,212.684, 364.974
5,1,198.168, 343.759
5,2,220.934, 318.666
5,3,256.456, 283.791
5,4,295.481, 249.399
5,5,371.425, 230.34
5,6,409.812, 202.371
5,7,407.701, 167.098
5,8,416.538, 139.084
5,9,412.364, 107.558
6,0,162.41, 322.915
6,1,148.24, 302.424
6,2,163.538, 284.168
6,3,197.636, 257.791
6,4,238.858, 232.442
6,5,290.082, 207.905
6,6,329.815, 177.496
6,7,352.625, 146.636
6,8,373.959, 117.783
6,9,380.094, 87.9302
7,0,127.447, 289.633
7,1,119.761, 273.257
7,2,124.859, 255.921
7,3,149.644, 237.075
7,4,183.93, 215.764
7,5,224.636, 193.547
7,6,268.74, 159.398
7,7,300.975, 127.81
7,8,332.697, 98.6785
7,9,350.171, 71.1899
8,0,110.66, 272.353
8,1,101.439, 252.614
8,2,103.895, 240.006
8,3,121.567, 222.792
8,4,145.849, 198.815
8,5,178.438, 173.496
8,6,218.966, 139.134
8,7,257.364, 108.191
8,8,298.372, 80.4228
8,9,323.805, 57.6615
9,0,94.1692, 253.905
9,1,90.5756, 241.207
9,2,89.6716, 229.155
9,3,99.9805, 209.019
9,4,121.857, 184.298
9,5,153.312, 155.87
9,6,193.949, 122.868
9,7,238.114, 95.2562
9,8,278.776, 72.8657
9,9,310.415, 55.7214
