i,j,x,y
0,0,185.048, 219.354
0,1,220.068, 210.723
0,2,239.144, 210.79
0,3,249.091, 215.636
0,4,176.971, 349.905
0,5,129.428, 327.417
0,6,96.6416, 294.268
0,7,79.4281, 257.08
0,8,80.5687, 214.832
0,9,90.2991, 180.22
1,0,220.068, 210.723
1,1,229.63, 210.029
1,2,241.984, 211.574
1,3,250.42, 216.735
1,4,185.305, 359.723
1,5,139.692, 335.553
1,6,108.412, 301.756
1,7,91.9292, 264.934
1,8,95.4198, 228.382
1,9,106.913, 194.739
2,0,239.144, 210.79
2,1,241.984, 211.574
2,2,247.656, 214.55
2,3,254.068, 219.974
2,4,202.4, 359.281
2,5,153.708, 332.603
2,6,123.94, 299.15
2,7,106.883, 260.4
2,8,106.239, 227.636
2,9,118.066, 201.19
3,0,249.091, 215.636
3,1,250.42, 216.735
3,2,254.068, 219.974
3,3,259.701, 224.782
3,4,232.778, 348.376
3,5,194.599, 312.227
3,6,163.741, 275.644
3,7,141.42, 241.218
3,8,139.07, 209.408
3,9,148.401, 191.093
4,0,328.211, 361.167
4,1,320.916, 364.326
4,2,319.359, 363.111
4,3,307.851, 348.488
4,4,280.163, 323.377
4,5,249.003, 285.038
4,6,218.041, 253.824
4,7,185.647, 220.999
4,8,183.526, 196.349
4,9,187.528, 179.133
5,0,359.348, 352.314
5,1,358.633, 349.815
5,2,362.973, 343.458
5,3,358.009, 325.405
5,4,331.294, 297.849
5,5,296.267, 260.519
5,6,265.907, 227.157
5,7,225.77, 202.163
5,8,216.213, 181.407
5,9,225.363, 161.698
6,0,388.375, 333.659
6,1,392.465, 332.075
6,2,399.225, 326.413
6,3,405.041, 305.826
6,4,376.419, 274.445
6,5,340.975, 238.389
6,6,313.426, 203.658
6,7,282.336, 179.518
6,8,272.141, 159.224
6,9,266.261, 141.287
7,0,413.644, 311.089
7,1,427.506, 308.975
7,2,439.572, 303.032
7,3,442.696, 282.121
7,4,414.475, 256.438
7,5,384.966, 223.25
7,6,361.021, 190.869
7,7,327.639, 166.606
7,8,314.002, 143.979
7,9,302.774, 126.636
8,0,431.299, 287.636
8,1,454.016, 287.557
8,2,461.499, 287.791
8,3,464.14, 271.993
8,4,451.178, 247.009
8,5,423.958, 212.888
8,6,399.342, 177.718
8,7,372.009, 153.076
8,8,355.559, 132.443
8,9,336.968, 112.523
9,0,421.694, 272.682
9,1,452.459, 275.012
9,2,470.994, 277.375
9,3,481.933, 264.655
9,4,483.171, 242.005
9,5,468.511, 207.037
9,6,446.888, 170.454
9,7,422.799, 143.847
9,8,403.853, 122.132
9,9,378.044, 97.8898
