i,j,x,y
0,0,524.229, 206.72
0,1,503.188, 198.887
0,2,478.859, 200.005
0,3,445.84, 222.149
0,4,341.325, 309.51
0,5,295.013, 344.546
0,6,265.644, 348.314
0,7,243.895, 338.542
0,8,221.485, 314.678
0,9,178.704, 253.114
1,0,498.318, 192.406
1,1,496.129, 195.11
1,2,479.589, 204.24
1,3,451.059, 230.908
1,4,357.262, 329.991
1,5,305.824, 364.993
1,6,274.805, 369.462
1,7,258.245, 363.242
1,8,239.894, 344.506
1,9,200.834, 289.327
2,0,471.148, 176.596
2,1,476.878, 186.851
2,2,468.082, 205.881
2,3,442.3, 237.197
2,4,357.268, 334.075
2,5,304.895, 368.67
2,6,268.146, 369.106
2,7,253.416, 364.653
2,8,234.325, 349.046
2,9,204.377, 307.423
3,0,445.864, 162.473
3,1,458.04, 182.719
3,2,451.457, 209.026
3,3,427.676, 245.248
3,4,350.069, 338.845
3,5,295.2, 366.867
3,6,259.957, 366.73
3,7,241.189, 359.537
3,8,223.673, 342.53
3,9,189.22, 296.693
4,0,366.204, 115.889
4,1,396.672, 166.459
4,2,392.652, 225.588
4,3,360.236, 285.744
4,4,313.1, 339.611
4,5,257.171, 353.351
4,6,224.655, 345.948
4,7,203.198, 331.805
4,8,182.51, 310.429
4,9,153.725, 268.757
5,0,338.098, 89.227
5,1,359.412, 129.84
5,2,356.897, 187.847
5,3,330.604, 251.276
5,4,278.881, 304.918
5,5,225.138, 319.045
5,6,193.431, 315.254
5,7,163.51, 302.539
5,8,140.629, 277.813
5,9,115.616, 240.121
6,0,313.355, 71.491
6,1,330.805, 104.899
6,2,326.726, 152.477
6,3,309.779, 208.696
6,4,262.831, 261.451
6,5,211.347, 279.72
6,6,172.026, 278.833
6,7,131.457, 269.215
6,8,106.962, 241.209
6,9,85.4034, 202.026
7,0,292.849, 58.6035
7,1,309.463, 83.5921
7,2,305.233, 120.318
7,3,294.176, 165.453
7,4,250.531, 222.191
7,5,198.981, 246.871
7,6,152.06, 246.693
7,7,106.448, 240.116
7,8,85.5183, 210.504
7,9,61.6371, 166.633
8,0,271.6, 50.2162
8,1,287.604, 68.0826
8,2,282.984, 94.8088
8,3,277.71, 122.746
8,4,232.088, 170.884
8,5,183.561, 201.018
8,6,138.99, 207.991
8,7,91.2354, 207.466
8,8,70.9128, 173.268
8,9,45.9954, 129.423
9,0,241.727, 43.6802
9,1,255.603, 59.6762
9,2,254.144, 80.3478
9,3,246.724, 97.7804
9,4,202.441, 131.391
9,5,158.648, 155.384
9,6,118.601, 157.18
9,7,73.3031, 152.892
9,8,52.7321, 122.073
9,9,28.4771, 81.6528
