i,j,x,y
0,0,295.574, 203.683
0,1,309.819, 234.628
0,2,313.633, 232.848
0,3,311.642, 232.995
0,4,403.29, 346.839
0,5,457.993, 333.237
0,6,507.841, 300.549
0,7,541.982, 272.558
0,8,562.562, 256.686
0,9,574.039, 242.467
1,0,309.819, 234.628
1,1,313.622, 234.042
1,2,313.053, 232.793
1,3,311.735, 233.117
1,4,412.888, 341.185
1,5,460.722, 324.132
1,6,520.615, 284.324
1,7,535.621, 259.145
1,8,554.009, 245.154
1,9,561.497, 224.75
2,0,313.633, 232.848
2,1,313.053, 232.793
2,2,311.738, 232.914
2,3,312.975, 233.682
2,4,404.555, 352.818
2,5,459.708, 321.111
2,6,517.009, 277.458
2,7,534.289, 246.193
2,8,541.888, 216.531
2,9,545.506, 205.5
3,0,311.642, 232.995
3,1,311.735, 233.117
3,2,312.974, 233.682
3,3,317.329, 235.116
3,4,390.961, 357.023
3,5,450.602, 311.382
3,6,512.539, 263.317
3,7,535.041, 228.178
3,8,527.363, 197.666
3,9,517.719, 177.226
4,0,313.923, 407.145
4,1,301.789, 408.513
4,2,308.182, 406.444
4,3,325.822, 390.133
4,4,358.558, 357.255
4,5,424.93, 297.868
4,6,474.907, 245.186
4,7,507.251, 199.72
4,8,496.071, 160.109
4,9,472.281, 138.373
5,0,291.014, 418.291
5,1,291.107, 412.95
5,2,278.033, 395.223
5,3,281.013, 372.494
5,4,302.924, 321.945
5,5,384.728, 228.351
5,6,437.423, 195.961
5,7,438.407, 143.938
5,8,417.492, 103.091
5,9,399.766, 83.7606
6,0,241.808, 396.579
6,1,249.696, 392.016
6,2,230.953, 371.194
6,3,210.618, 327.421
6,4,194.012, 248.446
6,5,238.944, 191.411
6,6,328.682, 126.319
6,7,357.157, 96.3234
6,8,372.067, 80.23
6,9,377.175, 66.8929
7,0,192.521, 366.406
7,1,188.954, 349.137
7,2,172.365, 316.201
7,3,134.385, 259.874
7,4,142.288, 216.165
7,5,194.973, 160.811
7,6,260.602, 109.846
7,7,311.459, 79.3083
7,8,338.813, 62.2251
7,9,354.022, 52.6509
8,0,162.218, 336.81
8,1,145.986, 305.353
8,2,118.586, 264.228
8,3,108.085, 234.32
8,4,120.444, 193.748
8,5,170.808, 147.903
8,6,226.594, 98.106
8,7,281.498, 73.0561
8,8,321.35, 54.0914
8,9,335.832, 45.2933
9,0,127.764, 306.622
9,1,107.971, 269.044
9,2,93.2375, 244.098
9,3,92.1166, 212.221
9,4,114.764, 181.832
9,5,148.298, 142.209
9,6,209.57, 95.7945
9,7,272.02, 67.9553
9,8,310.89, 51.6589
9,9,326.149, 49.2289
