i,j,x,y
0,0,364.061, 209.411
0,1,369.943, 197.583
0,2,370.488, 194.293
0,3,369.138, 196.715
0,4,341.325, 309.51
0,5,295.013, 344.546
0,6,254.77, 345.345
0,7,229.84, 334.788
0,8,203.663, 312.212
0,9,161.158, 262.453
1,0,369.943, 197.583
1,1,370.537, 195.249
1,2,370.281, 194.525
1,3,368.813, 197.338
1,4,357.262, 329.991
1,5,305.824, 364.993
1,6,263.693, 367.006
1,7,244.379, 360.077
1,8,223.915, 343.065
1,9,190.906, 300.066
2,0,370.488, 194.293
2,1,370.281, 194.525
2,2,369.45, 196.096
2,3,367.769, 199.143
2,4,357.268, 334.075
2,5,304.895, 368.67
2,6,259.24, 368.266
2,7,243.335, 364.228
2,8,225.481, 352.18
2,9,202.426, 322.14
3,0,369.138, 196.715
3,1,368.813, 197.338
3,2,367.769, 199.143
3,3,365.808, 201.874
3,4,350.069, 338.845
3,5,295.2, 366.867
3,6,248.518, 364.367
3,7,230.442, 358.918
3,8,216.754, 348.809
3,9,196.22, 324.16
4,0,366.204, 115.889
4,1,396.672, 166.459
4,2,392.652, 225.588
4,3,360.236, 285.744
4,4,313.1, 339.611
4,5,257.171, 353.351
4,6,223.089, 350.458
4,7,206.763, 342.228
4,8,195.844, 333.014
4,9,185.873, 316.906
5,0,338.098, 89.227
5,1,358.641, 126.81
5,2,356.218, 176.983
5,3,326.359, 230.37
5,4,280.163, 273.627
5,5,231.911, 280.407
5,6,203.346, 286.888
5,7,182.904, 285.681
5,8,167.324, 283.891
5,9,150.588, 273.966
6,0,313.355, 71.491
6,1,331.172, 99.7585
6,2,329.072, 136.584
6,3,309.363, 174.469
6,4,270.494, 205.968
6,5,233.731, 208.24
6,6,209.552, 218.623
6,7,188.508, 222.015
6,8,171.023, 225.805
6,9,155.492, 222.097
7,0,292.849, 58.6035
7,1,311.798, 78.9872
7,2,311.832, 105.252
7,3,299.59, 132.129
7,4,268.148, 160.513
7,5,236.453, 166.47
7,6,209.814, 181.126
7,7,187.928, 187.939
7,8,172.363, 192.95
7,9,160.449, 195.883
8,0,271.6, 50.2162
8,1,292.439, 64.3983
8,2,294.834, 82.4599
8,3,291.093, 97.5997
8,4,267.198, 115.954
8,5,242.574, 127.59
8,6,212.456, 150.136
8,7,191.586, 158.639
8,8,179.079, 156.295
8,9,158.38, 150.697
9,0,241.727, 43.6802
9,1,263.629, 56.8331
9,2,271.298, 70.9803
9,3,270.776, 81.7406
9,4,250.25, 98.2316
9,5,225.463, 112.972
9,6,211.009, 127.23
9,7,189.964, 134.82
9,8,182.069, 125.825
9,9,165.318, 110.22
