i,j,x,y
0,0,288.556, 224.763
0,1,290.127, 242.429
0,2,290.293, 244.649
0,3,287.665, 243.218
0,4,310.341, 375.438
0,5,281.737, 405.062
0,6,230.822, 417.598
0,7,156.775, 412.771
0,8,109.003, 414.469
0,9,81.8802, 414.022
1,0,290.127, 242.429
1,1,289.985, 244.678
1,2,290.224, 244.291
1,3,286.727, 242.972
1,4,304.019, 366.336
1,5,280.175, 394.453
1,6,236.527, 401.859
1,7,161.564, 401.679
1,8,125.18, 392.197
1,9,94.5661, 391.233
2,0,290.293, 244.649
2,1,290.224, 244.291
2,2,288.549, 243.467
2,3,284.021, 242.364
2,4,302.881, 348.469
2,5,280.369, 378.087
2,6,244.537, 385.651
2,7,182.318, 366.615
2,8,132.517, 361.942
2,9,104.165, 357.943
3,0,287.665, 243.218
3,1,286.727, 242.972
3,2,284.021, 242.364
3,3,280.866, 241.975
3,4,307.833, 333.571
3,5,281.477, 353.547
3,6,240.388, 359.802
3,7,174.472, 333.928
3,8,121.176, 310.303
3,9,90.8216, 303.63
4,0,383.73, 309.756
4,1,374.875, 307.146
4,2,366.723, 299.64
4,3,350.112, 299.291
4,4,319.614, 304.522
4,5,271.375, 306.419
4,6,216.791, 302.491
4,7,149.279, 284.012
4,8,102.175, 269.279
4,9,78.4516, 257.747
5,0,433.734, 296.172
5,1,428.169, 289.609
5,2,422.426, 259.514
5,3,387.888, 261.299
5,4,339.361, 257.933
5,5,280.678, 254.226
5,6,215.744, 249.679
5,7,152.559, 239.818
5,8,99.8634, 226.359
5,9,74.5127, 217.998
6,0,484.939, 277.069
6,1,475.443, 261.968
6,2,461.599, 240.376
6,3,421.857, 225.457
6,4,365.669, 211.437
6,5,300.888, 201.626
6,6,229.006, 198.014
6,7,165.091, 197.984
6,8,109.111, 187.049
6,9,89.2836, 156.07
7,0,538.123, 261.079
7,1,522.904, 243.665
7,2,489.301, 225.957
7,3,452.299, 190.392
7,4,390.569, 165.104
7,5,320.635, 153.501
7,6,246.017, 161.191
7,7,169.433, 173.506
7,8,144.804, 149.993
7,9,122.656, 130.009
8,0,567.806, 250.707
8,1,552.306, 236.065
8,2,527.612, 211.202
8,3,474.014, 177.892
8,4,416.031, 144.039
8,5,339.452, 124.766
8,6,276.946, 121.653
8,7,220.036, 129.207
8,8,189.035, 124.758
8,9,161.651, 116.428
9,0,581.782, 247.101
9,1,565.044, 227.95
9,2,537.38, 204.894
9,3,483.152, 164.719
9,4,421.803, 129.606
9,5,353.931, 102.152
9,6,296.919, 90.4999
9,7,258.752, 89.2682
9,8,237.423, 89.0428
9,9,192.761, 109.459
