i,j,x,y
0,0,284.511, 236.678
0,1,296.251, 245.699
0,2,290.213, 250.595
0,3,281.201, 251.227
0,4,276.419, 379.266
0,5,228.545, 395.045
0,6,156.146, 392.072
0,7,115.201, 383.276
0,8,82.9559, 374.522
0,9,62.8108, 359.517
1,0,296.251, 245.699
1,1,295.38, 248.086
1,2,287.73, 251.196
1,3,280.214, 250.931
1,4,281.248, 378.021
1,5,229.407, 385.56
1,6,152.658, 383.631
1,7,114.057, 365.047
1,8,84.7635, 346.874
1,9,61.2701, 315.416
2,0,290.213, 250.595
2,1,287.73, 251.196
2,2,282.39, 251.445
2,3,278.041, 249.781
2,4,286.613, 371.241
2,5,238.102, 372.611
2,6,169.586, 355.572
2,7,117.288, 336.839
2,8,90.008, 305.236
2,9,67.6096, 286.133
3,0,281.201, 251.227
3,1,280.214, 250.931
3,2,278.041, 249.781
3,3,275.835, 247.43
3,4,295.242, 352.261
3,5,247.551, 355.105
3,6,183.91, 326.293
3,7,126.594, 294.73
3,8,94.3769, 273.016
3,9,73.9916, 249.163
4,0,383.1, 314.046
4,1,380.288, 313.054
4,2,372.183, 317.9
4,3,351.531, 324.458
4,4,316.817, 322.075
4,5,263.021, 310.825
4,6,203.208, 286.093
4,7,151.021, 256.359
4,8,110.13, 230.894
4,9,88.7283, 196.766
5,0,425.284, 304.02
5,1,427.471, 287.887
5,2,414.78, 296.475
5,3,383.096, 295.961
5,4,346.027, 278.424
5,5,288.8, 261.988
5,6,223.207, 246.221
5,7,179.952, 215.506
5,8,136.077, 193.717
5,9,118.199, 166.106
6,0,467.219, 285.694
6,1,461.555, 273.99
6,2,453.631, 264.762
6,3,422.863, 258.151
6,4,379.213, 239.742
6,5,319.943, 218.785
6,6,256.564, 197.234
6,7,208.775, 177.721
6,8,173.715, 164.478
6,9,152.154, 145.673
7,0,514.929, 270.108
7,1,496.428, 259.789
7,2,483.054, 244.762
7,3,465.16, 229.785
7,4,409.555, 206.616
7,5,344.424, 182.892
7,6,283.876, 160.095
7,7,230.057, 154.228
7,8,192.727, 146.708
7,9,173.781, 136.703
8,0,547.065, 255.73
8,1,531.281, 243.479
8,2,514.866, 224.418
8,3,476.018, 201.727
8,4,427.767, 178.076
8,5,365.171, 155.889
8,6,300.051, 136.364
8,7,248.448, 127.09
8,8,200.883, 135.937
8,9,192.717, 131.549
9,0,567.225, 246.735
9,1,549.96, 230.829
9,2,525.631, 213.771
9,3,486.91, 187.196
9,4,439.075, 159.394
9,5,381.547, 135.846
9,6,317.567, 117.684
9,7,275.288, 108.599
9,8,250.466, 104.145
9,9,247.491, 98.6574
