i,j,x,y
0,0,253.143, 216.752
0,1,280.784, 216.464
0,2,294.613, 211.835
0,3,302.724, 215.196
0,4,423.353, 358.233
0,5,457.472, 334.396
0,6,503.168, 297.279
0,7,530.189, 273.256
0,8,552.375, 255.747
0,9,562.193, 242.691
1,0,280.784, 216.464
1,1,287.491, 214.184
1,2,296.943, 211.744
1,3,303.646, 216.429
1,4,412.996, 359.582
1,5,456.205, 325.321
1,6,509.129, 281.521
1,7,530.572, 260.071
1,8,543.835, 244.301
1,9,552.621, 227.557
2,0,294.613, 211.835
2,1,296.943, 211.744
2,2,301.641, 214.021
2,3,305.735, 220.012
2,4,401.876, 350.051
2,5,449.06, 310.552
2,6,496.817, 266.922
2,7,513.365, 242.827
2,8,526.902, 222.199
2,9,533.53, 208.021
3,0,302.724, 215.196
3,1,303.646, 216.429
3,2,305.735, 220.012
3,3,307.829, 224.631
3,4,379.302, 332.862
3,5,426.683, 291.358
3,6,464.619, 255.998
3,7,486.256, 222.868
3,8,501.468, 197.544
3,9,505.862, 180.228
4,0,261.906, 383.6
4,1,258.524, 379.559
4,2,265.656, 366.83
4,3,294.681, 340.461
4,4,340.866, 300.19
4,5,404.892, 258.799
4,6,452.098, 229.161
4,7,464.787, 194.533
4,8,473.49, 170.124
4,9,470.111, 147.694
5,0,223.527, 378.779
5,1,212.131, 363.739
5,2,218.57, 342.446
5,3,242.229, 306.598
5,4,281.343, 256.011
5,5,363.732, 216.391
5,6,420.244, 202.555
5,7,443.038, 179.519
5,8,431.641, 139.012
5,9,422.935, 110.464
6,0,181.082, 343.4
6,1,169.737, 323.991
6,2,173.272, 303.453
6,3,190.648, 270.763
6,4,225.409, 235.291
6,5,281.09, 202.722
6,6,344.665, 164.182
6,7,372.892, 141.588
6,8,387.522, 114.104
6,9,392.278, 90.0145
7,0,150.833, 313.48
7,1,132.415, 283.956
7,2,126.117, 259.068
7,3,143.838, 238.096
7,4,176.751, 214.558
7,5,221.46, 190.086
7,6,278.364, 147.391
7,7,318.893, 115.366
7,8,348.708, 89.6064
7,9,362.975, 72.267
8,0,121.437, 284.4
8,1,108.053, 257.468
8,2,103.649, 239.139
8,3,118.486, 219.289
8,4,145.735, 194.091
8,5,184.996, 166.932
8,6,232.387, 129.119
8,7,277.384, 97.8347
8,8,314.232, 73.9125
8,9,335.479, 58.529
9,0,99.4245, 259.756
9,1,93.7336, 244.484
9,2,91.3271, 230.512
9,3,102.491, 208.179
9,4,126.686, 181.457
9,5,164.16, 150.505
9,6,207.669, 114.171
9,7,255.137, 86.3471
9,8,290.499, 67.5299
9,9,316.884, 53.7536
