i,j,x,y
0,0,0.0072, 0.0005
0,1,0.0194, 0.0173
0,2,0.0007, 0.0129
0,3,0.0142, 0.0101
0,4,0.013, 0.0193
0,5,0.0087, 0.0067
0,6,0.0131, 0.0186
0,7,0.0106, 0.0028
0,8,0.0084, 0.0099
0,9,0.0108, 0.0142
1,0,0.0022, 0.0143
1,1,0.0155, 0.011
1,2,0.0163, 0.002
1,3,0.0072, 0.0123
1,4,0.0146, 0.0115
1,5,0.0024, 0.002
1,6,0.0097, 0.0019
1,7,0.017, 0.0082
1,8,0.0148, 0.0091
1,9,0.0183, 0.0056
2,0,0.0085, 0.0048
2,1,0.0123, 0.0193
2,2,0.0012, 0.0008
2,3,0.0023, 0.0096
2,4,0.0107, 0.0108
2,5,0.0017, 0.0106
2,6,0.0053, 0.0149
2,7,0.0017, 0.0193
2,8,0.0169, 0.0067
2,9,0.0094, 0.0117
3,0,13.2365, 21.6348
3,1,16.635, 27.2176
3,2,18.8617, 30.9021
3,3,18.8305, 30.8985
3,4,16.5684, 27.2127
3,5,13.1533, 21.6176
3,6,5.65667, 9.43987
3,7,0.0034, 0.0114
3,8,0.0028, 0.0034
3,9,0.0012, 0.0112
4,0,42.1742, 45.2322
4,1,64.1011, 68.9188
4,2,76.349, 81.031
4,3,80.3971, 83.8459
4,4,74.422, 76.3178
4,5,61.7605, 62.5723
4,6,39.2508, 34.7712
4,7,10.9322, 12.3863
4,8,0.0174, 0.0169
4,9,0.0112, 0.0128
5,0,62.9575, 57.6592
5,1,96.7948, 90.8759
5,2,120.055, 111.241
5,3,128.133, 115.644
5,4,116.498, 102.789
5,5,93.5911, 81.6858
5,6,60.2038, 45.743
5,7,14.5046, 16.4526
5,8,0.0005, 0.0161
5,9,0.0096, 0.0063
6,0,74.7216, 65.7592
6,1,119.576, 107.709
6,2,160.569, 143.173
6,3,176.118, 149.606
6,4,153.957, 128.076
6,5,117.769, 98.7315
6,6,73.547, 54.6943
6,7,17.6681, 20.0148
6,8,0.0144, 0.0144
6,9,0.0056, 0.0113
7,0,78.3406, 65.0054
7,1,126.924, 106.411
7,2,174.578, 138.498
7,3,210.613, 144.725
7,4,182.585, 143.843
7,5,129.975, 103.969
7,6,79.7132, 57.3138
7,7,18.9962, 21.5222
7,8,0.0033, 0.0098
7,9,0.0069, 0.0136
8,0,72.2196, 56.1239
8,1,114.871, 89.334
8,2,151.619, 107.067
8,3,179.142, 109.508
8,4,155.261, 108.814
8,5,118.462, 89.2316
8,6,74.8894, 51.349
8,7,17.6683, 20.0248
8,8,0.0112, 0.0089
8,9,0.0081, 0.005
9,0,59.7472, 43.9145
9,1,92.0708, 68.4218
9,2,115.727, 79.7543
9,3,127.892, 83.7564
9,4,117.525, 80.1584
9,5,94.3775, 68.2745
9,6,62.3155, 40.7284
9,7,14.5178, 16.445
9,8,0.0155, 0.0073
9,9,0.0132, 0.0046
