i,j,x,y
0,0,284.037, 256.992
0,1,274.58, 261.275
0,2,272.503, 244.712
0,3,268.991, 235.607
0,4,312.696, 373.525
0,5,284.069, 405.917
0,6,231.199, 418.69
0,7,152.414, 413.421
0,8,103.98, 415.827
0,9,78.6524, 416.296
1,0,274.58, 261.275
1,1,274.202, 255.543
1,2,271.363, 241.13
1,3,269.097, 235.425
1,4,305.014, 365.786
1,5,282.527, 395.469
1,6,237.523, 401.948
1,7,158.004, 402.296
1,8,122.528, 392.383
1,9,92.6263, 392.688
2,0,272.503, 244.712
2,1,271.363, 241.13
2,2,269.148, 236.103
2,3,270.516, 235.831
2,4,303.358, 347.779
2,5,282.48, 377.412
2,6,246.506, 384.965
2,7,181.765, 364.903
2,8,130.214, 361.167
2,9,103.7, 358.798
3,0,268.991, 235.607
3,1,269.097, 235.425
3,2,270.516, 235.831
3,3,274.262, 237.273
3,4,306.536, 332.147
3,5,282.364, 346.684
3,6,242.887, 354.545
3,7,173.71, 330.685
3,8,118.031, 307.16
3,9,85.4087, 300.103
4,0,379.42, 315.003
4,1,366.659, 319.356
4,2,361.376, 307.245
4,3,347.698, 304.152
4,4,318.509, 304.781
4,5,271.229, 303.262
4,6,217.457, 298.775
4,7,146.835, 280.851
4,8,98.9571, 267.444
4,9,76.7999, 260.933
5,0,431.241, 300.325
5,1,423.568, 296.222
5,2,419.476, 262.662
5,3,385.347, 263.923
5,4,337.536, 258.324
5,5,280.194, 253.159
5,6,216.177, 248.271
5,7,151.397, 238.375
5,8,97.5921, 224.484
5,9,74.3459, 216.359
6,0,483.473, 279.267
6,1,472.281, 265.109
6,2,457.206, 243.707
6,3,419.817, 226.68
6,4,364.316, 211.591
6,5,300.545, 201.082
6,6,229.388, 197.573
6,7,164.602, 197.823
6,8,106.57, 185.859
6,9,86.8397, 150.76
7,0,539.135, 261.75
7,1,518.838, 244.279
7,2,491.424, 225.519
7,3,452.681, 189.267
7,4,390.438, 163.398
7,5,320.822, 152.162
7,6,246.268, 161.522
7,7,167.275, 174.715
7,8,143.68, 148.716
7,9,120.853, 126.462
8,0,570.004, 251.249
8,1,554.798, 237.086
8,2,530.103, 213.679
8,3,476.213, 177.022
8,4,417.951, 141.676
8,5,340.008, 122.333
8,6,278.341, 120.005
8,7,220.481, 128.199
8,8,189.316, 123.606
8,9,161.358, 113.701
9,0,584.716, 247.86
9,1,570.022, 227.898
9,2,548.593, 202.437
9,3,486.975, 162.261
9,4,423.859, 126.631
9,5,355.021, 98.3619
9,6,298.497, 87.2095
9,7,260.508, 86.364
9,8,240.08, 86.3925
9,9,192.868, 108.672
