i,j,x,y
0,0,227.053, 276.753
0,1,244.602, 253.403
0,2,258.325, 241.327
0,3,267.551, 236.847
0,4,416.261, 348.191
0,5,465.234, 321.003
0,6,503.109, 289.386
0,7,532.37, 261.663
0,8,547.668, 248.625
0,9,550.831, 241.735
1,0,244.602, 253.403
1,1,250.911, 247.171
1,2,260.852, 239.772
1,3,268.729, 236.491
1,4,420.732, 344.622
1,5,471.929, 310.783
1,6,507.262, 277.682
1,7,533.037, 249.435
1,8,543.475, 236.119
1,9,549.741, 226.79
2,0,258.325, 241.327
2,1,260.852, 239.772
2,2,266.221, 237.297
2,3,271.623, 235.722
2,4,416.514, 320.931
2,5,462.025, 282.948
2,6,488.4, 249.219
2,7,504.169, 222.519
2,8,517.886, 207.446
2,9,518.769, 194.545
3,0,267.551, 236.847
3,1,268.729, 236.491
3,2,271.623, 235.722
3,3,275.329, 234.75
3,4,394.206, 295.945
3,5,440.092, 257.683
3,6,459.449, 229.045
3,7,469.977, 203.831
3,8,483.983, 186.318
3,9,484.813, 167.627
4,0,251.101, 392.237
4,1,241.379, 376.622
4,2,271.48, 348.221
4,3,309.862, 307.167
4,4,356.864, 266.735
4,5,407.546, 236.405
4,6,436.237, 212.167
4,7,441.366, 191.773
4,8,448.55, 167.619
4,9,445.375, 142.686
5,0,216.225, 364.644
5,1,194.536, 339.584
5,2,222.806, 312.228
5,3,262.361, 273.862
5,4,304.182, 239.585
5,5,375.136, 217.626
5,6,395.188, 189.595
5,7,396.675, 168.294
5,8,410.109, 147.585
5,9,407.26, 117.802
6,0,171.577, 324.575
6,1,146.979, 294.462
6,2,168.071, 272.403
6,3,206.959, 242.11
6,4,254.934, 221.574
6,5,301.917, 200.831
6,6,329.917, 175.14
6,7,348.048, 153.605
6,8,370.944, 129.362
6,9,374.427, 99.7634
7,0,148.825, 300.332
7,1,125.658, 269.835
7,2,133.929, 250.233
7,3,164.969, 230.123
7,4,202.479, 210.327
7,5,240.064, 191.658
7,6,268.99, 167.577
7,7,297.92, 141.217
7,8,329.581, 112.92
7,9,343.642, 85.0041
8,0,126.899, 280.294
8,1,111.465, 252.353
8,2,116.464, 236.895
8,3,132.582, 217.538
8,4,154.479, 193.612
8,5,181.355, 172.46
8,6,213.645, 144.952
8,7,246.62, 119.427
8,8,287.58, 91.1552
8,9,312.795, 68.4018
9,0,109.344, 259.845
9,1,105.588, 241.111
9,2,105.432, 226.015
9,3,113.303, 206.028
9,4,129.853, 181.461
9,5,155.785, 157.976
9,6,190.752, 129.892
9,7,231.948, 106.194
9,8,273.155, 81.9845
9,9,304.648, 63.5294
