i,j,x,y,z
0,0,0.0081, 0.0073, 0.012
0,1,0.0031, 0.0177, 0.0129
0,2,0.0022, 0.0092, 0.0005
0,3,0.0177, 0.0004, 0.0198
0,4,0.644449, 0.0765268, -0.00327442
0,5,1.37516, 0.33052, 0.0356293
0,6,1.7815, 0.421852, 0.0628946
0,7,2.06107, 0.496994, 0.0664466
0,8,2.05759, 0.515653, 0.0869042
0,9,1.76878, 0.482001, 0.0720662
1,0,0.0124, 0.0008, 0.0096
1,1,0.0045, 0.004, 0.0074
1,2,0.0151, 0.0039, 0.0143
1,3,0.0134, 0.0017, 0.0124
1,4,0.808088, 0.113035, 0.00322634
1,5,1.77586, 0.435416, 0.056591
1,6,2.43614, 0.576091, 0.0712886
1,7,2.97096, 0.69431, 0.0961044
1,8,2.9559, 0.757898, 0.119744
1,9,2.39557, 0.689665, 0.113374
2,0,0.0142, 0.0098, 0.0188
2,1,0.0039, 0.0143, 0.0006
2,2,0.0113, 0.0096, 0.0045
2,3,0.0035, 0.0031, 0.0039
2,4,0.912014, 0.146999, 0.000283829
2,5,2.02102, 0.539134, 0.0612635
2,6,2.92363, 0.746377, 0.079882
2,7,3.99663, 0.915506, 0.121805
2,8,3.96663, 1.10461, 0.191269
2,9,2.86951, 0.913427, 0.134422
3,0,0.0157, 0.0046, 0.0184
3,1,0.0146, 0.0086, 0.0105
3,2,0.0152, 0.0176, 0.0178
3,3,0.0174, 0.0012, 0.0186
3,4,0.891496, 0.169281, 0.00201949
3,5,1.99484, 0.587594, 0.0492762
3,6,2.85857, 0.874545, 0.0790629
3,7,3.80573, 1.30806, 0.116485
3,8,3.66468, 1.4818, 0.164065
3,9,2.76577, 1.03044, 0.121824
4,0,0.0115, 0.0014, 0.0089
4,1,0.0077, 0.0137, 0.0152
4,2,0.0183, 0.0067, 0.0129
4,3,0.0162, 0.0019, 0.0142
4,4,0.791811, 0.151876, 3.1314e-05
4,5,1.70193, 0.557152, 0.0503284
4,6,2.3062, 0.787958, 0.0711639
4,7,2.76077, 1.03778, 0.0926369
4,8,2.72734, 1.08757, 0.101254
4,9,2.23908, 0.889952, 0.0929199
5,0,0.007, 0.0157, 0.0079
5,1,0.0136, 0.0012, 0.0194
5,2,0.0089, 0.0195, 0.0062
5,3,0.0019, 0.0136, 0.0059
5,4,0.627702, 0.134694, -0.000173448
5,5,1.30875, 0.457566, 0.0466614
5,6,1.67801, 0.600369, 0.0582691
5,7,1.91344, 0.7383, 0.0659101
5,8,1.89144, 0.754567, 0.0755247
5,9,1.63588, 0.662612, 0.059405
6,0,0.0118, 0.0188, 0.016
6,1,0.0174, 0.0125, 0.0173
6,2,0.0169, 0.0015, 0.0146
6,3,0.001, 0.0012, 0.0083
6,4,0.248565, 0.141331, 0.00955328
6,5,0.504331, 0.355508, 0.0133075
6,6,0.625413, 0.438694, 0.0145596
6,7,0.698392, 0.494479, 0.0160086
6,8,0.700213, 0.504408, 0.0239083
6,9,0.610139, 0.451922, 0.0340427
7,0,0.0152, 0.0011, 0.018
7,1,0.0091, 0.0185, 0.0084
7,2,0.0042, 0.0133, 0.0076
7,3,0.0165, 0.0143, 0.0088
7,4,0.0027, 0.0189, 0.0017
7,5,0.0151, 0.0128, 0.0176
7,6,0.0198, 0.0028, 0.0078
7,7,0, 0.0089, 0.0096
7,8,0.0181, 0.0077, 0.0135
7,9,0.0054, 0.0027, 0.0028
8,0,0.0046, 0.0156, 0.0016
8,1,0.0028, 0.0025, 0.0002
8,2,0.0089, 0.0044, 0.0135
8,3,0.0165, 0.0011, 0.0056
8,4,0.0055, 0.0038, 0.0046
8,5,0.0049, 0.0189, 0.0152
8,6,0.0026, 0.0165, 0.018
8,7,0.0104, 0.0166, 0.0047
8,8,0.0177, 0.0148, 0.0124
8,9,0.009, 0.0179, 0.0128
9,0,0.0095, 0.0027, 0.0062
9,1,0.0111, 0.0032, 0.0088
9,2,0.0114, 0.0121, 0.0109
9,3,0.0027, 0.0087, 0.012
9,4,0.0084, 0.0119, 0.0158
9,5,0.013, 0.0168, 0.0126
9,6,0.0083, 0.0171, 0.0092
9,7,0.0041, 0.0077, 0.0036
9,8,0.0065, 0.0032, 0.0161
9,9,0.0189, 0.0123, 0.0142
