617,241
615,241
615,241
615,241
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
613,240
606,229
603,228
602,227
599,228
598,228
596,227
596,227
596,227
594,227
594,227
593,226
594,227
593,225
591,226
592,226
590,227
590,226
588,226
586,226
585,224
584,224
584,222
583,222
583,222
581,221
580,219
579,217
579,215
579,215
579,213
577,211
575,209
575,207
573,205
571,205
569,203
568,202
566,200
565,197
562,196
559,193
555,191
553,189
552,186
548,184
547,182
544,180
542,177
541,175
538,173
535,171
534,168
532,165
527,161
524,159
520,158
517,155
514,154
512,153
509,152
506,149
503,148
502,147
499,144
496,142
495,139
493,136
486,131
483,129
479,127
476,125
473,122
468,120
466,117
463,114
461,112
459,110
458,107
456,105
454,103
453,100
451,98
450,95
445,91
442,88
439,86
438,83
436,81
436,78
434,76
431,72
431,70
430,67
428,65
424,62
421,60
417,58
414,55
409,51
406,48
405,46
403,44
403,43
402,41
400,39
400,38
398,37
397,37
395,36
393,35
389,35
387,35
383,34
380,35
380,37
376,36
373,36
370,37
369,37
365,37
359,39
356,41
352,41
347,42
342,43
338,45
332,46
328,47
324,49
317,51
313,53
309,55
303,56
299,59
293,62
288,64
284,67
278,70
273,72
264,76
264,76
257,80
253,81
250,83
248,86
245,87
243,89
238,91
236,93
233,95
230,97
226,98
224,101
222,104
216,108
213,109
212,111
209,113
208,114
206,117
203,119
200,120
196,122
192,126
189,127
187,128
186,129
185,131
183,132
181,133
178,133
176,134
175,136
171,136
169,138
168,138
165,140
160,142
156,144
153,145
151,147
148,149
145,150
143,151
140,152
139,152
138,154
137,156
137,156
132,159
132,159
129,163
127,166
126,166
125,169
123,172
121,172
121,172
119,175
118,178
117,179
114,181
110,184
109,185
108,187
107,188
107,188
105,192
104,193
102,195
102,195
97,197
97,197
97,197
90,204
90,204
90,204
90,204
82,207
82,208
80,209
80,209
76,210
75,211
75,211
72,211
71,211
71,211
71,211
71,211
71,211
70,212
70,212
69,212
67,214
67,214
67,214
67,214
66,215
66,215
66,214
66,215
66,215
66,215
66,215
66,215
66,215
66,215
66,215
66,215
68,215
69,214
69,214
69,214
72,213
72,213
75,213
75,213
75,213
75,213
73,213
74,213
74,213
76,212
76,212
79,211
79,211
78,211
78,211
78,212
78,212
78,212
78,212
78,212
78,212
78,212
78,212
78,212
81,213
81,213
81,213
80,216
80,216
80,216
80,216
80,216
76,217
76,217
76,217
76,217
76,217
76,217
76,217
76,217
76,217
76,217
76,219
77,218
77,218
77,218
83,216
83,216
89,215
89,215
89,216
89,216
89,217
89,217
89,219
89,219
89,219
92,218
96,218
96,218
96,217
96,217
96,217
98,218
98,218
98,218
99,218
98,219
100,218
100,218
100,218
99,221
99,221
98,221
98,221
97,221
96,221
97,222
96,222
93,224
93,224
92,224
92,224
92,223
92,223
92,223
92,223
92,223
89,224
86,224
86,224
84,224
84,225
84,225
84,225
89,223
91,223
91,223
94,223
94,223
90,224
88,224
87,223
88,223
89,224
89,224
89,224
87,223
87,223
87,223
87,223
87,223
87,223
87,223
87,223
87,223
