x,y,r,g,b
0,0,0.0098, 0.0093, 0.0188
0,1,0.0108, 0.0185, 0.0191
0,2,0.0197, 0.0082, 0.0071
0,3,0.0115, 0.0167, 0.0074
0,4,0.0097, 0.0178, 0.0018
0,5,0.0142, 0.0182, 0.0081
0,6,0.0189, 0.0094, 0.004
0,7,0.0127, 0.005, 0.0097
0,8,0.0009, 0.0024, 0.0112
0,9,0.0066, 0.0082, 0.0111
1,0,0.0172, 0.0158, 0.0182
1,1,0.0161, 0.0044, 0.0168
1,2,0.0153, 0.0042, 0.0051
1,3,0.0003, 0.0157, 0.0196
1,4,-0.30265, -0.0163799, 0.067345
1,5,-0.687854, -0.038835, 0.146879
1,6,-0.859252, -0.0571102, 0.172363
1,7,-0.974479, -0.0764553, 0.199272
1,8,-0.981903, -0.0769102, 0.203575
1,9,-0.854577, -0.0640606, 0.187396
2,0,0.0049, 0.0071, 0.0123
2,1,0.0032, 0.0011, 0.0144
2,2,-0.276263, 0.0863378, 0.0413783
2,3,-0.696924, 0.0870852, 0.0949233
2,4,-1.53973, 0.0694017, 0.222618
2,5,-2.43702, 0.0150875, 0.385008
2,6,-3.07537, -0.0243266, 0.492546
2,7,-3.33121, -0.0540426, 0.553293
2,8,-3.26499, -0.0877886, 0.55573
2,9,-2.71471, -0.129079, 0.479204
3,0,0.0098, 0.0012, 0.0054
3,1,0.0023, 0.0021, 0.0065
3,2,-0.647755, 0.24054, 0.0793576
3,3,-1.55577, 0.337339, 0.210694
3,4,-2.97344, 0.356451, 0.414781
3,5,-4.36642, 0.268823, 0.633691
3,6,-5.37427, 0.150295, 0.802838
3,7,-5.77428, 0.0211844, 0.895637
3,8,-5.6417, -0.0611241, 0.897335
3,9,-4.74929, -0.21628, 0.774268
4,0,0.0128911, 0.298735, 0.0765113
4,1,-0.101469, 0.632196, 0.144868
4,2,-1.15436, 1.19916, 0.301047
4,3,-2.59405, 1.42207, 0.472661
4,4,-4.46879, 1.35634, 0.704579
4,5,-6.15013, 1.07265, 0.926346
4,6,-7.24105, 0.696275, 1.10313
4,7,-7.77874, 0.267522, 1.21107
4,8,-7.61977, 0.0202723, 1.227
4,9,-6.57559, -0.208744, 1.0274
5,0,0.0160136, 0.677831, 0.136829
5,1,-0.21176, 1.45984, 0.298133
5,2,-1.43578, 2.44004, 0.534754
5,3,-3.28089, 2.74646, 0.733914
5,4,-5.46495, 2.44851, 0.949822
5,5,-7.371, 1.84098, 1.10919
5,6,-8.36797, 1.0972, 1.27896
5,7,-8.71592, 0.562365, 1.32488
5,8,-8.61458, 0.204752, 1.31223
5,9,-7.92167, -0.148951, 1.19624
6,0,-0.0294802, 1.11619, 0.224471
6,1,-0.400962, 2.40162, 0.496301
6,2,-1.69078, 3.76585, 0.807245
6,3,-3.648, 4.14761, 1.02351
6,4,-5.84956, 3.57918, 1.17308
6,5,-7.69153, 2.65074, 1.284
6,6,-8.65618, 1.70657, 1.32875
6,7,-9.0363, 0.9458, 1.34996
6,8,-9.05185, 0.439316, 1.31194
6,9,-8.53624, -0.0677098, 1.22887
7,0,-0.0345019, 1.30741, 0.272594
7,1,-0.481071, 2.85896, 0.594073
7,2,-1.68926, 4.49307, 0.947832
7,3,-3.515, 5.12969, 1.19903
7,4,-5.58501, 4.47016, 1.28851
7,5,-7.29031, 3.33222, 1.32952
7,6,-8.41234, 2.25163, 1.32992
7,7,-8.93466, 1.33825, 1.32068
7,8,-9.05492, 0.63661, 1.28892
7,9,-8.61305, 0.0421784, 1.22132
8,0,-0.0466499, 1.39481, 0.278168
8,1,-0.511973, 3.02882, 0.626076
8,2,-1.57951, 4.7974, 1.0006
8,3,-3.18378, 5.59515, 1.24886
8,4,-4.80589, 5.21101, 1.33856
8,5,-6.34683, 4.17242, 1.321
8,6,-7.69519, 2.94723, 1.30645
8,7,-8.51835, 1.77755, 1.26412
8,8,-8.76781, 0.909871, 1.23307
8,9,-8.31686, 0.280254, 1.15125
9,0,-0.053947, 1.31165, 0.274445
9,1,-0.512265, 2.8594, 0.605379
9,2,-1.20399, 4.6188, 0.956907
9,3,-2.38301, 5.7716, 1.23079
9,4,-3.6351, 5.72847, 1.32198
9,5,-4.94179, 4.92204, 1.29438
9,6,-6.38343, 3.6882, 1.27536
9,7,-7.53933, 2.21911, 1.18491
9,8,-7.89718, 1.14008, 1.14861
9,9,-7.41838, 0.470842, 1.06831
