i,j,x,y
0,0,320.123, 232.813
0,1,321.641, 235.037
0,2,319.632, 239.368
0,3,323.67, 236.593
0,4,382.554, 353.161
0,5,442.798, 337.987
0,6,493.9, 314.217
0,7,539.411, 280.574
0,8,566.673, 261.764
0,9,580.416, 244.676
1,0,321.641, 235.037
1,1,320.063, 239.735
1,2,320.729, 238.591
1,3,324.236, 236.571
1,4,388.611, 346.218
1,5,444.831, 342.912
1,6,471.047, 331.015
1,7,526.069, 269.196
1,8,558.11, 251.764
1,9,566.053, 224.753
2,0,319.632, 239.368
2,1,320.729, 238.591
2,2,323.124, 236.79
2,3,326.006, 236.814
2,4,414.523, 345.226
2,5,452.603, 328.329
2,6,511.978, 288.162
2,7,533.893, 253.307
2,8,561.604, 227.886
2,9,552.999, 207.831
3,0,323.67, 236.593
3,1,324.236, 236.571
3,2,325.987, 236.827
3,3,328.065, 239.58
3,4,390.071, 364.101
3,5,444.561, 323.926
3,6,517.539, 272.776
3,7,550.562, 226.13
3,8,534.364, 198.869
3,9,520.904, 176.436
4,0,336.758, 418.476
4,1,335.094, 413.222
4,2,328.416, 416.463
4,3,329.916, 409.795
4,4,340.281, 392.013
4,5,385.435, 350.452
4,6,501.001, 256.416
4,7,508.389, 193.265
4,8,503.24, 155.467
4,9,472.058, 135.908
5,0,299.227, 427.801
5,1,299.051, 421.374
5,2,291.306, 412.554
5,3,276.645, 388.714
5,4,277.801, 364.848
5,5,314.382, 310.398
5,6,411.91, 234.071
5,7,433.606, 139.246
5,8,405.555, 88.9301
5,9,385.44, 71.7052
6,0,242.606, 402.824
6,1,263.41, 405.07
6,2,240.772, 389.621
6,3,206.007, 345.253
6,4,153.705, 255.091
6,5,182.677, 206.57
6,6,307.981, 119.744
6,7,343.85, 84.2155
6,8,365.154, 73.5814
6,9,373.93, 60.7276
7,0,190.996, 372.352
7,1,192.852, 356.835
7,2,174.485, 321.165
7,3,116.205, 254.506
7,4,113.861, 211.868
7,5,174.495, 156.822
7,6,249.865, 101.93
7,7,310.585, 71.1495
7,8,337.56, 57.2418
7,9,354.11, 48.3963
8,0,163.06, 341.224
8,1,145.593, 305.396
8,2,109.963, 254.951
8,3,93.1598, 228.577
8,4,112.267, 189.885
8,5,164.219, 145.181
8,6,223.323, 90.2229
8,7,283.512, 69.9789
8,8,322.375, 54.1547
8,9,336.508, 41.5857
9,0,124.137, 308.202
9,1,101.081, 265.074
9,2,82.6966, 237.444
9,3,79.854, 205.101
9,4,98.6703, 181.599
9,5,139.489, 141.982
9,6,209.37, 90.5225
9,7,281.026, 63.3587
9,8,324.462, 49.3598
9,9,324.799, 42.1708
