i,j,x,y
0,0,430.059, 260.619
0,1,341.956, 248.773
0,2,332.275, 246.643
0,3,335.836, 239.363
0,4,387.36, 353.492
0,5,443.288, 338.584
0,6,493.969, 314.647
0,7,539.779, 280.688
0,8,567.089, 261.939
0,9,580.868, 244.748
1,0,341.956, 248.773
1,1,331.487, 249.276
1,2,334.186, 244.599
1,3,335.065, 238.609
1,4,385.239, 348.489
1,5,445.042, 343.499
1,6,470.453, 332.2
1,7,526.291, 269.076
1,8,558.487, 251.963
1,9,566.324, 224.598
2,0,332.275, 246.643
2,1,334.186, 244.599
2,2,336.277, 240.268
2,3,332.408, 237.089
2,4,416.115, 344.278
2,5,453.003, 328.134
2,6,515.633, 286.904
2,7,534.402, 253.208
2,8,562.751, 228.224
2,9,553.408, 207.835
3,0,335.836, 239.363
3,1,335.065, 238.61
3,2,332.204, 237.232
3,3,330.907, 243.309
3,4,390.244, 364.564
3,5,443.206, 324.569
3,6,514.519, 274.035
3,7,551.284, 225.915
3,8,534.684, 198.845
3,9,521.021, 176.31
4,0,338.296, 417.341
4,1,336.853, 412.415
4,2,329.39, 416.85
4,3,330.367, 410.964
4,4,338.236, 394.202
4,5,377.289, 354.741
4,6,500.877, 257.14
4,7,508.432, 192.898
4,8,503.911, 155.285
4,9,472.072, 135.823
5,0,299.802, 428.06
5,1,299.81, 421.764
5,2,292.354, 413.778
5,3,276.126, 389.188
5,4,275.343, 367.317
5,5,304.495, 315.344
5,6,410.158, 235.623
5,7,433.458, 138.62
5,8,404.761, 87.9021
5,9,384.424, 70.8903
6,0,242.628, 403.172
6,1,264.463, 405.959
6,2,241.508, 390.867
6,3,205.71, 346.254
6,4,150.565, 254.907
6,5,177.925, 206.926
6,6,306.662, 118.555
6,7,343.076, 83.0973
6,8,364.824, 73.1695
6,9,373.827, 60.3836
7,0,190.835, 372.725
7,1,193.088, 357.325
7,2,174.566, 321.333
7,3,114.428, 253.721
7,4,112.021, 211.447
7,5,173.303, 156.339
7,6,249.336, 101.217
7,7,310.729, 70.5338
7,8,337.596, 56.8916
7,9,354.203, 48.124
8,0,163.215, 341.59
8,1,145.639, 305.368
8,2,109.22, 253.785
8,3,92.1175, 228.112
8,4,111.985, 189.645
8,5,163.96, 145.034
8,6,223.169, 89.6255
8,7,283.657, 69.7733
8,8,322.588, 54.0229
8,9,336.597, 41.3326
9,0,123.956, 308.369
9,1,100.932, 265.057
9,2,81.9882, 236.951
9,3,79.0482, 204.589
9,4,97.3979, 181.646
9,5,138.858, 142.031
9,6,209.314, 90.1712
9,7,281.551, 63.05
9,8,325.063, 49.1727
9,9,324.759, 41.9998
