i,j,x,y
0,0,358.88, 296.896
0,1,343.016, 274.081
0,2,342.206, 259.711
0,3,327.281, 247.235
0,4,422.297, 343.591
0,5,462.879, 332.255
0,6,508.56, 300.142
0,7,541.645, 272.337
0,8,561.622, 256.447
0,9,573.103, 242.322
1,0,343.016, 274.081
1,1,343.744, 268.454
1,2,339.895, 255.998
1,3,324.924, 246.08
1,4,406.623, 349.749
1,5,460.423, 325.487
1,6,517.759, 286.075
1,7,535.837, 259.125
1,8,553.803, 244.903
1,9,561.242, 225.11
2,0,342.206, 259.711
2,1,339.895, 255.998
2,2,330.183, 248.681
2,3,321.296, 243.638
2,4,390.772, 361.696
2,5,457.033, 322.298
2,6,516.005, 276.086
2,7,535.538, 244.329
2,8,542.289, 216.45
2,9,545.19, 205.61
3,0,327.281, 247.235
3,1,324.924, 246.08
3,2,321.296, 243.638
3,3,322.459, 241.127
3,4,380.322, 364.439
3,5,453.034, 306.518
3,6,519.912, 251.648
3,7,537.797, 223.77
3,8,528.062, 197.1
3,9,517.75, 177.604
4,0,315.042, 399.649
4,1,299.377, 404.575
4,2,303.232, 406.845
4,3,320.394, 391.581
4,4,361.554, 354.573
4,5,439.488, 281.056
4,6,496.738, 229.86
4,7,511.018, 197.485
4,8,497.505, 162.036
4,9,472.811, 139.225
5,0,291.091, 414.563
5,1,290.644, 410.214
5,2,277.001, 393.695
5,3,282.05, 370.317
5,4,311.895, 321.206
5,5,409.49, 241.685
5,6,428.729, 173.64
5,7,439.331, 139.393
5,8,420.506, 104.573
5,9,402.095, 85.6176
6,0,241.549, 395.32
6,1,247.797, 389.871
6,2,230.227, 368.796
6,3,213.407, 325.702
6,4,203.583, 250.329
6,5,250.507, 193.301
6,6,331.293, 124.56
6,7,357.911, 94.8321
6,8,372.991, 80.1097
6,9,377.38, 67.7177
7,0,192.485, 365.36
7,1,187.83, 347.319
7,2,171.824, 314.539
7,3,137.92, 260.36
7,4,149.531, 218.551
7,5,199.936, 162.24
7,6,262.667, 110.469
7,7,311.294, 79.6369
7,8,338.33, 62.5361
7,9,353.541, 53.0595
8,0,162.21, 336.502
8,1,145.514, 304.856
8,2,116.391, 260.68
8,3,110.018, 234.352
8,4,123.621, 194.853
8,5,172.615, 148.892
8,6,227.138, 99.355
8,7,280.55, 73.5744
8,8,318.211, 54.1267
8,9,334.942, 45.5316
9,0,128.712, 307.605
9,1,110.389, 273.401
9,2,94.1355, 244.62
9,3,93.3877, 212.654
9,4,115.84, 181.936
9,5,149.409, 142.45
9,6,209.639, 96.7302
9,7,271.147, 68.8927
9,8,312.433, 52.7147
9,9,326.322, 49.3817
