i,j,x,y
0,0,280.856, 199.551
0,1,257.639, 212.879
0,2,258.765, 222.384
0,3,271.671, 225.391
0,4,427.356, 347.731
0,5,474.914, 317.611
0,6,510.425, 285.385
0,7,537.984, 258.858
0,8,554.769, 242.732
0,9,557.271, 234.147
1,0,257.639, 212.879
1,1,255.645, 217.669
1,2,261.326, 223.565
1,3,273.955, 225.57
1,4,435.061, 336.725
1,5,481.622, 301.485
1,6,512.721, 268.757
1,7,535.378, 243.99
1,8,547.008, 227.572
1,9,547.701, 218.836
2,0,258.765, 222.384
2,1,261.326, 223.565
2,2,269.241, 225.159
2,3,279.951, 226.041
2,4,432.481, 316.051
2,5,477.688, 276.731
2,6,497.78, 245.593
2,7,510.299, 220.604
2,8,523.311, 205.336
2,9,519.198, 190.639
3,0,271.671, 225.391
3,1,273.955, 225.57
3,2,279.951, 226.041
3,3,287.634, 227.141
3,4,408.219, 294.526
3,5,451.749, 256.858
3,6,468.686, 227.549
3,7,478.535, 203.331
3,8,490.834, 184.7
3,9,489.031, 165.624
4,0,253.88, 396.961
4,1,250.234, 378.414
4,2,280.214, 348.644
4,3,320.08, 307.65
4,4,367.473, 269.013
4,5,414.909, 239.748
4,6,441.827, 210.314
4,7,454.228, 193.713
4,8,458.093, 165.905
4,9,454.434, 138.197
5,0,208.443, 360.885
5,1,194.153, 337.865
5,2,221.962, 311.631
5,3,262.881, 276.897
5,4,304.979, 245.808
5,5,375.601, 229.016
5,6,410.973, 203.595
5,7,409.616, 171.888
5,8,419.247, 144.909
5,9,415.673, 110.909
6,0,159.081, 319.047
6,1,144.547, 297.132
6,2,165.422, 279.333
6,3,205.766, 253.357
6,4,250.575, 230.184
6,5,300.29, 208.223
6,6,337.068, 180.998
6,7,357.199, 152.999
6,8,377.901, 124.608
6,9,383.539, 91.3615
7,0,126.858, 288.248
7,1,118.671, 270.761
7,2,127.802, 254.802
7,3,157.97, 235.799
7,4,195.373, 215.606
7,5,235.635, 194.847
7,6,276.132, 163.914
7,7,304.854, 134.663
7,8,335.362, 105.555
7,9,351.856, 76.003
8,0,111.046, 272.001
8,1,101.167, 252.58
8,2,105.564, 240.731
8,3,125.938, 223.405
8,4,150.544, 200.052
8,5,181.775, 175.895
8,6,219.849, 143.383
8,7,254.834, 113.436
8,8,295.302, 85.4256
8,9,321.133, 59.7666
9,0,95.2941, 254.542
9,1,91.4739, 241.887
9,2,90.435, 230.33
9,3,101.264, 210.252
9,4,121.815, 186.207
9,5,150.995, 159.035
9,6,189.525, 127.141
9,7,230.427, 99.5005
9,8,273.658, 74.9428
9,9,306.878, 56.8933
