i,j,x,y
0,0,363.457, 221.197
0,1,335.483, 233.791
0,2,342.655, 236.01
0,3,337.746, 238.204
0,4,385.245, 350.602
0,5,444.119, 336.69
0,6,494.626, 313.393
0,7,539.347, 280.278
0,8,566.309, 261.53
0,9,579.963, 244.576
1,0,335.483, 233.791
1,1,338.559, 235.424
1,2,342.231, 236.953
1,3,336.63, 237.914
1,4,394.802, 342.978
1,5,446.491, 341.522
1,6,473.846, 328.578
1,7,526.525, 269.014
1,8,557.787, 251.482
1,9,565.756, 224.858
2,0,342.655, 236.01
2,1,342.231, 236.953
2,2,338.868, 238.371
2,3,333.468, 237.09
2,4,412.376, 346.817
2,5,453.039, 328.249
2,6,515.232, 286.772
2,7,534.034, 253.217
2,8,560.276, 227.358
2,9,552.523, 207.759
3,0,337.746, 238.204
3,1,336.63, 237.914
3,2,333.467, 237.09
3,3,330.502, 237.559
3,4,388.523, 364.046
3,5,443.397, 324.147
3,6,513.116, 273.847
3,7,548.932, 226.563
3,8,533.871, 198.883
3,9,520.733, 176.534
4,0,335.693, 418.042
4,1,333.327, 413.036
4,2,327.227, 415.706
4,3,328.901, 408.539
4,4,340.732, 390.214
4,5,385.353, 348.721
4,6,498.535, 256.394
4,7,507.722, 193.733
4,8,502.454, 155.66
4,9,472.024, 136.004
5,0,298.701, 427.228
5,1,298.228, 420.707
5,2,289.997, 410.945
5,3,277.234, 388.411
5,4,280.274, 362.329
5,5,326.688, 304.607
5,6,413.747, 232.445
5,7,433.622, 139.83
5,8,406.287, 89.9448
5,9,386.441, 72.5229
6,0,242.539, 402.453
6,1,262.31, 404.151
6,2,240.028, 388.348
6,3,206.444, 344.29
6,4,157.113, 255.124
6,5,187.954, 205.941
6,6,309.592, 120.823
6,7,344.655, 85.2833
6,8,365.495, 74.0057
6,9,374.044, 61.085
7,0,191.139, 371.965
7,1,192.603, 356.348
7,2,174.473, 321.044
7,3,118.225, 255.342
7,4,115.841, 212.252
7,5,175.886, 157.243
7,6,250.538, 102.61
7,7,310.507, 71.7622
7,8,337.547, 57.5991
7,9,354.027, 48.677
8,0,162.889, 340.837
8,1,145.517, 305.413
8,2,110.731, 256.286
8,3,94.2491, 229.084
8,4,112.436, 190.132
8,5,164.531, 145.326
8,6,223.522, 90.8111
8,7,283.385, 70.189
8,8,322.17, 54.2888
8,9,336.42, 41.8412
9,0,124.295, 308.007
9,1,101.086, 264.918
9,2,83.3923, 237.943
9,3,80.7096, 205.632
9,4,100.194, 181.552
9,5,140.157, 141.935
9,6,209.431, 90.875
9,7,280.491, 63.6733
9,8,323.844, 49.5501
9,9,324.836, 42.3569
