i,j,x,y
0,0,300.58, 183.874
0,1,326.023, 215.849
0,2,324.715, 230.708
0,3,322.171, 232.933
0,4,420.759, 341.69
0,5,461.696, 331.561
0,6,507.056, 300.42
0,7,540.195, 272.539
0,8,560.426, 256.141
0,9,571.811, 242.125
1,0,326.023, 215.849
1,1,327.514, 224.744
1,2,323.561, 231.531
1,3,322.346, 233.366
1,4,405.423, 349.201
1,5,458.719, 326.719
1,6,513.994, 287.76
1,7,535.228, 259.849
1,8,553.324, 244.688
1,9,560.785, 225.433
2,0,324.715, 230.708
2,1,323.561, 231.531
2,2,322.152, 232.566
2,3,323.336, 234.935
2,4,389.936, 362.207
2,5,458.451, 320.908
2,6,518.564, 275.89
2,7,535.372, 244.92
2,8,542.037, 216.914
2,9,544.541, 205.441
3,0,322.171, 232.933
3,1,322.346, 233.366
3,2,323.336, 234.935
3,3,325.433, 237.246
3,4,382.714, 359.452
3,5,453.32, 305.555
3,6,517.525, 256.495
3,7,535.15, 223.723
3,8,526.906, 195.703
3,9,517.27, 176.812
4,0,313.856, 395.743
4,1,300.522, 402.583
4,2,301.535, 404.226
4,3,320.309, 388.857
4,4,362.359, 350.034
4,5,438.328, 279.764
4,6,492.191, 230.212
4,7,507.246, 191.328
4,8,494.052, 156.875
4,9,472.337, 137.648
5,0,288.676, 410.922
5,1,284.431, 406.36
5,2,274.867, 390.935
5,3,281.463, 366.06
5,4,313.068, 316.587
5,5,406.675, 240.775
5,6,427.12, 174.819
5,7,437.414, 138.597
5,8,420.524, 103.908
5,9,403.702, 86.4259
6,0,240.166, 393.139
6,1,243.934, 386.604
6,2,227.94, 365.094
6,3,214.247, 322.399
6,4,209.502, 249.993
6,5,257.181, 193.812
6,6,332.962, 127.508
6,7,359.463, 97.2062
6,8,375.011, 80.3774
6,9,376.945, 70.1049
7,0,192.282, 363.859
7,1,186.641, 345.568
7,2,171.585, 313.466
7,3,141.758, 261.043
7,4,154.837, 219.088
7,5,204.23, 163.797
7,6,264.901, 112.849
7,7,311.812, 81.7812
7,8,339.015, 63.8213
7,9,353.437, 54.2145
8,0,162.121, 335.694
8,1,145.782, 304.967
8,2,118.839, 262.722
8,3,113.649, 235.643
8,4,127.326, 195.778
8,5,174.67, 149.931
8,6,227.956, 101.348
8,7,280.065, 74.9399
8,8,318.132, 55.3187
8,9,334.522, 46.3627
9,0,129.637, 307.561
9,1,112.013, 274.666
9,2,96.6082, 246.308
9,3,96.1072, 214.26
9,4,117.569, 182.309
9,5,150.952, 142.803
9,6,209.448, 98.0115
9,7,269.094, 70.1641
9,8,310.121, 53.4796
9,9,325.72, 49.5144
