i,j,x,y
0,0,391.671, 306.34
0,1,356.236, 283.219
0,2,340.102, 259.589
0,3,337.983, 244.017
0,4,434.814, 341.325
0,5,479.876, 314.021
0,6,512.917, 284.885
0,7,535.897, 261.774
0,8,551.305, 246.056
0,9,560.01, 232.601
1,0,356.236, 283.219
1,1,347.267, 272.813
1,2,338.709, 255.062
1,3,338.258, 242.336
1,4,433.43, 341.022
1,5,485.896, 308.295
1,6,513.819, 278.158
1,7,533.636, 253.198
1,8,544.492, 232.597
1,9,548.858, 217.467
2,0,340.102, 259.589
2,1,338.709, 255.062
2,2,337.796, 246.033
2,3,339.187, 238.743
2,4,430.887, 333.888
2,5,475.149, 298.992
2,6,501.153, 260.81
2,7,515.464, 231.481
2,8,522.035, 208.145
2,9,520.86, 190.542
3,0,337.983, 244.017
3,1,338.258, 242.336
3,2,339.187, 238.743
3,3,340.138, 235.687
3,4,412.411, 317.958
3,5,453.286, 282.574
3,6,475.965, 242.963
3,7,486.517, 214.357
3,8,490.606, 189.936
3,9,489.029, 166.051
4,0,253.994, 397.786
4,1,253.972, 388.773
4,2,287.369, 368.362
4,3,327.602, 334.38
4,4,381.186, 293.26
4,5,433.405, 254.537
4,6,446.505, 223.495
4,7,457.036, 195.8
4,8,453.982, 166.166
4,9,451.091, 136.034
5,0,215.102, 367.075
5,1,207.171, 351.963
5,2,233.358, 331.354
5,3,272.282, 298.844
5,4,325.727, 261.67
5,5,389.013, 228.503
5,6,404.611, 191.325
5,7,403.272, 162.268
5,8,409.645, 137.373
5,9,408.994, 106.853
6,0,163.493, 324.057
6,1,153.793, 307.471
6,2,172.624, 290.492
6,3,207.559, 264.042
6,4,251.632, 234.499
6,5,296.483, 204.33
6,6,329.952, 168.877
6,7,351.145, 140.348
6,8,369.76, 115.233
6,9,377.073, 87.7623
7,0,127.56, 289.916
7,1,122.853, 275.95
7,2,131.812, 257.261
7,3,155.612, 237.379
7,4,190.605, 213.335
7,5,227.409, 189.07
7,6,271.576, 152.367
7,7,302.824, 121.407
7,8,331.255, 94.7056
7,9,347.397, 69.9156
8,0,110.58, 272.44
8,1,103.248, 254.044
8,2,107.114, 240.754
8,3,123.469, 221.135
8,4,148.024, 195.265
8,5,180.642, 168.112
8,6,220.934, 132.659
8,7,259.138, 102.232
8,8,297.175, 76.1654
8,9,321.99, 55.4038
9,0,93.9819, 253.809
9,1,90.378, 241.069
9,2,89.4848, 228.911
9,3,99.7691, 208.711
9,4,121.878, 183.884
9,5,153.796, 155.222
9,6,194.788, 122.021
9,7,239.362, 94.4474
9,8,279.628, 72.3645
9,9,310.837, 55.5327
