i,j,x,y
0,0,316.679, 268.081
0,1,337.353, 247.069
0,2,338.855, 239.119
0,3,330.411, 234.039
0,4,421.468, 343.245
0,5,461.855, 332.422
0,6,507.258, 300.581
0,7,540.794, 272.522
0,8,561.13, 256.349
0,9,572.638, 242.259
1,0,337.353, 247.069
1,1,338.976, 243.78
1,2,337.612, 237.433
1,3,328.946, 233.731
1,4,405.667, 350.072
1,5,459.095, 326.304
1,6,513.733, 287.677
1,7,535.161, 259.444
1,8,553.538, 244.873
1,9,561.049, 225.302
2,0,338.855, 239.119
2,1,337.612, 237.433
2,2,332.136, 234.524
2,3,326.195, 233.562
2,4,389.407, 363.341
2,5,457.647, 321.88
2,6,518.999, 275.144
2,7,535.657, 244.411
2,8,542.151, 216.831
2,9,544.947, 205.83
3,0,330.411, 234.039
3,1,328.946, 233.731
3,2,326.195, 233.562
3,3,325.174, 234.549
3,4,382.315, 360.709
3,5,453.999, 305.138
3,6,519.883, 251.628
3,7,536.729, 223.545
3,8,527.537, 197.648
3,9,517.616, 178.172
4,0,314.9, 398.513
4,1,299.289, 403.778
4,2,302.427, 405.712
4,3,320.469, 389.926
4,4,362.132, 352.101
4,5,439.339, 279.759
4,6,496.924, 228.081
4,7,507.095, 195.064
4,8,497.176, 164.77
4,9,472.916, 140.215
5,0,290.587, 413.515
5,1,289.21, 409.106
5,2,276.277, 392.649
5,3,281.922, 368.566
5,4,312.388, 319.133
5,5,408.773, 240.876
5,6,428.451, 173.537
5,7,438.521, 139.415
5,8,420.93, 105.896
5,9,403.066, 86.9248
6,0,241.26, 394.676
6,1,246.659, 388.816
6,2,229.47, 367.504
6,3,213.634, 324.413
6,4,205.368, 249.921
6,5,252.642, 193.168
6,6,331.849, 125.376
6,7,358.379, 95.7164
6,8,373.544, 80.726
6,9,377.5, 68.6072
7,0,192.471, 364.884
7,1,187.485, 346.752
7,2,171.76, 314.186
7,3,139.231, 260.581
7,4,151.246, 218.689
7,5,201.341, 162.731
7,6,263.4, 111.257
7,7,311.532, 80.4353
7,8,338.747, 63.1176
7,9,353.669, 53.5328
8,0,162.192, 336.235
8,1,145.621, 304.9
8,2,117.23, 261.381
8,3,111.234, 234.788
8,4,124.849, 195.16
8,5,173.283, 149.234
8,6,227.424, 100.026
8,7,280.542, 74.0561
8,8,319.225, 54.7102
8,9,335.006, 45.8345
9,0,129.019, 307.587
9,1,110.933, 273.827
9,2,94.9631, 245.184
9,3,94.2897, 213.19
9,4,116.406, 182.05
9,5,149.912, 142.559
9,6,209.548, 97.1513
9,7,270.301, 69.2839
9,8,310.527, 52.7582
9,9,325.925, 49.3798
