i,j,x,y
0,0,323.773, 361.4
0,1,331.934, 297.727
0,2,327.212, 260.631
0,3,324.436, 246.825
0,4,420.991, 340.161
0,5,463.349, 329.757
0,6,509.289, 298.768
0,7,541.047, 271.765
0,8,560.421, 255.788
0,9,571.478, 241.992
1,0,331.934, 297.727
1,1,329.812, 278.7
1,2,326.347, 255.921
1,3,324.335, 245.512
1,4,405.812, 347.695
1,5,461.125, 324.175
1,6,520.007, 284.316
1,7,536.47, 259.201
1,8,553.446, 244.462
1,9,560.684, 225.546
2,0,327.212, 260.631
2,1,326.347, 255.921
2,2,324.676, 248.352
2,3,324.544, 242.306
2,4,391.841, 358.839
2,5,457.557, 321.099
2,6,513.96, 277.046
2,7,534.388, 244.934
2,8,541.705, 217.136
2,9,544.266, 205.511
3,0,324.436, 246.825
3,1,324.335, 245.512
3,2,324.544, 242.306
3,3,325.09, 238.772
3,4,381.617, 360.641
3,5,451.46, 306.177
3,6,512.854, 257.588
3,7,532.695, 224.216
3,8,526.029, 195.983
3,9,517.013, 177.016
4,0,311.899, 396.466
4,1,297.255, 401.687
4,2,301.477, 403.031
4,3,320.253, 386.441
4,4,362.674, 348.944
4,5,437.263, 279.802
4,6,489.999, 230.551
4,7,505.745, 192.846
4,8,493.29, 157.621
4,9,472.315, 138.106
5,0,288.553, 410.258
5,1,286.491, 406.05
5,2,275.558, 390.223
5,3,281.849, 364.429
5,4,313.903, 315.312
5,5,405.783, 240.793
5,6,426.361, 175.683
5,7,437.162, 139.815
5,8,421.186, 105.172
5,9,404.423, 87.6934
6,0,240.485, 392.687
6,1,243.816, 385.842
6,2,227.986, 364.08
6,3,215.046, 321.45
6,4,211.865, 250.172
6,5,259.585, 194.28
6,6,333.661, 128.754
6,7,360.21, 98.32
6,8,376.452, 80.0762
6,9,375.975, 72.1221
7,0,192.454, 363.44
7,1,186.581, 345.069
7,2,171.784, 313.132
7,3,143.152, 261.186
7,4,156.653, 219.211
7,5,205.726, 164.285
7,6,265.682, 113.663
7,7,311.901, 82.4957
7,8,338.87, 64.2205
7,9,352.929, 54.802
8,0,162.246, 335.449
8,1,146.046, 305.031
8,2,119.796, 263.402
8,3,114.981, 236.092
8,4,128.632, 196.101
8,5,175.4, 150.271
8,6,228.209, 101.98
8,7,279.588, 75.3062
8,8,315.88, 55.3024
8,9,333.904, 46.5945
9,0,129.947, 307.551
9,1,112.549, 275.077
9,2,97.4242, 246.865
9,3,97.0212, 214.792
9,4,118.166, 182.454
9,5,151.511, 142.93
9,6,209.461, 98.4457
9,7,268.788, 70.6539
9,8,311.803, 54.1868
9,9,325.958, 49.6646
