i,j,x,y
0,0,268.973, 203.918
0,1,306.17, 233.94
0,2,319.165, 243.4
0,3,320.553, 244.55
0,4,421.443, 325.781
0,5,463.244, 322.356
0,6,507.614, 295.559
0,7,537.893, 270.534
0,8,558.541, 254.706
0,9,569.078, 241.445
1,0,306.17, 233.94
1,1,314.155, 240.047
1,2,319.835, 243.824
1,3,320.923, 244.669
1,4,403.187, 342.766
1,5,459.83, 319.706
1,6,513.948, 283.425
1,7,537.295, 259.057
1,8,553.12, 243.949
1,9,559.918, 226.284
2,0,319.165, 243.4
2,1,319.835, 243.824
2,2,320.329, 244.398
2,3,322.89, 244.663
2,4,389.023, 358.391
2,5,456.98, 318.55
2,6,517.827, 270.648
2,7,533.353, 244.122
2,8,540.268, 218.501
2,9,542.572, 205.96
3,0,320.553, 244.55
3,1,320.923, 244.669
3,2,322.89, 244.663
3,3,327.346, 243.427
3,4,384.973, 353.144
3,5,448.203, 312.094
3,6,506.052, 261.033
3,7,524.226, 227.103
3,8,522.066, 198.39
3,9,515.296, 178.19
4,0,307.65, 390.221
4,1,293.588, 396.598
4,2,298.732, 397.356
4,3,321.217, 378.783
4,4,365.892, 340.882
4,5,435.804, 279.692
4,6,484.043, 233.38
4,7,501.516, 201.176
4,8,490.41, 163.305
4,9,472.317, 140.539
5,0,283.08, 402.046
5,1,274.835, 396.118
5,2,277.005, 387.126
5,3,283.803, 356.023
5,4,318.976, 307.229
5,5,403.612, 240.809
5,6,425.604, 181.727
5,7,438.327, 149.136
5,8,426.016, 115.116
5,9,410.307, 93.6192
6,0,237.458, 387.662
6,1,236.869, 378.93
6,2,225.697, 357.43
6,3,219.184, 315.392
6,4,224.781, 249.737
6,5,273.31, 197.023
6,6,338.991, 137.522
6,7,363.822, 107.818
6,8,377.998, 87.8592
6,9,379.916, 74.6714
7,0,191.727, 360.203
7,1,184.319, 341.477
7,2,171.949, 310.835
7,3,151.064, 261.72
7,4,167.369, 219.884
7,5,214.416, 167.757
7,6,270.305, 119.504
7,7,313.034, 88.5187
7,8,340.062, 68.5958
7,9,354.197, 58.5648
8,0,162.249, 333.844
8,1,146.818, 305.17
8,2,124.757, 266.974
8,3,122.669, 238.541
8,4,136.268, 197.819
8,5,177.548, 152.826
8,6,229.213, 106.411
8,7,278.037, 78.6425
8,8,314.438, 57.8557
8,9,333.328, 48.5832
9,0,131.744, 307.414
9,1,115.67, 277.4
9,2,102.207, 250.148
9,3,102.596, 218.023
9,4,122.368, 183.735
9,5,158.473, 143.661
9,6,210.098, 100.749
9,7,264.915, 73.3389
9,8,307.443, 56.2728
9,9,324.499, 50.4417
