i,j,x,y
0,0,336.267, 210.85
0,1,330.057, 235.621
0,2,331.884, 243.601
0,3,335.013, 241
0,4,421.245, 330.785
0,5,461.293, 327.382
0,6,505.753, 299.19
0,7,538.19, 271.939
0,8,558.64, 255.406
0,9,569.797, 241.596
1,0,330.057, 235.621
1,1,330.199, 240.717
1,2,332.768, 243.621
1,3,334.933, 240.194
1,4,403.901, 345.366
1,5,455.329, 328.612
1,6,510.858, 288.39
1,7,535.065, 259.874
1,8,552.663, 244.328
1,9,560.103, 225.998
2,0,331.884, 243.601
2,1,332.768, 243.621
2,2,334.795, 241.808
2,3,333.117, 238.02
2,4,391.019, 357.004
2,5,457.508, 318.903
2,6,517.459, 271.438
2,7,534.098, 243.941
2,8,541.021, 217.883
2,9,543.279, 205.716
3,0,335.013, 241
3,1,334.933, 240.194
3,2,333.117, 238.02
3,3,327.74, 235.636
3,4,382.813, 356.608
3,5,451.108, 305.583
3,6,510.266, 257.894
3,7,529.136, 224.883
3,8,524.275, 196.998
3,9,516.253, 177.722
4,0,309.299, 391.883
4,1,294.524, 398.607
4,2,299.401, 399.695
4,3,320.825, 381.833
4,4,364.583, 343.576
4,5,436.441, 278.601
4,6,486.57, 231.275
4,7,503.55, 197.747
4,8,491.869, 160.809
4,9,472.594, 139.638
5,0,284.151, 403.644
5,1,276.117, 397.871
5,2,278.446, 389.86
5,3,283.46, 359.403
5,4,317.206, 309.893
5,5,404.205, 240.281
5,6,426.047, 179.019
5,7,438.341, 145.348
5,8,424.814, 111.096
5,9,408.544, 91.658
6,0,238.103, 388.902
6,1,238.789, 380.985
6,2,226.826, 360.003
6,3,218.198, 317.839
6,4,220.841, 250.224
6,5,269.088, 196.128
6,6,337.414, 134.484
6,7,362.901, 104.372
6,8,378.153, 84.6689
6,9,378.345, 74.1481
7,0,191.854, 361.127
7,1,185.012, 342.602
7,2,171.989, 311.738
7,3,148.644, 261.832
7,4,164.02, 219.896
7,5,211.882, 166.697
7,6,268.973, 117.47
7,7,312.68, 86.4329
7,8,339.562, 67.0205
7,9,353.552, 56.8289
8,0,162.186, 334.316
8,1,146.55, 305.115
8,2,123.206, 265.913
8,3,120.248, 237.901
8,4,133.884, 197.415
8,5,178.13, 151.973
8,6,229.248, 104.797
8,7,278.659, 77.447
8,8,314.925, 56.9327
8,9,333.439, 47.7294
9,0,131.173, 307.505
9,1,114.65, 276.659
9,2,100.632, 249.058
9,3,100.705, 216.913
9,4,120.721, 183.171
9,5,154.388, 143.537
9,6,209.347, 100.155
9,7,266.05, 72.4734
9,8,308.957, 55.4395
9,9,325.045, 50.0211
