i,j,x,y
0,0,337.635, 191.934
0,1,327.162, 232.397
0,2,329.315, 237.588
0,3,326.956, 236.39
0,4,383.416, 356.191
0,5,442.192, 339.542
0,6,493.614, 315.133
0,7,540.017, 280.796
0,8,567.468, 262.098
0,9,581.297, 244.807
1,0,327.162, 232.397
1,1,328.301, 235.101
1,2,328.847, 237.808
1,3,326.72, 236.255
1,4,381.004, 350.988
1,5,443.863, 344.62
1,6,468.364, 334.02
1,7,525.996, 269.039
1,8,558.749, 252.148
1,9,566.544, 224.413
2,0,329.315, 237.588
2,1,328.847, 237.808
2,2,327.34, 236.672
2,3,326.906, 236.335
2,4,416.938, 343.918
2,5,452.622, 328.367
2,6,512.722, 288.122
2,7,534.294, 253.189
2,8,563.704, 228.44
2,9,553.749, 207.797
3,0,326.956, 236.39
3,1,326.72, 236.255
3,2,326.848, 236.375
3,3,328.52, 241.067
3,4,391.08, 364.791
3,5,444.576, 324.286
3,6,519.066, 272.913
3,7,552.954, 225.544
3,8,535.117, 198.799
3,9,521.119, 176.167
4,0,339.412, 416.77
4,1,338.087, 412.087
4,2,330.127, 417.399
4,3,330.997, 412.02
4,4,338.387, 395.624
4,5,379.533, 355.597
4,6,503.754, 256.998
4,7,509.612, 192.556
4,8,504.834, 155.149
4,9,472.114, 135.749
5,0,300.256, 428.427
5,1,300.406, 422.219
5,2,293.258, 414.848
5,3,276.055, 389.686
5,4,274.526, 369.256
5,5,298.778, 318.655
5,6,410.117, 236.722
5,7,433.894, 137.989
5,8,404.137, 86.908
5,9,383.434, 70.0928
6,0,242.614, 403.5
6,1,265.484, 406.822
6,2,242.281, 392.083
6,3,205.691, 347.231
6,4,148.087, 254.504
6,5,174.242, 206.949
6,6,305.999, 117.206
6,7,342.59, 81.9592
6,8,364.591, 72.7737
6,9,373.754, 60.0597
7,0,190.661, 373.088
7,1,193.316, 357.813
7,2,174.71, 321.528
7,3,112.849, 252.954
7,4,110.362, 210.982
7,5,172.358, 155.79
7,6,248.985, 100.466
7,7,310.959, 69.9123
7,8,337.662, 56.5473
7,9,354.304, 47.8598
8,0,163.36, 341.941
8,1,145.667, 305.335
8,2,108.495, 252.73
8,3,91.1111, 227.677
8,4,111.637, 189.415
8,5,163.742, 144.892
8,6,223.044, 89.0251
8,7,283.81, 69.5763
8,8,322.803, 53.8958
8,9,336.685, 41.0819
9,0,123.759, 308.514
9,1,100.68, 264.917
9,2,81.2741, 236.466
9,3,78.283, 204.091
9,4,96.3057, 181.696
9,5,138.254, 142.084
9,6,209.258, 89.8221
9,7,282.068, 62.7475
9,8,325.651, 48.9892
9,9,324.715, 41.8411
