i,j,x,y
0,0,328.626, 263.207
0,1,331.345, 268.593
0,2,327.655, 256.336
0,3,325.855, 249.848
0,4,419.949, 339.581
0,5,461.517, 330.321
0,6,506.74, 299.972
0,7,539.429, 272.389
0,8,559.673, 255.831
0,9,570.944, 241.953
1,0,331.345, 268.593
1,1,329.748, 263.31
1,2,326.805, 254.224
1,3,325.891, 249.24
1,4,404.407, 348.186
1,5,458.523, 325.771
1,6,512.633, 288.236
1,7,534.81, 260.096
1,8,552.953, 244.56
1,9,560.444, 225.725
2,0,327.655, 256.336
2,1,326.805, 254.224
2,2,325.818, 250.572
2,3,325.429, 247.724
2,4,390.214, 360.412
2,5,457.445, 320.803
2,6,516.421, 275.671
2,7,534.505, 244.733
2,8,541.616, 217.35
2,9,544.04, 205.597
3,0,325.855, 249.848
3,1,325.891, 249.24
3,2,325.429, 247.724
3,3,323.96, 245.37
3,4,383.562, 356.739
3,5,452.867, 303.967
3,6,515.249, 253.709
3,7,533.046, 223.647
3,8,526.029, 196.257
3,9,516.967, 177.238
4,0,311.628, 395.389
4,1,296.786, 401.09
4,2,300.787, 401.914
4,3,320.382, 384.518
4,4,363.454, 346.266
4,5,437.856, 278.165
4,6,490.349, 229.703
4,7,506.814, 195.423
4,8,493.573, 158.869
4,9,472.583, 138.592
5,0,287.812, 408.599
5,1,284.698, 404.484
5,2,275.477, 389.489
5,3,281.986, 362.6
5,4,314.741, 313.225
5,5,405.689, 240.082
5,6,426.983, 176.393
5,7,438.503, 141.795
5,8,422.854, 107.207
5,9,405.737, 88.857
6,0,240.161, 391.835
6,1,242.671, 384.668
6,2,227.385, 362.834
6,3,215.385, 320.115
6,4,213.693, 249.631
6,5,261.805, 194.218
6,6,334.928, 130.096
6,7,361.144, 99.7391
6,8,377.058, 81.2256
6,9,376.6, 72.6721
7,0,192.381, 362.888
7,1,186.232, 344.474
7,2,171.791, 312.77
7,3,144.467, 261.343
7,4,158.45, 219.396
7,5,207.232, 164.913
7,6,266.515, 114.685
7,7,312.096, 83.5514
7,8,339.032, 64.9647
7,9,353.052, 55.2851
8,0,162.243, 335.167
8,1,146.184, 305.062
8,2,120.652, 264.05
8,3,116.267, 236.538
8,4,129.921, 196.424
8,5,176.125, 150.666
8,6,228.483, 102.67
8,7,279.361, 75.8186
8,8,315.642, 55.6973
8,9,333.778, 46.8566
9,0,130.257, 307.543
9,1,113.08, 275.483
9,2,98.235, 247.418
9,3,97.9378, 215.323
9,4,118.773, 182.609
9,5,152.064, 143.081
9,6,209.39, 98.8853
9,7,268.097, 71.1053
9,8,311.104, 54.4801
9,9,325.744, 49.7268
