i,j,x,y
0,0,354.155, 210.724
0,1,351.518, 228.567
0,2,348.893, 229.662
0,3,342.659, 228.101
0,4,420.097, 325.446
0,5,462.725, 322.051
0,6,507.192, 295.683
0,7,537.317, 270.575
0,8,557.948, 254.507
0,9,568.346, 241.325
1,0,351.518, 228.567
1,1,350.921, 230.385
1,2,347.566, 229.096
1,3,341.642, 228.088
1,4,402.43, 342.006
1,5,459.056, 320.416
1,6,512.903, 284.238
1,7,536.857, 259.39
1,8,552.838, 243.914
1,9,559.673, 226.552
2,0,348.893, 229.662
2,1,347.566, 229.096
2,2,343.76, 228.186
2,3,339.056, 228.375
2,4,389.534, 356.315
2,5,457.009, 316.954
2,6,516.376, 270.821
2,7,532.541, 244.141
2,8,539.787, 218.775
2,9,542.036, 205.988
3,0,342.659, 228.101
3,1,341.642, 228.088
3,2,339.056, 228.375
3,3,336.049, 229.726
3,4,385.607, 350.675
3,5,448.138, 309.924
3,6,504.291, 260.239
3,7,522.228, 226.677
3,8,520.7, 198.196
3,9,514.189, 177.874
4,0,305.748, 388.828
4,1,292.559, 394.714
4,2,298.029, 394.954
4,3,321.483, 375.71
4,4,366.8, 337.768
4,5,435.35, 278.29
4,6,482.29, 232.722
4,7,499.369, 200.827
4,8,488.912, 163.614
4,9,471.605, 140.487
5,0,281.841, 400.561
5,1,273.517, 394.457
5,2,275.388, 384.142
5,3,283.828, 352.244
5,4,320.214, 303.792
5,5,402.753, 239.86
5,6,424.986, 182.479
5,7,437.433, 150.313
5,8,425.708, 116.627
5,9,411.062, 94.5046
6,0,236.744, 386.431
6,1,235.058, 377.002
6,2,224.59, 354.833
6,3,220.199, 312.87
6,4,228.575, 248.874
6,5,277.139, 197.222
6,6,340.37, 139.478
6,7,364.397, 109.832
6,8,375.094, 89.1547
6,9,381.002, 74.9212
7,0,191.577, 359.288
7,1,183.614, 340.356
7,2,171.865, 309.812
7,3,153.334, 261.332
7,4,170.494, 219.476
7,5,216.472, 168.421
7,6,271.497, 121.117
7,7,314.527, 89.2969
7,8,342.178, 69.5794
7,9,355.132, 63.0369
8,0,162.316, 333.334
8,1,147.091, 305.216
8,2,126.259, 267.934
8,3,125.039, 239.049
8,4,138.557, 197.981
8,5,175.527, 153.523
8,6,228.972, 107.954
8,7,277.866, 79.5456
8,8,314.461, 58.9378
8,9,333.424, 50.5054
9,0,132.201, 307.115
9,1,116.656, 278.072
9,2,103.753, 251.218
9,3,104.504, 219.15
9,4,124.229, 184.362
9,5,163.646, 143.583
9,6,211.326, 101.148
9,7,263.939, 74.2186
9,8,305.443, 57.8203
9,9,323.748, 51.4526
