i,j,x,y
0,0,353.845, 251.27
0,1,351.999, 249.209
0,2,350.495, 245.803
0,3,348.404, 243.815
0,4,354.01, 353.135
0,5,401.151, 325.604
0,6,469.087, 294.438
0,7,510.539, 262.434
0,8,516.559, 246.873
0,9,503.054, 232.501
1,0,351.999, 249.209
1,1,351.435, 247.737
1,2,350.065, 245.169
1,3,347.975, 243.644
1,4,352.24, 360.528
1,5,400.94, 333.09
1,6,473.095, 297.035
1,7,519.556, 264.641
1,8,534.784, 246.773
1,9,532.706, 230.09
2,0,350.495, 245.803
2,1,350.065, 245.169
2,2,348.823, 244.033
2,3,346.625, 243.308
2,4,362.469, 361.456
2,5,408.513, 332.633
2,6,470.121, 295.269
2,7,509.094, 263.443
2,8,526.658, 243.286
2,9,532.351, 225.403
3,0,348.404, 243.815
3,1,347.975, 243.644
3,2,346.625, 243.308
3,3,344.27, 242.936
3,4,380.543, 343.199
3,5,419.068, 314.002
3,6,464.508, 279.374
3,7,495.481, 250.064
3,8,514.497, 228.409
3,9,520.471, 211.363
4,0,290.075, 360.056
4,1,308.258, 370.051
4,2,338.579, 358.402
4,3,364.824, 334.964
4,4,388.332, 319.291
4,5,422.128, 289.153
4,6,453.439, 257.916
4,7,476.013, 234.969
4,8,496.451, 210.643
4,9,499.456, 190.219
5,0,262.893, 372.42
5,1,285.946, 371.23
5,2,326.777, 342.93
5,3,359.546, 306.652
5,4,386.329, 279.22
5,5,414.987, 250.567
5,6,437.05, 227.04
5,7,452.711, 213.923
5,8,469.216, 183.84
5,9,467.119, 162.009
6,0,225.44, 361.374
6,1,252.68, 352.916
6,2,303.023, 314.623
6,3,342.647, 275.657
6,4,376.613, 251.894
6,5,405.024, 216.192
6,6,416.635, 191.943
6,7,426.297, 180.514
6,8,440.491, 153.817
6,9,432.264, 134.374
7,0,199.257, 337.366
7,1,227.055, 327.278
7,2,277.817, 287.886
7,3,321.784, 248.195
7,4,357.785, 226.85
7,5,382.547, 183.034
7,6,393.053, 165.411
7,7,401.298, 151.238
7,8,409.84, 121.33
7,9,395.686, 105.186
8,0,165.89, 305.281
8,1,193.763, 298.644
8,2,246.275, 259.107
8,3,295.707, 217.464
8,4,334.33, 185.41
8,5,356.01, 156.635
8,6,367.465, 136.996
8,7,373.723, 119.509
8,8,376.744, 90.1021
8,9,354.886, 78.3239
9,0,141.96, 267.702
9,1,167.375, 266.938
9,2,217.484, 237.592
9,3,264.838, 196.449
9,4,303.277, 161.267
9,5,329.84, 132.07
9,6,340.488, 107.356
9,7,346.069, 86.8515
9,8,340.291, 62.1369
9,9,316.205, 56.2079
