i,j,x,y
0,0,337.389, 248.501
0,1,323.341, 260.126
0,2,318.376, 255.091
0,3,314.227, 247.361
0,4,415.466, 352.499
0,5,466.497, 326.262
0,6,503.01, 295.795
0,7,535.079, 266.679
0,8,553.581, 247.362
0,9,556.88, 237.197
1,0,323.341, 260.126
1,1,320.786, 259.2
1,2,317.484, 253.103
1,3,313.465, 246.42
1,4,420.875, 346.122
1,5,474.519, 314.042
1,6,509.719, 281.466
1,7,535.564, 254.457
1,8,547.699, 234.386
1,9,549.574, 223.116
2,0,318.376, 255.091
2,1,317.484, 253.103
2,2,315.013, 248.478
2,3,311.39, 244.436
2,4,419.656, 319.903
2,5,467.793, 283.152
2,6,492.526, 251.091
2,7,507.458, 225.701
2,8,522.376, 204.977
2,9,517.929, 191.429
3,0,314.227, 247.361
3,1,313.465, 246.42
3,2,311.39, 244.436
3,3,308.92, 242.95
3,4,400.783, 294.778
3,5,448.921, 258.406
3,6,465.415, 232.555
3,7,471.05, 205.595
3,8,486.539, 183.192
3,9,486.196, 165.639
4,0,244.929, 393.711
4,1,239.729, 376.241
4,2,269.862, 348.094
4,3,317.18, 306.883
4,4,365.238, 265.214
4,5,414.946, 236.058
4,6,440.706, 211.363
4,7,437.693, 183.182
4,8,450.323, 160.917
4,9,449.899, 136.842
5,0,207.121, 359.463
5,1,191.991, 335.706
5,2,219.439, 308.154
5,3,267.52, 272.131
5,4,307.822, 236.554
5,5,379.062, 215.454
5,6,397.198, 185.497
5,7,395.045, 159.714
5,8,409.616, 136.957
5,9,410.024, 108.332
6,0,159.03, 318.183
6,1,142.699, 295.172
6,2,169.294, 275.576
6,3,214.326, 248.753
6,4,257.947, 221.373
6,5,302.734, 198.054
6,6,331.344, 169.833
6,7,348.896, 144.814
6,8,372.642, 120.18
6,9,378.392, 89.9776
7,0,129.641, 289.352
7,1,118.215, 269.964
7,2,131.427, 252.765
7,3,163.358, 232.367
7,4,199.075, 208.498
7,5,234.788, 187.392
7,6,271.908, 156.392
7,7,299.516, 128.565
7,8,332.077, 101.072
7,9,348.36, 73.2777
8,0,113.691, 273.189
8,1,101.808, 252.753
8,2,108.281, 239.826
8,3,127.466, 219.51
8,4,151.731, 195.13
8,5,181.86, 170.472
8,6,218.385, 138.441
8,7,252.196, 109.634
8,8,292.923, 82.454
8,9,317.801, 58.0516
9,0,98.2326, 255.938
9,1,93.0325, 242.387
9,2,91.1936, 230.671
9,3,101.633, 210.631
9,4,121.32, 186.715
9,5,149.634, 160.157
9,6,187.48, 128.728
9,7,228.211, 101.252
9,8,271.985, 76.2536
9,9,305.997, 57.6727
