i,j,x,y
0,0,347.012, 178.658
0,1,342.032, 209.201
0,2,339.878, 232.48
0,3,335.372, 243.249
0,4,437.869, 339.496
0,5,470.592, 321.578
0,6,504.332, 293.96
0,7,531.175, 269.766
0,8,550.656, 251.588
0,9,561.249, 236.104
1,0,342.032, 209.201
1,1,341.543, 220.25
1,2,338.86, 236.152
1,3,334.787, 243.92
1,4,426.879, 343.95
1,5,470.027, 316.766
1,6,507.488, 282.877
1,7,530.388, 259.034
1,8,544.924, 238.206
1,9,551.927, 222.118
2,0,339.878, 232.48
2,1,338.86, 236.152
2,2,336.083, 242.249
2,3,333.724, 244.609
2,4,419.887, 338.297
2,5,465.904, 300.406
2,6,499.785, 260.478
2,7,513.198, 235.19
2,8,522.313, 215.917
2,9,525.705, 197.717
3,0,335.372, 243.249
3,1,334.787, 243.92
3,2,333.724, 244.609
3,3,333.563, 243.652
3,4,402.007, 319.173
3,5,445.006, 281.052
3,6,474.832, 241.75
3,7,480.75, 213.159
3,8,488.394, 190.299
3,9,494.364, 171.52
4,0,248.205, 395.473
4,1,251.261, 388.995
4,2,271.365, 370.681
4,3,314.581, 338.473
4,4,364.219, 293.152
4,5,416.784, 251.923
4,6,446.362, 218.37
4,7,446.545, 184.776
4,8,450.999, 161.367
4,9,455.484, 139.277
5,0,211.83, 366.972
5,1,208.195, 355.655
5,2,223.53, 332.845
5,3,265.646, 300.788
5,4,314.264, 257.168
5,5,371.696, 214.488
5,6,403.931, 193.53
5,7,398.312, 157.294
5,8,405.159, 132.537
5,9,410.422, 107.054
6,0,164.123, 324.882
6,1,156.272, 309.381
6,2,168.248, 289.471
6,3,204.499, 263.803
6,4,244.218, 230.028
6,5,288.988, 198.335
6,6,323.558, 166.24
6,7,347.303, 137.902
6,8,366.478, 112.746
6,9,378.424, 87.797
7,0,127.895, 290.32
7,1,124.212, 276.968
7,2,128.258, 255.623
7,3,152.694, 236.39
7,4,184.849, 209.928
7,5,222.128, 185.216
7,6,266.593, 149.109
7,7,300.481, 118.451
7,8,329.966, 92.0036
7,9,349.532, 69.3958
8,0,111.072, 272.724
8,1,104.297, 254.593
8,2,106.045, 239.241
8,3,122.372, 220.344
8,4,146.766, 194.234
8,5,179.644, 167.02
8,6,220.856, 131.821
8,7,260.066, 101.676
8,8,297.773, 75.853
8,9,323.35, 56.594
9,0,93.7927, 253.711
9,1,90.1729, 240.928
9,2,89.2864, 228.664
9,3,99.5463, 208.399
9,4,121.887, 183.476
9,5,154.268, 154.585
9,6,195.613, 121.184
9,7,240.602, 93.651
9,8,280.463, 71.8872
9,9,311.238, 55.3844
