i,j,x,y
0,0,281.708, 252.194
0,1,323.034, 260.667
0,2,343.105, 261.067
0,3,344.827, 253.948
0,4,416.127, 354.331
0,5,462.343, 326.045
0,6,499.603, 292.329
0,7,529.572, 263.279
0,8,548.766, 244.34
0,9,553.13, 233.61
1,0,323.034, 260.667
1,1,334.042, 262.035
1,2,344.844, 259.836
1,3,344.004, 252.565
1,4,427.55, 346.169
1,5,476.515, 314.152
1,6,511.607, 278.341
1,7,535.968, 250.491
1,8,545.28, 232.116
1,9,547.71, 219.653
2,0,343.105, 261.067
2,1,344.844, 259.836
2,2,345.44, 255.406
2,3,340.889, 249.015
2,4,426.696, 321.861
2,5,469.929, 285.986
2,6,492.987, 250.507
2,7,509.551, 222.157
2,8,520.747, 203.307
2,9,517.915, 187.518
3,0,344.827, 253.948
3,1,344.004, 252.565
3,2,340.889, 249.015
3,3,335.452, 245.134
3,4,415.238, 298.239
3,5,455.936, 264.931
3,6,473.722, 235.541
3,7,485.413, 207.841
3,8,496.777, 185.963
3,9,494.101, 164.218
4,0,251.691, 395.954
4,1,256.72, 372.967
4,2,288.511, 344.269
4,3,335.836, 304.204
4,4,394.272, 266.365
4,5,423.438, 243.548
4,6,449.045, 218.677
4,7,456.454, 195.326
4,8,463.404, 168.989
4,9,460.402, 138.206
5,0,207.14, 359.992
5,1,203.143, 333.099
5,2,232.972, 307.206
5,3,279.501, 273.422
5,4,322.576, 243.854
5,5,381.65, 227.846
5,6,406.244, 195.499
5,7,410.224, 169.613
5,8,420.984, 144.226
5,9,421.77, 111.557
6,0,158.186, 318.401
6,1,154.869, 294.542
6,2,182.508, 277.016
6,3,225.346, 251.416
6,4,267.949, 228.768
6,5,309.941, 207.919
6,6,344.984, 179.065
6,7,362.103, 153.723
6,8,381.381, 126.123
6,9,388.37, 94.1831
7,0,126.821, 288.283
7,1,126.676, 269.424
7,2,140.364, 253.926
7,3,175.167, 233.463
7,4,210.718, 213.367
7,5,246.379, 193.398
7,6,282.755, 162.169
7,7,310.142, 135.884
7,8,338.159, 106.791
7,9,353.958, 76.8285
8,0,111.343, 272.273
8,1,100.892, 252.733
8,2,105.908, 240.839
8,3,126.451, 219.508
8,4,149.732, 195.427
8,5,180.227, 170.465
8,6,216.874, 138.769
8,7,248.255, 110.585
8,8,289.556, 82.928
8,9,315.946, 57.4982
9,0,95.9464, 254.995
9,1,91.7065, 242.136
9,2,90.5626, 230.577
9,3,103.399, 209.354
9,4,122.879, 185.555
9,5,151.576, 158.887
9,6,188.031, 127.783
9,7,222.487, 101.383
9,8,266.91, 77.5212
9,9,302.902, 58.0493
