i,j,x,y
0,0,331.387, 236.224
0,1,320.992, 236.419
0,2,323.3, 235.483
0,3,326.161, 235.511
0,4,370.977, 368.242
0,5,440.161, 342.517
0,6,494.103, 316.106
0,7,542.124, 280.62
0,8,569.447, 262.649
0,9,583.318, 244.963
1,0,320.992, 236.419
1,1,322.474, 234.211
1,2,323.788, 235.809
1,3,326.824, 235.173
1,4,370.754, 360.759
1,5,443.051, 348.058
1,6,463.925, 339.499
1,7,526.274, 267.812
1,8,560.038, 252.806
1,9,567.385, 223.215
2,0,323.3, 235.483
2,1,323.788, 235.809
2,2,325.835, 235.564
2,3,334.534, 237.731
2,4,419.105, 344.538
2,5,453.056, 328.856
2,6,516.563, 287.065
2,7,535.253, 252.513
2,8,567.562, 228.734
2,9,554.994, 207.276
3,0,326.186, 235.558
3,1,326.542, 236.135
3,2,326.776, 242.907
3,3,333.255, 262.898
3,4,391.411, 366.422
3,5,445.675, 324.486
3,6,522.759, 273.211
3,7,559.066, 224.272
3,8,536.602, 198.571
3,9,521.284, 175.32
4,0,346.689, 416.425
4,1,341.705, 416.56
4,2,329.046, 421.839
4,3,331.807, 417.116
4,4,333.807, 402.43
4,5,372.985, 364.887
4,6,512.599, 257.611
4,7,514.458, 191.271
4,8,509.384, 154.717
4,9,472.303, 135.537
5,0,302.709, 430.933
5,1,302.795, 425.226
5,2,296.151, 419.444
5,3,275.974, 392.703
5,4,272.466, 378.33
5,5,282.779, 330.718
5,6,412.255, 241.664
5,7,436.292, 134.758
5,8,400.903, 81.9954
5,9,378.477, 66.218
6,0,242.824, 404.904
6,1,273.057, 411.365
6,2,246.544, 398.186
6,3,206.885, 352.57
6,4,137.543, 251.888
6,5,158.804, 206.321
6,6,304.68, 109.959
6,7,340.569, 76.2067
6,8,363.663, 71.1
6,9,373.599, 58.6545
7,0,189.826, 374.784
7,1,194.712, 360.356
7,2,176.247, 323.046
7,3,107.197, 249.661
7,4,103.063, 208.965
7,5,169.196, 155.86
7,6,248.231, 96.8889
7,7,312.585, 66.9694
7,8,338.119, 54.9911
7,9,354.891, 46.6534
8,0,163.921, 343.422
8,1,145.615, 305.116
8,2,105.149, 249.348
8,3,86.7, 225.964
8,4,110.121, 187.924
8,5,163.411, 141.626
8,6,222.264, 86.2091
8,7,284.452, 68.8084
8,8,323.813, 53.3685
8,9,337.103, 39.869
9,0,122.394, 308.739
9,1,97.2934, 261.63
9,2,77.5756, 234.143
9,3,74.9907, 201.757
9,4,92.6758, 181.628
9,5,135.863, 141.928
9,6,208.779, 88.1857
9,7,284.408, 61.3675
9,8,328.402, 48.141
9,9,324.427, 41.1746
