i,j,x,y
0,0,335.539, 220.867
0,1,293.01, 238.642
0,2,290.704, 246.076
0,3,310.095, 242.053
0,4,399.471, 347.231
0,5,455.611, 331.047
0,6,506.734, 300.927
0,7,542.277, 272.962
0,8,563.57, 257.219
0,9,575.32, 242.738
1,0,293.01, 238.642
1,1,286.765, 245.394
1,2,295.097, 245.257
1,3,312.924, 241.422
1,4,413.934, 341.596
1,5,459.332, 328.104
1,6,516.465, 286.851
1,7,534.708, 259.383
1,8,554.293, 245.593
1,9,561.956, 224.279
2,0,290.704, 246.076
2,1,295.097, 245.257
2,2,306.947, 242.783
2,3,319.733, 240.031
2,4,402.288, 356.451
2,5,459.316, 323.451
2,6,520.044, 278.428
2,7,534.77, 246.898
2,8,542.126, 215.913
2,9,546.164, 205.214
3,0,310.095, 242.053
3,1,312.924, 241.422
3,2,319.733, 240.031
3,3,325.843, 238.395
3,4,388.113, 358.866
3,5,450.076, 314.258
3,6,516.896, 264.866
3,7,538.166, 229.234
3,8,528.52, 197.675
3,9,518.083, 176.695
4,0,321.518, 412.481
4,1,309.178, 412.626
4,2,311.149, 408.24
4,3,324.521, 394.385
4,4,354.54, 362.587
4,5,421.111, 305.691
4,6,470.757, 250.79
4,7,510.32, 200.432
4,8,497.777, 158.961
4,9,472.194, 137.571
5,0,293.522, 421.364
5,1,292.814, 415.324
5,2,279.018, 397.363
5,3,280.327, 376.814
5,4,298.47, 326.132
5,5,378.554, 223.388
5,6,443.403, 203.164
5,7,439.629, 143.781
5,8,415.501, 100.329
5,9,396.852, 81.1671
6,0,242.123, 398.225
6,1,252.242, 394.757
6,2,232.28, 374.421
6,3,208.867, 330.233
6,4,185.809, 247.289
6,5,229.627, 189.835
6,6,327.004, 123.903
6,7,355.959, 93.9539
6,8,370.914, 78.7804
6,9,376.507, 65.481
7,0,192.496, 367.878
7,1,189.98, 350.763
7,2,172.527, 316.822
7,3,129.79, 258.267
7,4,134.352, 213.385
7,5,190.023, 158.618
7,6,258.501, 107.525
7,7,311.433, 77.3805
7,8,338.621, 61.1575
7,9,354.06, 51.7671
8,0,162.645, 338.114
8,1,146.442, 305.841
8,2,117.451, 261.608
8,3,104.416, 232.576
8,4,116.138, 192.21
8,5,168.573, 146.634
8,6,225.816, 96.1551
8,7,282.159, 72.2386
8,8,321.886, 54.4177
8,9,336.124, 44.5547
9,0,127.452, 307.666
9,1,108.194, 270.934
9,2,91.6847, 243.155
9,3,89.7486, 210.653
9,4,113.059, 181.437
9,5,146.564, 141.86
9,6,209.615, 94.5332
9,7,274.072, 66.8772
9,8,313.534, 51.0228
9,9,325.794, 47.5035
